,score,date
563,1,2012-10-20 00:43:42+00:00
564,2,2012-10-20 00:43:03+00:00
565,2,2012-10-20 00:39:08+00:00
566,2,2012-10-20 00:33:17+00:00
567,2,2012-10-20 00:30:45+00:00
568,2,2012-10-20 00:29:20+00:00
569,1,2012-10-20 00:23:32+00:00
570,2,2012-10-20 00:20:09+00:00
571,2,2012-10-20 00:18:40+00:00
572,1,2012-10-20 00:17:13+00:00
573,2,2012-10-20 00:16:46+00:00
574,1,2012-10-20 00:09:40+00:00
575,1,2012-10-20 00:09:10+00:00
576,1,2012-10-20 00:08:42+00:00
577,2,2012-10-20 00:05:26+00:00
578,2,2012-10-20 00:05:20+00:00
579,1,2012-10-21 23:14:56+00:00
580,2,2012-10-21 23:01:01+00:00
581,1,2012-10-21 23:00:24+00:00
582,2,2012-10-21 22:55:56+00:00
583,2,2012-10-21 22:48:53+00:00
584,2,2012-10-21 22:46:30+00:00
585,1,2012-10-21 22:25:04+00:00
586,2,2012-10-21 21:52:34+00:00
587,1,2012-10-21 21:31:28+00:00
588,1,2012-10-21 21:22:43+00:00
589,2,2012-10-21 20:50:55+00:00
590,0,2012-10-21 20:37:06+00:00
591,0,2012-10-21 20:28:27+00:00
592,2,2012-10-21 20:10:21+00:00
593,1,2012-10-21 18:58:16+00:00
594,1,2012-10-21 18:57:32+00:00
595,1,2012-10-21 18:57:11+00:00
596,2,2012-10-21 18:03:37+00:00
597,2,2012-10-21 17:24:29+00:00
598,1,2012-10-21 16:52:39+00:00
599,2,2012-10-21 16:38:13+00:00
600,1,2012-10-21 16:13:13+00:00
601,2,2012-10-21 15:39:36+00:00
602,2,2012-10-21 15:34:27+00:00
603,2,2012-10-21 15:33:23+00:00
604,2,2012-10-21 15:32:40+00:00
605,2,2012-10-21 15:32:31+00:00
606,1,2012-10-21 15:32:03+00:00
607,1,2012-10-21 15:29:57+00:00
608,2,2012-10-21 15:29:42+00:00
609,2,2012-10-21 15:28:42+00:00
610,2,2012-10-21 15:26:13+00:00
611,2,2012-10-21 15:25:43+00:00
612,1,2012-10-21 15:24:31+00:00
613,2,2012-10-21 15:24:13+00:00
614,2,2012-10-21 15:24:05+00:00
615,2,2012-10-21 15:23:39+00:00
616,2,2012-10-21 15:22:30+00:00
617,1,2012-10-21 15:21:33+00:00
618,1,2012-10-21 14:58:40+00:00
619,1,2012-10-21 14:38:46+00:00
620,1,2012-10-21 13:21:10+00:00
621,1,2012-10-21 13:20:49+00:00
622,2,2012-10-21 13:20:00+00:00
623,1,2012-10-21 12:39:45+00:00
624,1,2012-10-21 12:39:23+00:00
625,1,2012-10-21 12:00:26+00:00
626,2,2012-10-21 11:37:43+00:00
627,1,2012-10-21 11:28:27+00:00
628,1,2012-10-21 11:02:43+00:00
629,2,2012-10-21 09:01:50+00:00
630,2,2012-10-21 09:00:36+00:00
631,1,2012-10-21 06:46:32+00:00
632,1,2012-10-21 05:50:36+00:00
633,2,2012-10-21 04:38:01+00:00
634,1,2012-10-21 04:38:01+00:00
635,0,2012-10-21 04:34:42+00:00
636,1,2012-10-21 03:56:20+00:00
637,1,2012-10-21 03:11:58+00:00
638,1,2012-10-21 03:01:42+00:00
639,2,2012-10-21 02:42:48+00:00
640,2,2012-10-21 02:39:36+00:00
641,0,2012-10-21 01:57:42+00:00
642,1,2012-10-21 01:36:43+00:00
643,2,2012-10-21 00:53:59+00:00
644,2,2012-10-21 00:52:18+00:00
645,1,2012-10-21 00:10:41+00:00
646,2,2012-10-21 00:06:18+00:00
647,2,2012-10-21 00:05:56+00:00
648,2,2012-10-22 23:48:57+00:00
649,1,2012-10-22 23:34:28+00:00
650,1,2012-10-22 23:25:27+00:00
651,1,2012-10-22 23:19:07+00:00
652,1,2012-10-22 23:18:57+00:00
653,2,2012-10-22 23:17:45+00:00
654,1,2012-10-22 23:11:04+00:00
655,1,2012-10-22 23:08:42+00:00
656,1,2012-10-22 23:08:03+00:00
657,1,2012-10-22 23:07:19+00:00
658,1,2012-10-22 23:02:30+00:00
659,1,2012-10-22 23:00:51+00:00
660,0,2012-10-22 23:00:12+00:00
661,1,2012-10-22 22:59:20+00:00
662,1,2012-10-22 22:58:24+00:00
663,1,2012-10-22 22:55:09+00:00
664,1,2012-10-22 22:46:29+00:00
