year,geo_fips,county,state,avg_wage_salary
2012,8165,Vermillion,IN,45471
2012,8167,Vigo,IN,36834
2012,7185,Wabash,IL,34519
2012,3301,Warren,GA,34443
2012,8173,Warrick,IN,40568
2012,1129,Washington,AL,51865
2012,3305,Wayne,GA,38286
2012,8179,Wells,IN,36421
2012,5145,White,AR,35600
2012,8183,Whitley,IN,36995
2012,9000,Iowa,,39575
2012,9001,Adair,IA,31245
2012,8001,Adams,CO*,46922
2012,9005,Allamakee,IA,30277
2012,9007,Appanoose,IA,29955
2012,9009,Audubon,IA,32163
2012,5007,Benton,AR,50951
2012,9013,Black Hawk,IA,40712
2012,5009,Boone,AR,34196
2012,9017,Bremer,IA,35568
2012,9019,Buchanan,IA,32540
2012,9021,Buena Vista,IA,33317
2012,1013,Butler,AL,30782
2012,1015,Calhoun,AL,36874
2012,5015,Carroll,AR,27598
2012,7017,Cass,IL,35273
2012,9031,Cedar,IA,32555
2012,9033,Cerro Gordo,IA,36667
2012,1019,Cherokee,AL,30740
2012,9037,Chickasaw,IA,34340
2012,1025,Clarke,AL,35104
2012,1027,Clay,AL,29032
2012,3063,Clayton,GA,47999
2012,7027,Clinton,IL,32999
2012,5033,Crawford,AR,33754
2012,1047,Dallas,AL,33499
2012,9051,Davis,IA,29999
2012,3087,Decatur,GA,31130
2012,0,Delaware,,50882
2012,9057,Des Moines,IA,36362
2012,9059,Dickinson,IA,32051
2012,9061,Dubuque,IA,39132
2012,9063,Emmet,IA,33029
2012,1057,Fayette,AL,28866
2012,3115,Floyd,GA,39534
2012,1059,Franklin,AL,31123
2012,8043,Fremont,CO,36965
2012,1063,Greene,AL,32677
2012,7063,Grundy,IL,53428
2012,9077,Guthrie,IA,35063
2012,2047,Hamilton,FL,41610
2012,3141,Hancock,GA,30963
2012,7069,Hardin,IL,33099
2012,8061,Harrison,IN,32969
2012,1067,Henry,AL,34465
2012,5061,Howard,AR,29197
2012,6023,Humboldt,CA,36033
2012,9093,Ida,IA,37774
2012,9000,Iowa,,39575
2012,1071,Jackson,AL,32856
2012,3159,Jasper,GA,29195
2012,1073,Jefferson,AL,49237
2012,5071,Johnson,AR,29872
2012,3169,Jones,GA,30605
2012,9107,Keokuk,IA,30991
2012,9109,Kossuth,IA,35613
2012,1081,Lee,AL,32952
2012,9113,Linn,IA,45740
2012,9115,Louisa,IA,33759
2012,9117,Lucas,IA,33918
2012,9119,Lyon,IA,31734
2012,1089,Madison,AL,53422
2012,9123,Mahaska,IA,33574
2012,1093,Marion,AL,31860
2012,1095,Marshall,AL,31950
2012,9129,Mills,IA,35912
2012,3205,Mitchell,GA,29642
2012,9133,Monona,IA,30561
2012,1099,Monroe,AL,36973
2012,1101,Montgomery,AL,42530
2012,9139,Muscatine,IA,43350
2012,9141,O'Brien,IA,30485
2012,2097,Osceola,FL,35892
2012,9145,Page,IA,32720
2012,9147,Palo Alto,IA,30607
2012,9149,Plymouth,IA,38479
2012,9151,Pocahontas,IA,33334
2012,5113,Polk,AR,28162
2012,9155,Pottawattamie,IA,35589
2012,9157,Poweshiek,IA,36020
2012,9159,Ringgold,IA,31305
2012,9161,Sac,IA,33029
2012,5127,Scott,AR,27202
2012,1117,Shelby,AL,45855
2012,9167,Sioux,IA,33401
2012,9169,Story,IA,37507
2012,9171,Tama,IA,31677
2012,2123,Taylor,FL,38585
2012,5139,Union,AR,43414
2012,5141,Van Buren,AR,35917
2012,9179,Wapello,IA,35727
2012,3301,Warren,GA,34443
2012,1129,Washington,AL,51865
2012,3305,Wayne,GA,38286
2012,3307,Webster,GA,30879
2012,7201,Winnebago,IL,43072
2012,9191,Winneshiek,IA,32120
2012,9193,Woodbury,IA,34863
2012,3321,Worth,GA,30808
2012,9197,Wright,IA,36611
2012,0,Kansas,,42298
2012,8003,Allen,IN,41021
2012,3,Anderson,KS,29491
2012,5,Atchison,KS,34861
2012,7,Barber,KS,31418
2012,9,Barton,KS,37496
2012,11,Bourbon,KS,32220
2012,7009,Brown,IL,41511
2012,1013,Butler,AL,30782
2012,17,Chase,KS,29294
2012,19,Chautauqua,KS,27092
2012,1019,Cherokee,AL,30740
2012,8017,Cheyenne,CO,37053
2012,5019,Clark,AR,30951
2012,1027,Clay,AL,29032
2012,29,Cloud,KS,27853
2012,31,Coffey,KS,51657
2012,33,Comanche,KS,24725
2012,35,Cowley,KS,33728
2012,5033,Crawford,AR,33754
2012,3087,Decatur,GA,31130
2012,9059,Dickinson,IA,32051
2012,43,Doniphan,KS,31995
2012,8035,Douglas,CO,62118
2012,7047,Edwards,IL,35616
2012,49,Elk,KS,23975
2012,51,Ellis,KS,34799
2012,53,Ellsworth,KS,32594
2012,55,Finney,KS,35821
2012,7053,Ford,IL,36704
2012,1059,Franklin,AL,31123
2012,61,Geary,KS,49960
2012,63,Gove,KS,28965
2012,4009,Graham,AZ,36916
2012,5053,Grant,AR,32487
2012,69,Gray,KS,33864
2012,71,Greeley,KS,32285
2012,73,Greenwood,KS,30618
2012,2047,Hamilton,FL,41610
2012,77,Harper,KS,37507
2012,79,Harvey,KS,36197
2012,81,Haskell,KS,36485
2012,83,Hodgeman,KS,28694
2012,1071,Jackson,AL,32856
2012,1073,Jefferson,AL,49237
2012,89,Jewell,KS,29166
2012,5071,Johnson,AR,29872
2012,93,Kearny,KS,32778
2012,95,Kingman,KS,34000
2012,8061,Kiowa,CO,40907
2012,99,Labette,KS,29915
2012,101,Lane,KS,35518
2012,103,Leavenworth,KS,52181
2012,5079,Lincoln,AR,31992
2012,9113,Linn,IA,45740
2012,5083,Logan,AR,30985
2012,9119,Lyon,IA,31734
2012,113,McPherson,KS,38413
2012,1093,Marion,AL,31860
2012,1095,Marshall,AL,31950
2012,119,Meade,KS,34483
2012,8103,Miami,IN,35300
2012,3205,Mitchell,GA,29642
2012,1101,Montgomery,AL,42530
2012,127,Morris,KS,29240
2012,129,Morton,KS,38037
2012,131,Nemaha,KS,30907
2012,133,Neosho,KS,33105
2012,135,Ness,KS,35373
2012,137,Norton,KS,32790
2012,139,Osage,KS,27162
2012,141,Osborne,KS,28595
2012,143,Ottawa,KS,29307
2012,145,Pawnee,KS,33938
2012,5107,Phillips,AR,29875
2012,149,Pottawatomie,KS,37815
2012,151,Pratt,KS,35186
2012,153,Rawlins,KS,30179
2012,155,Reno,KS,33819
2012,157,Republic,KS,27465
2012,159,Rice,KS,32534
2012,161,Riley,KS,33859
2012,163,Rooks,KS,31786
2012,8139,Rush,IN,35052
2012,1113,Russell,AL,32875
2012,5125,Saline,AR,32711
2012,5127,Scott,AR,27202
2012,8115,Sedgwick,CO,30011
2012,175,Seward,KS,35311
2012,177,Shawnee,KS,43193
2012,179,Sheridan,KS,33819
2012,181,Sherman,KS,30096
2012,183,Smith,KS,27759
2012,185,Stafford,KS,28387
2012,187,Stanton,KS,37160
2012,189,Stevens,KS,36558
2012,191,Sumner,KS,34304
2012,3275,Thomas,GA,38347
2012,195,Trego,KS,30876
2012,197,Wabaunsee,KS,27364
2012,199,Wallace,KS,31129
2012,1129,Washington,AL,51865
2012,203,Wichita,KS,36850
2012,205,Wilson,KS,33976
2012,207,Woodson,KS,29663
2012,209,Wyandotte,KS,45903
2012,1000,Kentucky,,40372
2012,9001,Adair,IA,31245
2012,8003,Allen,IN,41021
2012,3,Anderson,KS,29491
2012,1007,Ballard,KY,51734
2012,1009,Barren,KY,31801
2012,1011,Bath,KY,27654
2012,1013,Bell,KY,30989
2012,5009,Boone,AR,34196
2012,11,Bourbon,KS,32220
2012,1019,Boyd,KY,43857
2012,1021,Boyle,KY,35179
2012,1023,Bracken,KY,32384
2012,1025,Breathitt,KY,32341
2012,1027,Breckinridge,KY,28755
2012,1029,Bullitt,KY,31723
2012,1013,Butler,AL,30782
2012,1033,Caldwell,KY,30330
2012,1035,Calloway,KY,31390
2012,1037,Campbell,KY,36617
2012,1039,Carlisle,KY,26138
2012,5015,Carroll,AR,27598
2012,1043,Carter,KY,29222
2012,1045,Casey,KY,27426
2012,7021,Christian,IL,35325
2012,5019,Clark,AR,30951
2012,1027,Clay,AL,29032
2012,7027,Clinton,IL,32999
2012,5035,Crittenden,AR,33093
2012,7035,Cumberland,IL,32531
2012,8027,Daviess,IN,33121
2012,1061,Edmonson,KY,28601
2012,1063,Elliott,KY,26933
2012,1065,Estill,KY,30218
2012,1057,Fayette,AL,28866
2012,1069,Fleming,KY,29634
2012,3115,Floyd,GA,39534
2012,1059,Franklin,AL,31123
2012,5049,Fulton,AR,27400
2012,7059,Gallatin,IL,40981
2012,1079,Garrard,KY,27306
2012,5053,Grant,AR,32487
2012,1083,Graves,KY,31845
2012,1085,Grayson,KY,30341
2012,1087,Green,KY,27049
2012,1089,Greenup,KY,37145
2012,3141,Hancock,GA,30963
2012,7069,Hardin,IL,33099
2012,1095,Harlan,KY,37642
2012,8061,Harrison,IN,32969
2012,3147,Hart,GA,33760
2012,7071,Henderson,IL,29393
2012,1067,Henry,AL,34465
2012,1105,Hickman,KY,27301
2012,1107,Hopkins,KY,39111
2012,1071,Jackson,AL,32856
2012,1073,Jefferson,AL,49237
2012,1113,Jessamine,KY,34757
2012,5071,Johnson,AR,29872
2012,1117,Kenton,KY,46337
2012,1119,Knott,KY,37569
2012,7095,Knox,IL,36126
2012,1123,Larue,KY,26881
2012,1125,Laurel,KY,33277
2012,1079,Lawrence,AL,40617
2012,1081,Lee,AL,32952
2012,1131,Leslie,KY,37965
2012,1133,Letcher,KY,36151
2012,6061,Lewis,ID,28325
2012,5079,Lincoln,AR,31992
2012,7105,Livingston,IL,40867
2012,5083,Logan,AR,30985
2012,9119,Lyon,IA,31734
2012,1145,McCracken,KY,39343
2012,1147,McCreary,KY,31750
2012,7113,McLean,IL,49648
2012,1089,Madison,AL,53422
2012,1153,Magoffin,KY,28784
2012,1093,Marion,AL,31860
2012,1095,Marshall,AL,31950
2012,2085,Martin,FL,39519
2012,7125,Mason,IL,35124
2012,119,Meade,KS,34483
2012,1165,Menifee,KY,26936
2012,7131,Mercer,IL,31850
2012,1169,Metcalfe,KY,29098
2012,1099,Monroe,AL,36973
2012,1101,Montgomery,AL,42530
2012,1103,Morgan,AL,39593
2012,1177,Muhlenberg,KY,38971
2012,1179,Nelson,KY,34449
2012,1181,Nicholas,KY,26222
2012,8115,Ohio,IN,31748
2012,1185,Oldham,KY,36819
2012,8119,Owen,IN,35590
2012,1189,Owsley,KY,27209
2012,1191,Pendleton,KY,35149
2012,1105,Perry,AL,28554
2012,1109,Pike,AL,34631
2012,1197,Powell,KY,27760
2012,5119,Pulaski,AR,46258
2012,1201,Robertson,KY,23585
2012,1203,Rockcastle,KY,28144
2012,1205,Rowan,KY,30257
2012,1113,Russell,AL,32875
2012,5127,Scott,AR,27202
2012,1117,Shelby,AL,45855
2012,1213,Simpson,KY,34312
2012,8147,Spencer,IN,35142
2012,2123,Taylor,FL,38585
2012,1219,Todd,KY,27346
2012,1221,Trigg,KY,29905
2012,1223,Trimble,KY,38495
2012,5139,Union,AR,43414
2012,3301,Warren,GA,34443
2012,1129,Washington,AL,51865
2012,3305,Wayne,GA,38286
2012,3307,Webster,GA,30879
2012,8183,Whitley,IN,36995
2012,1237,Wolfe,KY,26980
2012,7203,Woodford,IL,36010
2012,2000,Louisiana,,44127
2012,2001,Acadia,LA,35313
2012,8003,Allen,IN,41021
2012,2005,Ascension,LA,46805
2012,2007,Assumption,LA,41810
2012,2009,Avoyelles,LA,31589
2012,2011,Beauregard,LA,36467
2012,2013,Bienville,LA,36251
2012,2015,Bossier,LA,40416
2012,2017,Caddo,LA,41534
2012,2019,Calcasieu,LA,42956
2012,1033,Caldwell,KY,30330
2012,2023,Cameron,LA,53603
2012,2025,Catahoula,LA,28634
2012,2027,Claiborne,LA,40116
2012,2029,Concordia,LA,31292
2012,2031,De Soto,LA,45206
2012,2033,East Baton Rouge,LA,46777
2012,2035,East Carroll,LA,32131
2012,2037,East Feliciana,LA,38911
2012,2039,Evangeline,LA,33539
2012,1059,Franklin,AL,31123
2012,5053,Grant,AR,32487
2012,2045,Iberia,LA,47169
2012,2047,Iberville,LA,56231
2012,1071,Jackson,AL,32856
2012,1073,Jefferson,AL,49237
2012,2053,Jefferson Davis,LA,35037
2012,5073,Lafayette,AR,30188
2012,2057,Lafourche,LA,51048
2012,7099,LaSalle,IL,40039
2012,5079,Lincoln,AR,31992
2012,7105,Livingston,IL,40867
2012,1089,Madison,AL,53422
2012,2067,Morehouse,LA,30042
2012,2069,Natchitoches,LA,33408
2012,2071,Orleans,LA,48888
2012,5103,Ouachita,AR,31015
2012,2075,Plaquemines,LA,59882
2012,2077,Pointe Coupee,LA,36443
2012,2079,Rapides,LA,38316
2012,2081,Red River,LA,39634
2012,7159,Richland,IL,33947
2012,2085,Sabine,LA,33520
2012,2087,St. Bernard,LA,44608
2012,2089,St. Charles,LA,62306
2012,2091,St. Helena,LA,33299
2012,2093,St. James,LA,58639
2012,2095,St. John the Baptist,LA,50472
2012,2097,St. Landry,LA,34416
2012,2099,St. Martin,LA,37319
2012,2101,St. Mary,LA,48522
2012,2103,St. Tammany,LA,42271
2012,2105,Tangipahoa,LA,35551
2012,2107,Tensas,LA,31546
2012,2109,Terrebonne,LA,48770
2012,5139,Union,AR,43414
2012,7183,Vermilion,IL,39627
2012,2115,Vernon,LA,46109
2012,1129,Washington,AL,51865
2012,3307,Webster,GA,30879
2012,2121,West Baton Rouge,LA,45126
2012,2123,West Carroll,LA,30609
2012,2125,West Feliciana,LA,49911
2012,2127,Winn,LA,33435
2012,3000,Maine,,39760
2012,3001,Androscoggin,ME,38229
2012,3003,Aroostook,ME,33866
2012,7035,Cumberland,IL,32531
2012,1059,Franklin,AL,31123
2012,3141,Hancock,GA,30963
2012,3011,Kennebec,ME,38481
2012,7095,Knox,IL,36126
2012,5079,Lincoln,AR,31992
2012,3017,Oxford,ME,34501
2012,3019,Penobscot,ME,36773
2012,3021,Piscataquis,ME,31823
2012,3023,Sagadahoc,ME,46226
2012,3025,Somerset,ME,37421
2012,3027,Waldo,ME,34197
2012,1129,Washington,AL,51865
2012,3031,York,ME,39881
2012,4000,Maryland,,55466
2012,4001,Allegany,MD,36983
2012,4003,Anne Arundel,MD,58706
2012,4005,Baltimore,MD,51722
2012,4009,Calvert,MD,44239
2012,4011,Caroline,MD,37506
2012,5015,Carroll,AR,27598
2012,4015,Cecil,MD,43260
2012,4017,Charles,MD,42888
2012,4019,Dorchester,MD,37172
2012,4021,Frederick,MD,49972
2012,4023,Garrett,MD,32506
2012,4025,Harford,MD,49772
2012,5061,Howard,AR,29197
2012,1,Kent,DE,39212
2012,1101,Montgomery,AL,42530
2012,4033,Prince George's,MD,53292
2012,4035,Queen Anne's,MD,37258
2012,4037,St. Mary's,MD,63698
2012,3025,Somerset,ME,37421
2012,3263,Talbot,GA,28453
2012,1129,Washington,AL,51865
2012,4045,Wicomico,MD,39066
2012,4047,Worcester,MD,31641
2012,4510,Baltimore (Independent City),MD,58876
2012,5000,Massachusetts,,59551
2012,5001,Barnstable,MA,41168
2012,5003,Berkshire,MA,39319
2012,5005,Bristol,MA,43751
2012,5007,Dukes,MA,43408
2012,5009,Essex,MA,51114
2012,1059,Franklin,AL,31123
2012,5013,Hampden,MA,44196
2012,5015,Hampshire,MA,38266
2012,9007,Middlesex,CT,48859
2012,5019,Nantucket,MA,49011
2012,5021,Norfolk,MA,57384
2012,9149,Plymouth,IA,38479
2012,5025,Suffolk,MA,78842
2012,4047,Worcester,MD,31641
2012,6000,Michigan,,46228
2012,6001,Alcona,MI,31147
2012,6003,Alger,MI,33365
2012,6005,Allegan,MI,42891
2012,6007,Alpena,MI,35492
2012,6009,Antrim,MI,29430
2012,6011,Arenac,MI,29303
2012,6013,Baraga,MI,33421
2012,6015,Barry,MI,35830
2012,2005,Bay,FL,38468
2012,6019,Benzie,MI,29277
2012,3019,Berrien,GA,31851
2012,6023,Branch,MI,37621
2012,1015,Calhoun,AL,36874
2012,7017,Cass,IL,35273
2012,6029,Charlevoix,MI,38608
2012,6031,Cheboygan,MI,30647
2012,6033,Chippewa,MI,35431
2012,6035,Clare,MI,33731
2012,7027,Clinton,IL,32999
2012,5033,Crawford,AR,33754
2012,8029,Delta,CO,35136
2012,9059,Dickinson,IA,32051
2012,6045,Eaton,MI,43134
2012,9063,Emmet,IA,33029
2012,6049,Genesee,MI,40463
2012,6051,Gladwin,MI,31763
2012,6053,Gogebic,MI,32313
2012,6055,Grand Traverse,MI,38887
2012,6057,Gratiot,MI,36932
2012,6059,Hillsdale,MI,38456
2012,6061,Houghton,MI,35390
2012,6063,Huron,MI,36061
2012,6065,Ingham,MI,43271
2012,6067,Ionia,MI,31414
2012,6069,Iosco,MI,32041
2012,6071,Iron,MI,33496
2012,6073,Isabella,MI,32973
2012,1071,Jackson,AL,32856
2012,6077,Kalamazoo,MI,44425
2012,6079,Kalkaska,MI,42816
2012,1,Kent,DE,39212
2012,6083,Keweenaw,MI,22072
2012,6033,Lake,CA,35959
2012,6087,Lapeer,MI,32853
2012,6089,Leelanau,MI,30551
2012,6091,Lenawee,MI,37372
2012,7105,Livingston,IL,40867
2012,6095,Luce,MI,33779
2012,6097,Mackinac,MI,30290
2012,6099,Macomb,MI,49757
2012,6101,Manistee,MI,34636
2012,6103,Marquette,MI,38746
2012,7125,Mason,IL,35124
2012,6107,Mecosta,MI,35202
2012,6109,Menominee,MI,31804
2012,6111,Midland,MI,52381
2012,6113,Missaukee,MI,30665
2012,1099,Monroe,AL,36973
2012,6117,Montcalm,MI,35747
2012,6119,Montmorency,MI,29124
2012,6121,Muskegon,MI,38692
2012,6123,Newaygo,MI,37514
2012,6125,Oakland,MI,55210
2012,6127,Oceana,MI,32189
2012,6129,Ogemaw,MI,27963
2012,6131,Ontonagon,MI,29559
2012,2097,Osceola,FL,35892
2012,6135,Oscoda,MI,28246
2012,6137,Otsego,MI,34892
2012,143,Ottawa,KS,29307
2012,6141,Presque Isle,MI,33399
2012,6143,Roscommon,MI,29866
2012,6145,Saginaw,MI,39285
2012,1115,St. Clair,AL,32883
2012,8141,St. Joseph,IN,40204
2012,6151,Sanilac,MI,33412
2012,6153,Schoolcraft,MI,35651
2012,6155,Shiawassee,MI,33445
2012,6157,Tuscola,MI,35554
2012,5141,Van Buren,AR,35917
2012,6161,Washtenaw,MI,47827
2012,3305,Wayne,GA,38286
2012,6165,Wexford,MI,34915
2012,7000,Minnesota,,48513
2012,7001,Aitkin,MN,30317
2012,7003,Anoka,MN,45611
2012,7005,Becker,MN,32861
2012,7007,Beltrami,MN,33883
2012,5007,Benton,AR,50951
2012,7011,Big Stone,MN,32429
2012,7013,Blue Earth,MN,37439
2012,7009,Brown,IL,41511
2012,7017,Carlton,MN,36275
2012,7019,Carver,MN,46885
2012,7017,Cass,IL,35273
2012,6033,Chippewa,MI,35431
2012,7025,Chisago,MN,35437
2012,1027,Clay,AL,29032
2012,6035,Clearwater,ID,34061
2012,3075,Cook,GA,28950
2012,7033,Cottonwood,MN,32102
2012,7035,Crow Wing,MN,33943
2012,7037,Dakota,MN,47690
2012,3091,Dodge,GA,29108
2012,8035,Douglas,CO,62118
2012,7043,Faribault,MN,32830
2012,7045,Fillmore,MN,29643
2012,7047,Freeborn,MN,34415
2012,7049,Goodhue,MN,38789
2012,5053,Grant,AR,32487
2012,7053,Hennepin,MN,61648
2012,1069,Houston,AL,36358
2012,7057,Hubbard,MN,31047
2012,7059,Isanti,MN,35885
2012,7061,Itasca,MN,36068
2012,1071,Jackson,AL,32856
2012,7065,Kanabec,MN,31117
2012,7067,Kandiyohi,MN,34213
2012,7069,Kittson,MN,34675
2012,7071,Koochiching,MN,38342
2012,7073,Lac qui Parle,MN,31395
2012,6033,Lake,CA,35959
2012,7077,Lake of the Woods,MN,28250
2012,7079,Le Sueur,MN,34917
2012,5079,Lincoln,AR,31992
2012,9119,Lyon,IA,31734
2012,7085,McLeod,MN,38158
2012,7087,Mahnomen,MN,30318
2012,1095,Marshall,AL,31950
2012,2085,Martin,FL,39519
2012,7093,Meeker,MN,33675
2012,7095,Mille Lacs,MN,30358
2012,7097,Morrison,MN,31089
2012,7099,Mower,MN,40465
2012,3213,Murray,GA,34041
2012,7103,Nicollet,MN,35446
2012,7105,Nobles,MN,35460
2012,7107,Norman,MN,32667
2012,7109,Olmsted,MN,51942
2012,7111,Otter Tail,MN,33134
2012,7113,Pennington,MN,41826
2012,7115,Pine,MN,27798
2012,7117,Pipestone,MN,29663
2012,5113,Polk,AR,28162
2012,5115,Pope,AR,34390
2012,7123,Ramsey,MN,53661
2012,7125,Red Lake,MN,30463
2012,7127,Redwood,MN,31538
2012,7129,Renville,MN,35339
2012,159,Rice,KS,32534
2012,7133,Rock,MN,32027
2012,7135,Roseau,MN,40347
2012,7137,St. Louis,MN,39459
2012,5127,Scott,AR,27202
2012,7141,Sherburne,MN,39255
2012,7143,Sibley,MN,32111
2012,7145,Stearns,MN,38267
2012,7147,Steele,MN,37878
2012,189,Stevens,KS,36558
2012,7151,Swift,MN,33571
2012,1219,Todd,KY,27346
2012,7155,Traverse,MN,32338
2012,7157,Wabasha,MN,32833
2012,7159,Wadena,MN,32119
2012,7161,Waseca,MN,36357
2012,1129,Washington,AL,51865
2012,7165,Watonwan,MN,30344
2012,7167,Wilkin,MN,35243
2012,7169,Winona,MN,35771
2012,9197,Wright,IA,36611
2012,7173,Yellow Medicine,MN,32609
2012,5093,Mississippi,AR,40297
2012,8001,Adams,CO*,46922
2012,8003,Alcorn,MS,33371
2012,8005,Amite,MS,28469
2012,8007,Attala,MS,29976
2012,5007,Benton,AR,50951
2012,8011,Bolivar,MS,33630
2012,1015,Calhoun,AL,36874
2012,5015,Carroll,AR,27598
2012,9037,Chickasaw,IA,34340
2012,1023,Choctaw,AL,44499
2012,2027,Claiborne,LA,40116
2012,1025,Clarke,AL,35104
2012,1027,Clay,AL,29032
2012,8027,Coahoma,MS,33377
2012,8029,Copiah,MS,32058
2012,1039,Covington,AL,31985
2012,2027,DeSoto,FL,32133
2012,8035,Forrest,MS,37800
2012,1059,Franklin,AL,31123
2012,8039,George,MS,30813
2012,1063,Greene,AL,32677
2012,8043,Grenada,MS,32255
2012,3141,Hancock,GA,30963
2012,8061,Harrison,IN,32969
2012,8049,Hinds,MS,42724
2012,2059,Holmes,FL,28825
2012,8053,Humphreys,MS,27837
2012,8055,Issaquena,MS,27578
2012,8057,Itawamba,MS,31876
2012,1071,Jackson,AL,32856
2012,3159,Jasper,GA,29195
2012,1073,Jefferson,AL,49237
2012,2053,Jefferson Davis,LA,35037
2012,3169,Jones,GA,30605
2012,8069,Kemper,MS,38689
2012,5073,Lafayette,AR,30188
2012,1075,Lamar,AL,32855
2012,1077,Lauderdale,AL,30356
2012,1079,Lawrence,AL,40617
2012,8079,Leake,MS,28614
2012,1081,Lee,AL,32952
2012,8083,Leflore,MS,33812
2012,5079,Lincoln,AR,31992
2012,1085,Lowndes,AL,39487
2012,1089,Madison,AL,53422
2012,1093,Marion,AL,31860
2012,1095,Marshall,AL,31950
2012,1099,Monroe,AL,36973
2012,1101,Montgomery,AL,42530
2012,8099,Neshoba,MS,33617
2012,5101,Newton,AR,24886
2012,8103,Noxubee,MS,28318
2012,8105,Oktibbeha,MS,32364
2012,8107,Panola,MS,33852
2012,8109,Pearl River,MS,31492
2012,1105,Perry,AL,28554
2012,1109,Pike,AL,34631
2012,8115,Pontotoc,MS,31251
2012,8117,Prentiss,MS,30194
2012,3239,Quitman,GA,28278
2012,8121,Rankin,MS,37541
2012,5127,Scott,AR,27202
2012,8125,Sharkey,MS,28952
2012,1213,Simpson,KY,34312
2012,183,Smith,KS,27759
2012,5137,Stone,AR,26557
2012,8133,Sunflower,MS,30716
2012,8135,Tallahatchie,MS,29245
2012,8137,Tate,MS,32119
2012,8139,Tippah,MS,31437
2012,8141,Tishomingo,MS,30619
2012,8143,Tunica,MS,33180
2012,5139,Union,AR,43414
2012,8147,Walthall,MS,28030
2012,3301,Warren,GA,34443
2012,1129,Washington,AL,51865
2012,3305,Wayne,GA,38286
2012,3307,Webster,GA,30879
2012,3319,Wilkinson,GA,47258
2012,1133,Winston,AL,29865
2012,8161,Yalobusha,MS,30003
2012,8163,Yazoo,MS,35904
2012,9000,Missouri,,43692
2012,9001,Adair,IA,31245
2012,9003,Andrew,MO,29477
2012,5,Atchison,KS,34861
2012,9007,Audrain,MO,32927
2012,6015,Barry,MI,35830
2012,9,Barton,KS,37496
2012,9013,Bates,MO,29633
2012,5007,Benton,AR,50951
2012,9017,Bollinger,MO,27472
2012,5009,Boone,AR,34196
2012,9019,Buchanan,IA,32540
2012,1013,Butler,AL,30782
2012,1033,Caldwell,KY,30330
2012,9027,Callaway,MO,35955
2012,3039,Camden,GA,43323
2012,9031,Cape Girardeau,MO,36837
2012,5015,Carroll,AR,27598
2012,1043,Carter,KY,29222
2012,7017,Cass,IL,35273
2012,9031,Cedar,IA,32555
2012,9041,Chariton,MO,30325
2012,7021,Christian,IL,35325
2012,5019,Clark,AR,30951
2012,1027,Clay,AL,29032
2012,7027,Clinton,IL,32999
2012,9051,Cole,MO,39166
2012,9053,Cooper,MO,31794
2012,5033,Crawford,AR,33754
2012,3083,Dade,GA,32113
2012,1047,Dallas,AL,33499
2012,8027,Daviess,IN,33121
2012,1049,DeKalb,AL,31587
2012,9065,Dent,MO,28065
2012,8035,Douglas,CO,62118
2012,9069,Dunklin,MO,26984
2012,1059,Franklin,AL,31123
2012,9073,Gasconade,MO,29210
2012,9075,Gentry,MO,28604
2012,1063,Greene,AL,32677
2012,7063,Grundy,IL,53428
2012,8061,Harrison,IN,32969
2012,1067,Henry,AL,34465
2012,9085,Hickory,MO,25467
2012,9087,Holt,MO,31480
2012,5061,Howard,AR,29197
2012,9091,Howell,MO,31055
2012,6071,Iron,MI,33496
2012,1071,Jackson,AL,32856
2012,3159,Jasper,GA,29195
2012,1073,Jefferson,AL,49237
2012,5071,Johnson,AR,29872
2012,7095,Knox,IL,36126
2012,9105,Laclede,MO,31318
2012,5073,Lafayette,AR,30188
2012,1079,Lawrence,AL,40617
2012,6061,Lewis,ID,28325
2012,5079,Lincoln,AR,31992
2012,9113,Linn,IA,45740
2012,7105,Livingston,IL,40867
2012,9119,McDonald,MO,30039
2012,1087,Macon,AL,36639
2012,1089,Madison,AL,53422
2012,9125,Maries,MO,28306
2012,1093,Marion,AL,31860
2012,7131,Mercer,IL,31850
2012,5091,Miller,AR,36185
2012,5093,Mississippi,AR,40297
2012,9135,Moniteau,MO,29878
2012,1099,Monroe,AL,36973
2012,1101,Montgomery,AL,42530
2012,1103,Morgan,AL,39593
2012,9143,New Madrid,MO,38230
2012,5101,Newton,AR,24886
2012,9147,Nodaway,MO,31607
2012,9149,Oregon,MO,28693
2012,139,Osage,KS,27162
2012,9153,Ozark,MO,23964
2012,9155,Pemiscot,MO,30802
2012,1105,Perry,AL,28554
2012,9159,Pettis,MO,33027
2012,9161,Phelps,MO,33844
2012,1109,Pike,AL,34631
2012,9165,Platte,MO,42580
2012,5113,Polk,AR,28162
2012,5119,Pulaski,AR,46258
2012,2107,Putnam,FL,35642
2012,9173,Ralls,MO,40587
2012,1111,Randolph,AL,29478
2012,9177,Ray,MO,32364
2012,9179,Reynolds,MO,36027
2012,8137,Ripley,IN,42186
2012,2089,St. Charles,LA,62306
2012,1115,St. Clair,AL,32883
2012,9186,Ste. Genevieve,MO,40478
2012,9187,St. Francois,MO,31091
2012,7137,St. Louis,MN,39459
2012,5125,Saline,AR,32711
2012,7169,Schuyler,IL,39788
2012,9199,Scotland,MO,27595
2012,5127,Scott,AR,27202
2012,9203,Shannon,MO,23708
2012,1117,Shelby,AL,45855
2012,9207,Stoddard,MO,31924
2012,5137,Stone,AR,26557
