,Unnamed: 0,ID,YEAR_FIPS,YEAR,STATE_FIPS,COUNTY_FIPS,STATE,COUNTY,REP_CANDIDATE,DEM_CANDIDATE,REP_VOTES,DEM_VOTES,COUNTY_TOTALVOTES,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,HOUSE_WINNING_BINARY,SENATE_WINNING_BINARY,UNEMPLOYMENT_RATE,AVG_WAGE_SALARY,AA_FEMALE,AA_MALE,BA_FEMALE,BA_MALE,H_FEMALE,H_MALE,IA_FEMALE,IA_MALE,NA_FEMALE,NA_MALE,TOT_FEMALE,TOT_MALE,TOT_POP,WA_FEMALE,WA_MALE,TOT_POP_LESS19,TOT_MALE_LESS19,TOT_FEMALE_LESS19,TOT_POP_20to39,TOT_MALE_20to39,TOT_FEMALE_20to39,TOT_POP_40to59,TOT_MALE_40to59,TOT_FEMALE_40to59,TOT_POP_Above60,TOT_MALE_Above60,TOT_FEMALE_Above60,AA_FEMALE%,AA_MALE%,BA_FEMALE%,BA_MALE%,H_FEMALE%,H_MALE%,IA_FEMALE%,IA_MALE%,NA_FEMALE%,NA_MALE%,WA_FEMALE%,WA_MALE%,TOT_FEMALE%,TOT_MALE%,TOT_POP_LESS19%,TOT_POP_20to39%,TOT_POP_40to59%,TOT_POP_Above60%
45,45,677,20201091,2020,1,91,Alabama,Marengo County,,,,,,,,0,1.0,-1.0,7.1,39069,33,25,5345,4450,250,242,21,25,16,19,10133,8933,19066,4615,4324,4744,2353,2391,4407,2116,2291,4831,2211,2620,5084,2253,2831,0.00173083,0.001311235,0.28034197,0.23339976899999998,0.013112347,0.012692751,0.001101437,0.001311235,0.00083919,0.000996538,0.242053918,0.226791147,0.5314696320000001,0.468530368,0.248819889,0.231144446,0.253382985,0.26665268
46,46,678,20201093,2020,1,93,Alabama,Marion County,,,,,,,,0,1.0,-1.0,6.6,564689,58,39,478,676,354,412,63,63,13,6,15077,14686,29763,14281,13705,6814,3574,3240,6649,3335,3314,7983,4007,3976,8317,3770,4547,0.0019487279999999998,0.0013103519999999999,0.016060209,0.022712764,0.011893962,0.013842691,0.002116722,0.002116722,0.000436784,0.000201593,0.479823942,0.460471055,0.506568558,0.49343144200000005,0.228941975,0.22339817899999997,0.26821893,0.279440917
47,47,679,20201095,2020,1,95,Alabama,Marshall County,,,,,,,,0,1.0,-1.0,5.3,411540,409,296,1186,1720,6244,7524,497,581,126,135,48607,47502,96109,45513,43871,26127,13482,12645,23175,11879,11296,24368,12109,12259,22439,10032,12407,0.004255585,0.003079836,0.012340155,0.017896347,0.064967901,0.078286113,0.005171212,0.006045219,0.0013110110000000002,0.001404655,0.473556067,0.45647129799999997,0.505748681,0.49425131899999997,0.27184759,0.241132464,0.253545454,0.233474493
48,48,680,20201097,2020,1,97,Alabama,Mobile County,,,,,,,,0,1.0,-1.0,6.6,45263,4514,4034,80847,68482,6035,6613,2018,1867,91,88,216680,197077,413757,125727,119220,106968,54158,52810,110432,53031,57401,102469,48440,54029,93888,41448,52440,0.010909785,0.009749684,0.195397298,0.165512608,0.014585856000000001,0.015982811,0.004877259,0.00451231,0.00021993599999999998,0.000212685,0.303866762,0.28814014,0.523689025,0.476310975,0.258528557,0.26690062,0.247655025,0.226915798
49,49,681,20201099,2020,1,99,Alabama,Monroe County,,,,,,,,0,1.0,-1.0,9.0,688755,48,51,4760,3926,173,167,140,143,3,6,11062,10005,21067,5914,5698,5074,2599,2475,4635,2219,2416,5525,2569,2956,5833,2618,3215,0.002278445,0.0024208479999999998,0.225945792,0.186357811,0.008211895,0.00792709,0.006645464,0.0067878669999999995,0.00014240299999999998,0.00028480599999999997,0.280723406,0.270470404,0.5250866279999999,0.47491337200000006,0.240850619,0.220012342,0.262258509,0.27687853
50,50,682,20201101,2020,1,101,Alabama,Montgomery County,,,,,,,,0,1.0,-1.0,5.6,769913,3632,3571,72094,61135,3760,4177,403,357,105,110,119241,106522,225763,41306,39839,59055,30036,29019,63595,30576,33019,55041,25454,29587,48072,20456,27616,0.016087667,0.015817472,0.319334878,0.270792823,0.016654633000000002,0.018501703,0.001785058,0.001581304,0.000465089,0.00048723699999999996,0.182961779,0.176463814,0.528168921,0.471831079,0.26157962100000004,0.281689205,0.24379991399999998,0.21293126
51,51,683,20201103,2020,1,103,Alabama,Morgan County,,,,,,,,0,1.0,-1.0,5.5,472769,463,373,8027,7512,4629,5438,619,692,76,106,60407,58682,119089,49907,48684,29809,15312,14497,28668,14570,14098,31961,15950,16011,28651,12850,15801,0.003887849,0.003132111,0.06740337099999999,0.06307887400000001,0.038870089,0.045663327000000004,0.005197793,0.00581078,0.000638178,0.0008900910000000001,0.41907313,0.4088035,0.507242483,0.49275751700000003,0.250308593,0.240727523,0.268379111,0.240584773
52,52,684,20201105,2020,1,105,Alabama,Perry County,,,,,,,,0,1.0,-1.0,10.3,286340,15,40,3368,2837,68,64,9,15,1,3,4859,4281,9140,1421,1370,2483,1322,1161,2243,1060,1183,2006,892,1114,2408,1007,1401,0.0016411379999999999,0.004376368,0.368490153,0.310393873,0.007439825,0.007002188,0.000984683,0.0016411379999999999,0.000109409,0.000328228,0.15547046,0.149890591,0.531619256,0.46838074399999996,0.27166302,0.245404814,0.219474836,0.26345733
53,53,685,20201107,2020,1,107,Alabama,Pickens County,,,,,,,,0,1.0,-1.0,6.8,107562,32,35,4232,3787,330,618,18,30,24,43,9990,9948,19938,5595,5935,4368,2314,2054,5126,2714,2412,5294,2565,2729,5150,2355,2795,0.001604975,0.001755442,0.212258,0.18993881,0.016551309,0.030996087999999998,0.0009027989999999999,0.001504664,0.001203732,0.002156686,0.28061992199999997,0.297672786,0.501053265,0.498946735,0.219079145,0.257097001,0.265523122,0.258300732
54,54,686,20201109,2020,1,109,Alabama,Pike County,,,,,,,,0,1.0,-1.0,6.5,389320,282,428,6810,5752,382,420,115,121,16,14,17240,16098,33338,9710,9453,8234,4047,4187,11470,5845,5625,6799,3129,3670,6835,3077,3758,0.008458816,0.012838203000000001,0.204271402,0.172535845,0.011458396000000001,0.012598236,0.003449517,0.0036294920000000002,0.00047993300000000004,0.000419941,0.291259224,0.283550303,0.5171276020000001,0.482872398,0.24698542199999998,0.344051833,0.203941448,0.205021297
55,55,687,20201111,2020,1,111,Alabama,Randolph County,,,,,,,,0,1.0,-1.0,5.6,255720,53,36,2348,2080,316,345,60,47,9,17,11669,11056,22725,9000,8689,5494,2829,2665,4972,2421,2551,5951,2899,3052,6308,2907,3401,0.002332233,0.0015841579999999998,0.10332233199999999,0.091529153,0.013905391000000001,0.015181518,0.0026402640000000002,0.0020682070000000003,0.00039604,0.000748075,0.396039604,0.382354235,0.513487349,0.486512651,0.24176017600000002,0.218789879,0.261870187,0.277579758
56,56,688,20201113,2020,1,113,Alabama,Russell County,,,,,,,,0,1.0,-1.0,5.5,143380,327,180,14040,12357,1539,1706,164,195,87,75,30036,27745,57781,14649,14216,15253,7849,7404,16065,7751,8314,14662,7076,7586,11801,5069,6732,0.0056593,0.0031152109999999997,0.242986449,0.21385922699999999,0.026635053,0.029525276,0.002838303,0.003374812,0.001505685,0.001298005,0.253526246,0.246032433,0.5198248560000001,0.480175144,0.263979509,0.278032571,0.253751233,0.204236687
57,57,689,20201115,2020,1,115,Alabama,St. Clair County,,,,,,,,0,1.0,-1.0,5.2,145416,428,362,3982,4402,1101,1123,155,164,35,32,44663,44027,88690,39405,38434,21881,11411,10470,22086,11226,10860,24212,12031,12181,20511,9359,11152,0.004825798,0.004081633,0.044897959,0.049633555,0.012414026000000002,0.012662081,0.00174766,0.001849137,0.00039463300000000003,0.000360807,0.44430037200000005,0.433352125,0.5035855229999999,0.496414477,0.246713271,0.24902469300000002,0.272995828,0.231266208
58,58,690,20201117,2020,1,117,Alabama,Shelby County,,,,,,,,0,1.0,-1.0,4.3,458811,2671,2200,15120,13051,6047,6418,420,431,62,63,111437,104270,215707,91669,87012,55786,28090,27696,53571,26047,27524,59960,29106,30854,46390,21027,25363,0.012382536999999999,0.01019902,0.070095083,0.060503367999999995,0.028033397,0.029753322999999998,0.001947086,0.001998081,0.000287427,0.000292063,0.424969982,0.403380512,0.516612813,0.48338718700000005,0.258619331,0.248350772,0.277969653,0.21506024399999998
59,59,691,20201119,2020,1,119,Alabama,Sumter County,,,,,,,,0,1.0,-1.0,7.7,142568,146,110,4998,4113,69,77,14,3,2,2,6889,5802,12691,1674,1531,3062,1526,1536,3707,1720,1987,2736,1211,1525,3186,1345,1841,0.011504216000000001,0.00866756,0.39382239399999996,0.324087936,0.005436924,0.006067291999999999,0.001103144,0.000236388,0.00015759200000000002,0.00015759200000000002,0.131904499,0.12063667199999999,0.542825624,0.457174376,0.241273343,0.29209676100000004,0.215585848,0.251044047
60,60,692,20201121,2020,1,121,Alabama,Talladega County,,,,,,,,0,1.0,-1.0,6.6,44818,271,254,13882,12326,756,1127,141,185,12,10,41248,38580,79828,26241,25105,18805,9395,9410,19865,9817,10048,21134,10232,10902,20024,9136,10888,0.0033947990000000004,0.003181841,0.173898883,0.154406975,0.009470361,0.014117853,0.001766298,0.002317483,0.000150323,0.000125269,0.328719246,0.314488651,0.516710928,0.48328907200000004,0.23556897300000001,0.248847522,0.2647442,0.250839305
61,61,693,20201123,2020,1,123,Alabama,Tallapoosa County,,,,,,,,0,1.0,-1.0,5.6,33115,139,112,5852,5142,450,502,83,90,10,14,20865,19632,40497,14518,14005,9200,4711,4489,8928,4365,4563,10435,5018,5417,11934,5538,6396,0.003432353,0.002765637,0.144504531,0.126972368,0.011111933999999999,0.01239598,0.002049535,0.002222387,0.000246932,0.000345705,0.358495691,0.34582808600000003,0.51522335,0.48477665,0.227177322,0.220460775,0.257673408,0.294688495
62,62,694,20201125,2020,1,125,Alabama,Tuscaloosa County,,,,,,,,0,1.0,-1.0,5.6,42119,1707,1687,36609,30394,3814,4301,343,356,71,67,108322,100589,208911,68238,66744,53972,27024,26948,68094,33532,34562,47157,22517,24640,39688,17516,22172,0.008170944,0.008075209,0.17523730199999998,0.145487791,0.018256578,0.020587714,0.001641847,0.001704075,0.000339858,0.000320711,0.326636702,0.31948533100000004,0.518507881,0.481492119,0.258349249,0.325947413,0.225727702,0.189975636
63,63,695,20201127,2020,1,127,Alabama,Walker County,,,,,,,,0,1.0,-1.0,7.4,107061,203,183,2093,1839,757,877,162,193,26,43,32671,31040,63711,29698,28252,15441,7912,7529,14764,7379,7385,16745,8272,8473,16761,7477,9284,0.003186263,0.002872345,0.03285147,0.028864717,0.011881778999999999,0.013765284,0.0025427320000000002,0.003029304,0.00040809300000000005,0.000674923,0.46613614600000003,0.443439908,0.5127999870000001,0.487200013,0.242360032,0.231733923,0.262827455,0.263078589
64,64,696,20201129,2020,1,129,Alabama,Washington County,,,,,,,,0,1.0,-1.0,8.6,1754910,30,118,1972,1878,119,140,702,585,8,10,8323,8055,16378,5479,5359,3993,2063,1930,3710,1884,1826,4369,2127,2242,4306,1981,2325,0.001831725,0.007204787,0.120405422,0.114666015,0.0072658440000000005,0.008548051999999999,0.042862375999999994,0.035718647,0.00048846,0.000610575,0.334534131,0.327207229,0.508181707,0.49181829299999996,0.243802662,0.226523385,0.266760288,0.262913665
65,65,697,20201131,2020,1,131,Alabama,Wilcox County,,,,,,,,0,1.0,-1.0,14.4,80634,11,14,4041,3534,66,84,14,10,0,2,5571,5056,10627,1466,1449,2824,1415,1409,2440,1200,1240,2528,1146,1382,2835,1295,1540,0.001035099,0.001317399,0.38025783399999996,0.332549167,0.006210596,0.007904394,0.001317399,0.000940999,0.0,0.0001882,0.137950503,0.136350805,0.524230733,0.47576926700000005,0.265738214,0.22960383899999998,0.237884633,0.266773313
66,66,698,20201133,2020,1,133,Alabama,Winston County,,,,,,,,0,1.0,-1.0,7.1,67786,55,32,97,110,354,402,94,112,16,32,12005,11655,23660,11560,11197,5325,2731,2594,5038,2487,2551,6498,3311,3187,6799,3126,3673,0.0023245979999999998,0.0013524939999999999,0.004099746,0.004649197,0.014961961000000001,0.016990702,0.00397295,0.0047337279999999995,0.0006762469999999999,0.0013524939999999999,0.488588335,0.473245985,0.50739645,0.49260355,0.225063398,0.212933221,0.274640744,0.287362637
67,67,699,20202013,2020,2,13,Alaska,Aleutians East Borough,,,,,,,,0,1.0,-1.0,2.7,0,507,1017,35,371,142,375,330,362,18,24,1141,2374,3515,201,522,326,181,145,1149,871,278,1512,1018,494,528,304,224,0.144238976,0.28933143699999997,0.009957325999999999,0.105547653,0.040398292999999995,0.106685633,0.09388335699999999,0.102987198,0.00512091,0.006827881,0.057183499000000006,0.148506401,0.324608819,0.675391181,0.09274537699999999,0.32688478,0.430156472,0.15021337099999998
68,68,700,20202016,2020,2,16,Alaska,Aleutians West Census Area,,,,,,,,0,1.0,-1.0,3.3,0,979,1380,44,357,204,587,301,373,26,109,1973,3750,5723,520,1390,740,375,365,1962,1333,629,2212,1531,681,809,511,298,0.17106412699999998,0.241132273,0.007688275,0.062379870999999996,0.03564564,0.102568583,0.052594793,0.065175607,0.004543072,0.019045955,0.09086143599999999,0.242879609,0.34474925700000003,0.655250743,0.12930281300000002,0.342827189,0.386510571,0.14135942699999998
69,69,701,20202020,2020,2,20,Alaska,Anchorage Municipality,,,,,,,,0,1.0,-1.0,5.5,58819,15842,13576,8201,9598,13221,13886,13586,12279,4009,3818,143154,148384,291538,89307,97009,78030,40215,37815,93707,49255,44452,70722,35481,35241,49079,23433,25646,0.0543394,0.046566828,0.028130124,0.032921952000000004,0.045349148,0.047630155,0.046601129000000005,0.042118009000000005,0.013751208999999999,0.013096063,0.30633056399999997,0.33274907600000003,0.491030329,0.508969671,0.2676495,0.321422936,0.24258244199999998,0.16834512100000001
70,70,702,20202050,2020,2,50,Alaska,Bethel Census Area,,,,,,,,0,1.0,-1.0,11.4,42365,80,94,82,85,203,239,7473,7790,26,17,8840,9376,18216,875,1001,7134,3652,3482,5177,2630,2547,3682,1979,1703,2223,1115,1108,0.004391744,0.005160299,0.004501537,0.004666227,0.011144049,0.013120333999999999,0.410243742,0.427646025,0.0014273170000000002,0.000933245,0.048034695,0.054951691,0.485287659,0.514712341,0.391633729,0.284200703,0.202129996,0.12203557300000001
71,71,703,20202060,2020,2,60,Alaska,Bristol Bay Borough,,,,,,,,0,1.0,-1.0,6.2,46569,8,4,1,8,29,37,142,144,3,0,409,468,877,177,221,187,96,91,242,127,115,254,139,115,194,106,88,0.009122007,0.004561003,0.0011402510000000001,0.009122007,0.033067275,0.042189282,0.161915621,0.164196123,0.003420753,0.0,0.20182440100000001,0.251995439,0.4663626,0.5336373999999999,0.21322691,0.275940707,0.289623717,0.22120866600000003
72,72,704,20202068,2020,2,68,Alaska,Denali Borough,,,,,,,,0,1.0,-1.0,6.0,40964,64,46,14,30,29,37,41,68,1,0,913,1146,2059,756,951,409,231,178,578,318,260,686,358,328,386,239,147,0.03108305,0.022340942000000003,0.0067994169999999994,0.01457018,0.014084507,0.017969888,0.019912579,0.033025741000000004,0.00048567300000000005,0.0,0.367168528,0.46187469600000003,0.443419136,0.556580864,0.198640117,0.280718796,0.333171442,0.187469645
73,73,705,20202070,2020,2,70,Alaska,Dillingham Census Area,,,,,,,,0,1.0,-1.0,7.2,39870,24,21,15,22,106,82,1818,1799,2,10,2482,2518,5000,379,447,1722,831,891,1426,728,698,1090,556,534,762,403,359,0.0048,0.0042,0.003,0.0044,0.0212,0.0164,0.3636,0.3598,0.0004,0.002,0.0758,0.0894,0.4964,0.5036,0.3444,0.2852,0.218,0.1524
74,74,706,20202090,2020,2,90,Alaska,Fairbanks North Star Borough,,,,,,,,0,1.0,-1.0,6.7,116712,1880,1575,2314,3096,3790,4491,3945,3885,262,278,45661,53310,98971,33879,41055,26466,13752,12714,35931,20848,15083,21098,10827,10271,15476,7883,7593,0.018995463,0.015913753,0.023380586000000002,0.031281891,0.038294046,0.045376929,0.039860161,0.039253922999999996,0.00264724,0.002808904,0.342312395,0.41481848200000004,0.461357367,0.5386426329999999,0.267411666,0.36304574100000003,0.21317355600000001,0.156369037
75,75,707,20202100,2020,2,100,Alaska,Haines Borough,,,,,,,,0,1.0,-1.0,7.6,64187,19,7,5,11,40,40,134,125,0,0,1252,1222,2474,984,987,470,227,243,503,248,255,700,352,348,801,395,406,0.007679871,0.002829426,0.0020210189999999998,0.004446241,0.016168149,0.016168149,0.054163298,0.050525465,0.0,0.0,0.397736459,0.39894907,0.506063056,0.493936944,0.189975748,0.20331447,0.282942603,0.32376717899999996
76,76,708,20202105,2020,2,105,Alaska,Hoonah-Angoon Census Area,,,,,,,,0,1.0,-1.0,6.0,0,11,21,7,34,80,57,364,447,0,1,1017,1134,2151,516,532,431,206,225,418,223,195,628,334,294,674,371,303,0.005113901,0.009762901,0.0032543,0.015806602,0.037192004,0.026499303,0.169223617,0.20781032100000002,0.0,0.0004649,0.239888424,0.247326825,0.47280334700000004,0.527196653,0.20037192,0.194328219,0.291957229,0.31334263100000004
77,77,709,20202110,2020,2,110,Alaska,Juneau City and Borough,,,,,,,,0,1.0,-1.0,4.6,52480,1258,999,184,282,1025,1157,1930,1879,170,247,15800,16313,32113,10706,11365,7588,3883,3705,9227,4713,4514,8775,4507,4268,6523,3210,3313,0.039174166,0.031108897000000003,0.005729766999999999,0.00878149,0.031918537999999996,0.036029023,0.060100271,0.058512129,0.005293806,0.007691589,0.333385233,0.35390651799999995,0.492012581,0.507987419,0.236290599,0.28732911899999997,0.273253822,0.20312646
78,78,710,20202122,2020,2,122,Alaska,Kenai Peninsula Borough,,,,,,,,0,1.0,-1.0,6.6,37656,636,406,205,279,1219,1272,2211,2448,83,103,28045,30488,58533,23248,25495,14447,7458,6989,14216,7549,6667,14906,7777,7129,14964,7704,7260,0.010865666000000001,0.006936258000000001,0.003502298,0.004766542,0.020825859,0.021731331,0.037773564,0.041822562,0.0014180039999999998,0.001759691,0.39717766,0.43556626200000004,0.47913143,0.52086857,0.246818034,0.242871543,0.254659765,0.255650659
79,79,711,20202130,2020,2,130,Alaska,Ketchikan Gateway Borough,,,,,,,,0,1.0,-1.0,8.2,39044,652,519,62,85,354,450,1001,950,24,25,6816,7102,13918,4445,4868,3404,1721,1683,3715,1955,1760,3600,1830,1770,3199,1596,1603,0.046845810999999994,0.03728984,0.004454663,0.006107199000000001,0.025434689,0.032332232,0.071921253,0.06825693299999999,0.001724386,0.001796235,0.319370599,0.349762897,0.489725535,0.510274465,0.24457537,0.266920535,0.258657853,0.229846242
80,80,712,20202150,2020,2,150,Alaska,Kodiak Island Borough,,,,,,,,0,1.0,-1.0,4.9,44683,1468,1500,60,117,515,664,845,865,51,77,6249,7096,13345,3344,4023,3743,1966,1777,4064,2215,1849,3271,1776,1495,2267,1139,1128,0.110003747,0.112401649,0.004496066,0.008767329,0.038591232999999996,0.049756463,0.063319595,0.064818284,0.0038216559999999997,0.005769951,0.25058074199999997,0.301461221,0.46826526799999996,0.531734732,0.28047958,0.304533533,0.245110528,0.169876358
81,81,713,20202158,2020,2,158,Alaska,Kusilvak Census Area,,,,,,,,0,1.0,-1.0,5.5,40740,16,25,8,64,82,132,3663,3995,1,0,3929,4374,8303,155,164,3658,1926,1732,2379,1293,1086,1464,766,698,802,389,413,0.001927014,0.00301096,0.000963507,0.007708057,0.009875948,0.015897868,0.441165844,0.48115139100000004,0.00012043799999999999,0.0,0.018667951000000002,0.019751897,0.473202457,0.5267975429999999,0.44056365200000003,0.286522944,0.17632181100000002,0.096591593
82,82,714,20202164,2020,2,164,Alaska,Lake and Peninsula Borough,,,,,,,,0,1.0,-1.0,10.0,89848,33,17,7,9,22,34,486,490,2,3,774,813,1587,163,214,489,234,255,433,226,207,412,220,192,253,133,120,0.020793951,0.010712035,0.004410838,0.005671078,0.013862633999999999,0.021424071,0.306238185,0.30875866399999996,0.001260239,0.0018903589999999999,0.102709515,0.134845621,0.487712665,0.512287335,0.308128544,0.27284184,0.25960932600000003,0.15942029
83,83,715,20202170,2020,2,170,Alaska,Matanuska-Susitna Borough,,,,,,,,0,1.0,-1.0,4.9,38447,1171,713,589,785,2733,2713,3555,3830,198,228,51743,55867,107610,42552,46496,31345,16277,15068,29332,15398,13934,27287,14225,13062,19646,9967,9679,0.010881888000000001,0.006625778000000001,0.005473469,0.007294861,0.025397267999999997,0.025211412000000002,0.033035963,0.035591488,0.001839978,0.002118762,0.395427934,0.43207880299999996,0.48083821200000004,0.519161788,0.291283338,0.272576898,0.253573088,0.182566676
84,84,716,20202180,2020,2,180,Alaska,Nome Census Area,,,,,,,,0,1.0,-1.0,18.8,0,65,87,37,46,127,124,3643,3911,8,8,4741,5267,10008,685,882,3760,1933,1827,2908,1539,1369,2092,1109,983,1248,686,562,0.006494804,0.008693046,0.003697042,0.004596323,0.012689848,0.012390088,0.364008793,0.39078737,0.0007993610000000001,0.0007993610000000001,0.068445244,0.088129496,0.47372102299999996,0.526278977,0.37569944,0.290567546,0.20903277399999998,0.12470024
85,85,717,20202185,2020,2,185,Alaska,North Slope Borough,,,,,,,,0,1.0,-1.0,3.4,0,250,349,48,107,148,276,2474,2736,75,99,3727,6145,9872,655,2574,2817,1447,1370,2891,1842,1049,2950,2112,838,1214,744,470,0.025324149,0.035352512,0.004862237,0.010838736000000002,0.014991896000000001,0.027957861,0.25060778,0.277147488,0.007597245,0.010028363,0.066349271,0.26073743899999996,0.377532415,0.622467585,0.285352512,0.29284846,0.298824959,0.122974068
86,86,718,20202188,2020,2,188,Alaska,Northwest Arctic Borough,,,,,,,,0,1.0,-1.0,6.1,41907,25,38,44,78,132,158,2890,3192,7,11,3530,4141,7671,357,564,2935,1533,1402,2242,1213,1029,1600,941,659,894,454,440,0.0032590279999999998,0.004953722,0.005735888000000001,0.010168166,0.017207665,0.020597054,0.37674358,0.41611263200000004,0.000912528,0.0014339720000000002,0.046538913,0.07352366099999999,0.460174684,0.539825316,0.382609829,0.292269587,0.20857776,0.116542824
87,87,719,20202195,2020,2,195,Alaska,Petersburg Borough,,,,,,,,0,1.0,-1.0,4.3,34581,58,47,14,60,76,118,159,195,4,22,1521,1700,3221,1162,1264,737,373,364,756,403,353,852,453,399,876,471,405,0.01800683,0.014591742,0.004346476,0.018627755,0.023595157000000002,0.036634586000000004,0.049363552000000005,0.060540205,0.00124185,0.006830177,0.36075752899999997,0.392424713,0.47221359799999996,0.527786402,0.228810928,0.23470971699999998,0.264514126,0.271965228
88,88,720,20202198,2020,2,198,Alaska,Prince of Wales-Hyder Census Area,,,,,,,,0,1.0,-1.0,2.9,506205,34,28,10,26,100,137,1294,1465,12,18,2905,3517,6422,1317,1701,1622,888,734,1450,759,691,1731,954,777,1619,916,703,0.0052943009999999995,0.004360012,0.001557147,0.004048583,0.015571473,0.021332918,0.20149486100000003,0.22812208,0.0018685770000000002,0.002802865,0.2050763,0.264870757,0.452351292,0.547648708,0.25256929300000003,0.225786359,0.269542199,0.252102149
89,89,721,20202220,2020,2,220,Alaska,Sitka City and Borough,,,,,,,,0,1.0,-1.0,3.7,293144,362,340,39,48,271,333,688,724,20,16,4247,4400,8647,2733,2880,2049,1061,988,2353,1202,1151,2247,1186,1061,1998,951,1047,0.04186423,0.039319995,0.004510235,0.005551058,0.031340348999999997,0.038510466,0.079565167,0.08372846099999999,0.002312941,0.001850353,0.316063375,0.33306349,0.49115300100000003,0.508846999,0.236960796,0.272117497,0.259858911,0.23106279600000001
90,90,722,20202230,2020,2,230,Alaska,Skagway Municipality,,,,,,,,0,1.0,-1.0,5.0,67954,16,13,4,4,29,34,30,29,2,2,551,597,1148,472,515,191,104,87,384,195,189,322,163,159,251,135,116,0.013937281999999999,0.011324042,0.003484321,0.003484321,0.025261323999999998,0.029616725,0.026132403999999998,0.025261323999999998,0.00174216,0.00174216,0.411149826,0.44860627200000003,0.47996515700000003,0.520034843,0.166376307,0.334494774,0.280487805,0.218641115
91,91,723,20202240,2020,2,240,Alaska,Southeast Fairbanks Census Area,,,,,,,,0,1.0,-1.0,4.6,0,88,75,57,81,217,224,387,482,17,15,3103,3815,6918,2393,2960,1878,958,920,1780,1011,769,1775,1028,747,1485,818,667,0.012720438999999998,0.010841284,0.008239376,0.011708586000000002,0.031367447,0.0323793,0.055941023,0.069673316,0.0024573579999999998,0.0021682570000000003,0.345909222,0.427869326,0.44854004,0.55145996,0.271465742,0.257299798,0.256577045,0.214657415
92,92,724,20202261,2020,2,261,Alaska,Valdez-Cordova Census Area,,,,,,,,0,1.0,-1.0,3.6,356472,234,203,44,53,255,231,638,665,26,26,4361,4803,9164,3117,3522,2341,1160,1181,2311,1233,1078,2481,1323,1158,2031,1087,944,0.025534701,0.022151899,0.004801397,0.005783501,0.027826277000000003,0.025207333,0.06962025299999999,0.072566565,0.0028371890000000004,0.0028371890000000004,0.340135312,0.38432998700000004,0.47588389299999995,0.524116107,0.25545613300000003,0.25218245300000003,0.270733304,0.22162811
93,93,725,20202275,2020,2,275,Alaska,Wrangell City and Borough,,,,,,,,0,1.0,-1.0,6.6,31224,41,42,5,7,38,37,198,216,1,1,1207,1296,2503,826,905,549,273,276,510,267,243,634,324,310,810,432,378,0.016380343999999998,0.016779864,0.0019976029999999997,0.002796644,0.015181782,0.014782261000000001,0.079105074,0.086296444,0.000399521,0.000399521,0.330003995,0.361566121,0.482221334,0.517778666,0.21933679600000003,0.203755493,0.253296045,0.323611666
94,94,726,20202282,2020,2,282,Alaska,Yakutat City and Borough,,,,,,,,0,1.0,-1.0,4.3,403764,21,20,1,11,13,15,117,122,7,1,269,335,604,85,132,117,54,63,147,82,65,176,104,72,164,95,69,0.034768212,0.033112583,0.001655629,0.018211921000000002,0.021523179,0.024834437,0.19370860899999998,0.201986755,0.011589404,0.001655629,0.140728477,0.21854304600000002,0.44536423799999997,0.554635762,0.19370860899999998,0.243377483,0.291390728,0.271523179
95,95,727,20202290,2020,2,290,Alaska,Yukon-Koyukuk Census Area,,,,,,,,0,1.0,-1.0,5.6,0,18,3,22,30,67,81,1775,1932,2,5,2505,2822,5327,549,682,1608,812,796,1346,724,622,1182,618,564,1191,668,523,0.0033790129999999997,0.000563169,0.004129904,0.005631688,0.012577436,0.015205557,0.333208185,0.36268068299999995,0.000375446,0.000938615,0.103059884,0.12802703199999999,0.470245917,0.5297540829999999,0.30185845699999997,0.252675052,0.22188849300000002,0.22357799899999997
