,Unnamed: 0,ID,YEAR_FIPS,YEAR,STATE_FIPS,COUNTY_FIPS,STATE,COUNTY,REP_CANDIDATE,DEM_CANDIDATE,REP_VOTES,DEM_VOTES,COUNTY_TOTALVOTES,WINNING_CANDIDATE,WINNING_PARTY,WINNING_PARTY_BINARY,HOUSE_WINNING_BINARY,SENATE_WINNING_BINARY,UNEMPLOYMENT_RATE,AVG_WAGE_SALARY,AA_FEMALE,AA_MALE,BA_FEMALE,BA_MALE,H_FEMALE,H_MALE,IA_FEMALE,IA_MALE,NA_FEMALE,NA_MALE,TOT_FEMALE,TOT_MALE,TOT_POP,WA_FEMALE,WA_MALE,TOT_POP_LESS19,TOT_MALE_LESS19,TOT_FEMALE_LESS19,TOT_POP_20to39,TOT_MALE_20to39,TOT_FEMALE_20to39,TOT_POP_40to59,TOT_MALE_40to59,TOT_FEMALE_40to59,TOT_POP_Above60,TOT_MALE_Above60,TOT_FEMALE_Above60,AA_FEMALE%,AA_MALE%,BA_FEMALE%,BA_MALE%,H_FEMALE%,H_MALE%,IA_FEMALE%,IA_MALE%,NA_FEMALE%,NA_MALE%,WA_FEMALE%,WA_MALE%,TOT_FEMALE%,TOT_MALE%,TOT_POP_LESS19%,TOT_POP_20to39%,TOT_POP_40to59%,TOT_POP_Above60%
1160,1160,7444,202022095,2020,22,95,Louisiana,St. John the Baptist Parish,,,,,,,,0,1.0,-1.0,5.0,33889,176,319,13062,11901,1319,1418,119,89,44,30,22118,21066,43184,8413,8441,11704,5944,5760,11247,5569,5678,11285,5288,5997,8948,4265,4683,0.004075584,0.007386995,0.30247313800000003,0.275588181,0.03054372,0.032836236,0.00275565,0.002060948,0.001018896,0.000694702,0.194817525,0.19546591300000002,0.512180437,0.48781956299999996,0.271026306,0.260443683,0.261323638,0.207206373
1161,1161,7445,202022097,2020,22,97,Louisiana,St. Landry Parish,,,,,,,,0,1.0,-1.0,3.0,49752,193,190,18084,16360,942,940,167,178,9,10,42814,39950,82764,23813,22681,24223,12487,11736,20242,9787,10455,19661,9338,10323,18638,8338,10300,0.002331932,0.002295684,0.218500797,0.197670485,0.01138176,0.011357595,0.002017786,0.002150694,0.000108743,0.000120825,0.287721715,0.27404427,0.517302209,0.482697791,0.292675559,0.24457493600000002,0.237554976,0.22519452899999998
1162,1162,7446,202022099,2020,22,99,Louisiana,St. Martin Parish,,,,,,,,0,1.0,-1.0,5.6,161360,263,241,8404,7729,749,853,178,199,8,7,27262,26359,53621,17983,17832,14145,7190,6955,14099,7095,7004,13755,6666,7089,11622,5408,6214,0.004904795,0.0044945079999999995,0.15672964,0.144141288,0.013968408,0.015907947,0.003319595,0.003711233,0.000149195,0.000130546,0.335372335,0.332556275,0.508420209,0.491579791,0.263795901,0.262938028,0.256522631,0.21674344
1163,1163,7447,202022101,2020,22,101,Louisiana,St. Mary Parish,,,,,,,,0,1.0,-1.0,4.2,38255,350,478,8247,7634,1552,2002,578,560,15,27,25229,24545,49774,15486,15275,12960,6627,6333,12203,6097,6106,12934,6370,6564,11677,5451,6226,0.007031784,0.009603407,0.165688914,0.153373247,0.031180938,0.040221803,0.011612488,0.011250854,0.000301362,0.000542452,0.311126291,0.30688713,0.506871057,0.493128943,0.26037690399999996,0.24516816,0.259854543,0.234600394
1164,1164,7448,202022103,2020,22,103,Louisiana,St. Tammany Parish,,,,,,,,0,1.0,-1.0,5.5,0,2136,1676,17029,15209,7142,7669,727,704,77,53,132831,125280,258111,110273,105223,67625,34451,33174,60513,29633,30880,68574,33084,35490,61399,28112,33287,0.008275509,0.00649333,0.065975491,0.058924261,0.027670266000000002,0.029712022999999997,0.002816618,0.0027275090000000004,0.000298321,0.000205338,0.42723092,0.40766569399999997,0.5146274279999999,0.485372572,0.261999682,0.234445645,0.265676395,0.237878277
1165,1165,7449,202022105,2020,22,105,Louisiana,Tangipahoa Parish,,,,,,,,0,1.0,-1.0,3.4,177184,563,452,21661,18902,2600,3255,282,275,44,41,68987,64790,133777,45409,44025,36775,18503,18272,37902,18636,19266,31580,15198,16382,27520,12453,15067,0.004208496,0.003378757,0.161918715,0.141294841,0.019435328999999998,0.024331537,0.002107986,0.00205566,0.000328906,0.00030648,0.33943802,0.329092445,0.515686553,0.484313447,0.274897778,0.283322245,0.236064495,0.205715482
1166,1166,7450,202022107,2020,22,107,Louisiana,Tensas Parish,,,,,,,,0,1.0,-1.0,6.3,80562,5,4,1270,1154,41,57,3,6,0,0,2304,2158,4462,993,968,1115,582,533,848,412,436,1059,507,552,1440,657,783,0.001120574,0.000896459,0.284625728,0.258628418,0.009188705,0.012774541,0.000672344,0.001344688,0.0,0.0,0.222545944,0.216943075,0.516360377,0.48363962299999996,0.249887943,0.190049305,0.237337517,0.322725235
1167,1167,7451,202022109,2020,22,109,Louisiana,Terrebonne Parish,,,,,,,,0,1.0,-1.0,3.8,63207,593,665,11203,10150,2408,3218,3396,3334,67,56,56372,54649,111021,39643,39006,30542,15623,14919,29789,14808,14981,27974,13762,14212,22716,10456,12260,0.005341332,0.005989858000000001,0.10090883699999999,0.091424145,0.02168959,0.028985507,0.030588808,0.030030355,0.000603489,0.000504409,0.357076589,0.351338936,0.507759793,0.49224020700000004,0.275101107,0.268318606,0.251970348,0.204609939
1168,1168,7452,202022111,2020,22,111,Louisiana,Union Parish,,,,,,,,0,1.0,-1.0,4.7,55164,31,28,2963,2665,488,537,55,67,10,5,11274,11056,22330,8117,8177,5359,2757,2602,5080,2523,2557,5560,2766,2794,6331,3010,3321,0.001388267,0.0012539180000000001,0.132691446,0.119346171,0.021854007999999998,0.024048365,0.002463054,0.0030004479999999997,0.00044782800000000005,0.00022391400000000002,0.363502015,0.36618898299999997,0.504881326,0.495118674,0.23999104300000001,0.22749664100000003,0.24899238699999998,0.28351992800000003
1169,1169,7453,202022113,2020,22,113,Louisiana,Vermilion Parish,,,,,,,,0,1.0,-1.0,3.9,53637,616,646,4587,4032,1101,1095,120,138,4,9,30856,28974,59830,25029,23681,16650,8477,8173,14943,7206,7737,15206,7361,7845,13031,5930,7101,0.010295838,0.010797258999999998,0.076667224,0.067390941,0.018402138999999998,0.018301855,0.002005683,0.002306535,6.69e-05,0.000150426,0.41833528299999995,0.39580478,0.515727896,0.484272104,0.278288484,0.249757647,0.254153435,0.217800435
1170,1170,7454,202022115,2020,22,115,Louisiana,Vernon Parish,,,,,,,,0,1.0,-1.0,4.8,82030,560,443,3292,3834,2008,2576,385,405,104,140,22815,26045,48860,17660,20284,13515,7035,6480,17480,10253,7227,9775,5017,4758,8090,3740,4350,0.011461318,0.009066721,0.067376177,0.078469095,0.041097012,0.052722063,0.007879656,0.008288989,0.00212853,0.00286533,0.361440851,0.41514531299999996,0.466946377,0.5330536229999999,0.276606631,0.357756856,0.2000614,0.165575113
1171,1171,7455,202022117,2020,22,117,Louisiana,Washington Parish,,,,,,,,0,1.0,-1.0,3.6,0,61,71,7178,6996,535,606,116,97,3,7,23555,23027,46582,15867,15492,12299,6343,5956,11300,5745,5555,11400,5674,5726,11583,5265,6318,0.0013095189999999999,0.001524194,0.154093856,0.150186767,0.011485123,0.013009317,0.002490232,0.002082349,6.440000000000001e-05,0.000150273,0.340625134,0.332574814,0.505667425,0.494332575,0.264029024,0.24258297199999998,0.24472972399999998,0.24865828
1172,1172,7456,202022119,2020,22,119,Louisiana,Webster Parish,,,,,,,,0,1.0,-1.0,5.2,47256,96,73,6977,6336,382,391,109,107,5,5,19937,18861,38798,12445,12069,9605,4967,4638,9299,4688,4611,9624,4669,4955,10270,4537,5733,0.002474354,0.00188154,0.17982885699999998,0.163307387,0.009845868,0.010077839,0.0028094229999999997,0.0027578740000000004,0.000128873,0.000128873,0.320763957,0.311072736,0.513866694,0.486133306,0.24756430699999998,0.239677303,0.248054023,0.264704366
1173,1173,7457,202022121,2020,22,121,Louisiana,West Baton Rouge Parish,,,,,,,,0,1.0,-1.0,4.3,46944,87,102,5459,5020,365,485,33,30,5,10,13380,13047,26427,7601,7712,6992,3561,3431,7640,3913,3727,6503,3149,3354,5292,2424,2868,0.003292088,0.0038596890000000003,0.20656903899999998,0.18995724100000003,0.013811631999999999,0.018352443,0.001248723,0.001135203,0.0001892,0.000378401,0.28762250699999997,0.291822757,0.506300375,0.493699625,0.264577894,0.289098271,0.24607409100000002,0.200249745
1174,1174,7458,202022123,2020,22,123,Louisiana,West Carroll Parish,,,,,,,,0,1.0,-1.0,6.2,80830,18,17,790,954,191,244,43,51,0,3,5394,5588,10982,4474,4487,2795,1512,1283,2640,1420,1220,2752,1380,1372,2795,1276,1519,0.0016390460000000001,0.001547988,0.071935895,0.086869423,0.017392096,0.022218175,0.003915498,0.004643963,0.0,0.000273174,0.40739391700000005,0.408577673,0.491167365,0.508832635,0.254507376,0.24039337100000002,0.250591878,0.254507376
1175,1175,7459,202022125,2020,22,125,Louisiana,West Feliciana Parish,,,,,,,,0,1.0,-1.0,3.9,51612,30,11,1585,5303,104,137,13,14,5,1,5354,10106,15460,3663,4692,2762,1390,1372,4200,3076,1124,5220,3877,1343,3278,1763,1515,0.001940492,0.0007115139999999999,0.102522639,0.34301423,0.006727038,0.008861578,0.00084088,0.0009055630000000001,0.000323415,6.47e-05,0.236934023,0.303492885,0.346313066,0.653686934,0.178654592,0.271668823,0.33764553700000005,0.212031048
1176,1176,7460,202022127,2020,22,127,Louisiana,Winn Parish,,,,,,,,0,1.0,-1.0,5.7,34955,21,13,1828,2545,119,190,57,66,1,2,6559,7575,14134,4550,4824,3250,1652,1598,3638,2193,1445,3710,2112,1598,3536,1618,1918,0.001485779,0.0009197680000000001,0.129333522,0.180062261,0.008419414,0.013442761999999999,0.004032829,0.004669591,7.08e-05,0.000141503,0.321918777,0.341304655,0.464058299,0.535941701,0.229941984,0.25739351899999996,0.262487619,0.250176878
1177,1177,7461,202023001,2020,23,1,Maine,Androscoggin County,,,,,,,,0,0.0,-1.0,4.2,52801,492,452,2341,2399,1063,1071,225,239,19,23,54973,52706,107679,50614,48329,26054,13251,12803,26371,12994,13377,28609,14186,14423,26645,12275,14370,0.004569136,0.0041976620000000004,0.021740544,0.022279182,0.009871934,0.009946229000000001,0.002089544,0.00221956,0.00017645,0.00021359799999999998,0.470045227,0.448824748,0.510526658,0.48947334200000003,0.24195989899999998,0.244903835,0.26568783100000004,0.247448435
1178,1178,7462,202023003,2020,23,3,Maine,Aroostook County,,,,,,,,0,0.0,-1.0,3.3,0,192,122,308,437,411,476,676,621,14,12,33925,33186,67111,32206,31534,13740,7134,6606,13473,6843,6630,17968,8961,9007,21930,10248,11682,0.002860932,0.0018178839999999999,0.004589412,0.0065116,0.006124182,0.007092726999999999,0.010072864,0.009253326999999999,0.00020861,0.000178808,0.479891523,0.469878261,0.505505804,0.494494196,0.20473543800000002,0.200756955,0.267735543,0.326772064
1179,1179,7463,202023005,2020,23,5,Maine,Cumberland County,,,,,,,,0,0.0,-1.0,4.9,0,3783,2900,4387,4774,3092,3192,574,477,45,54,151093,142464,293557,139320,131321,62193,31832,30361,76831,38489,38342,79359,38427,40932,75174,33716,41458,0.012886765,0.009878831,0.014944286999999999,0.016262600000000002,0.010532878,0.010873527,0.001955327,0.0016248970000000001,0.000153292,0.000183951,0.47459266899999997,0.44734412700000004,0.514697316,0.485302684,0.211860048,0.261724299,0.270335914,0.256079739
1180,1180,7464,202023007,2020,23,7,Maine,Franklin County,,,,,,,,0,0.0,-1.0,3.5,0,93,51,58,117,199,197,74,68,9,5,15221,14676,29897,14744,14205,6232,3134,3098,6569,3224,3345,7878,3867,4011,9218,4451,4767,0.00311068,0.001705857,0.001939994,0.003913436,0.006656186,0.00658929,0.002475165,0.002274476,0.000301034,0.000167241,0.493159849,0.475131284,0.509114627,0.49088537299999996,0.20844900800000002,0.219721042,0.263504699,0.30832525
1181,1181,7465,202023009,2020,23,9,Maine,Hancock County,,,,,,,,0,0.0,-1.0,4.5,57145,420,265,282,245,411,426,125,135,3,9,28262,26549,54811,27055,25513,10420,5339,5081,11470,5712,5758,14542,6992,7550,18379,8506,9873,0.007662695,0.004834796,0.005144953,0.004469906,0.007498495,0.007772163,0.002280564,0.002463009,5.47e-05,0.000164201,0.49360529799999997,0.465472259,0.515626425,0.484373575,0.190107825,0.209264564,0.26531170800000003,0.335315904
1182,1182,7466,202023011,2020,23,11,Maine,Kennebec County,,,,,,,,0,0.0,-1.0,3.9,39959,664,473,365,570,979,959,317,343,20,26,62564,59519,122083,60097,56991,26504,13443,13061,28456,14213,14243,33297,16158,17139,33826,15705,18121,0.005438923000000001,0.0038744129999999997,0.002989769,0.004668955,0.008019135,0.007855312,0.002596594,0.002809564,0.00016382299999999998,0.00021297,0.49226346,0.46682175200000003,0.512471024,0.487528976,0.217098204,0.233087326,0.272740676,0.277073794
1183,1183,7467,202023013,2020,23,13,Maine,Knox County,,,,,,,,0,0.0,-1.0,4.3,66164,145,110,76,227,338,256,97,88,6,6,20154,19617,39771,19516,18862,7720,4026,3694,8236,4331,3905,10333,5128,5205,13482,6132,7350,0.003645873,0.0027658340000000004,0.00191094,0.005707676,0.008498655,0.0064368509999999995,0.0024389629999999997,0.002212668,0.00015086399999999998,0.00015086399999999998,0.49070931100000004,0.47426516799999996,0.50675115,0.49324885,0.194111287,0.207085565,0.25981242600000004,0.338990722
1184,1184,7468,202023015,2020,23,15,Maine,Lincoln County,,,,,,,,0,0.0,-1.0,7.3,0,158,132,78,141,212,215,62,67,1,5,17490,16852,34342,16947,16292,6321,3343,2978,6627,3347,3280,8897,4364,4533,12497,5798,6699,0.00460078,0.00384369,0.002271271,0.00410576,0.006173199,0.006260556,0.00180537,0.001950964,2.9100000000000003e-05,0.000145594,0.493477375,0.47440451899999997,0.509288917,0.490711083,0.184060334,0.19297070600000002,0.259070526,0.36389843299999997
1185,1185,7469,202023017,2020,23,17,Maine,Oxford County,,,,,,,,0,0.0,-1.0,4.2,0,204,241,148,210,402,427,146,141,6,13,29113,28505,57618,28135,27408,11782,6094,5688,11980,5983,5997,16338,8054,8284,17518,8374,9144,0.00354056,0.0041827209999999995,0.0025686420000000003,0.0036446940000000004,0.006976986,0.007410879,0.00253393,0.002447152,0.000104134,0.000225624,0.488302267,0.475684682,0.505276129,0.49472387100000004,0.20448471,0.207921136,0.283557222,0.304036933
1186,1186,7470,202023019,2020,23,19,Maine,Penobscot County,,,,,,,,0,0.0,-1.0,5.1,0,866,836,606,859,1045,1070,956,971,24,25,76342,74754,151096,72536,70759,32475,16830,15645,39194,20109,19085,40106,19640,20466,39321,18175,21146,0.005731455,0.005532906,0.004010695,0.005685127,0.0069161330000000005,0.007081591,0.006327103000000001,0.006426378000000001,0.000158839,0.000165458,0.480065654,0.468304919,0.505254937,0.494745063,0.214929581,0.259397999,0.265433896,0.26023852399999997
1187,1187,7471,202023021,2020,23,21,Maine,Piscataquis County,,,,,,,,0,0.0,-1.0,6.2,43834,78,63,44,54,125,124,66,63,5,3,8422,8378,16800,8104,8064,3135,1587,1548,2961,1471,1490,4590,2257,2333,6114,3063,3051,0.004642857,0.00375,0.0026190479999999997,0.003214286,0.007440476,0.007380952,0.003928571,0.00375,0.000297619,0.00017857099999999998,0.48238095200000003,0.48,0.501309524,0.498690476,0.186607143,0.17625,0.27321428600000003,0.36392857100000003
1188,1188,7472,202023023,2020,23,23,Maine,Sagadahoc County,,,,,,,,0,0.0,-1.0,9.3,70256,166,151,138,200,312,341,84,83,6,4,18320,17314,35634,17610,16584,7440,3813,3627,7763,3838,3925,9712,4697,5015,10719,4966,5753,0.004658472,0.004237526,0.0038727059999999996,0.005612616999999999,0.008755683,0.009569511999999999,0.0023572989999999998,0.002329236,0.00016837900000000002,0.00011225200000000001,0.494190941,0.465398215,0.514115732,0.48588426799999995,0.208789358,0.217853735,0.272548689,0.300808217
1189,1189,7473,202023025,2020,23,25,Maine,Somerset County,,,,,,,,0,0.0,-1.0,6.6,64447,190,178,112,199,259,306,144,145,8,10,25429,25163,50592,24560,24240,10625,5443,5182,10781,5449,5332,14488,7172,7316,14698,7099,7599,0.003755534,0.0035183429999999997,0.002213789,0.003933428,0.005119386,0.006048387,0.0028463,0.0028660659999999996,0.000158128,0.00019766,0.485452245,0.479127135,0.502628874,0.497371126,0.21001344100000002,0.213096932,0.286369386,0.29052024
1190,1190,7474,202023027,2020,23,27,Maine,Waldo County,,,,,,,,0,0.0,-1.0,4.9,45628,179,102,90,159,281,314,90,107,9,7,20177,19517,39694,19515,18808,8192,4236,3956,8569,4270,4299,10576,5170,5406,12357,5841,6516,0.004509498,0.002569658,0.002267345,0.004005643,0.007079156,0.007910515,0.002267345,0.002695622,0.000226735,0.00017634900000000002,0.491636016,0.473824759,0.508313599,0.491686401,0.206378798,0.215876455,0.266438253,0.311306495
1191,1191,7475,202023029,2020,23,29,Maine,Washington County,,,,,,,,0,0.0,-1.0,4.5,44256,81,77,85,133,361,401,855,847,8,3,15923,15567,31490,14580,14183,6635,3418,3217,6256,3174,3082,8153,4010,4143,10446,4965,5481,0.002572245,0.002445221,0.00269927,0.004223563,0.011463957,0.012734201,0.027151477,0.026897427999999998,0.000254049,9.53e-05,0.46300412799999996,0.450396951,0.505652588,0.49434741200000004,0.21070181,0.19866624300000002,0.25890759,0.33172435699999997
1192,1192,7476,202023031,2020,23,31,Maine,York County,,,,,,,,0,0.0,-1.0,4.9,95184,1561,1249,862,1173,1748,1837,373,398,35,32,105623,100606,206229,101026,95990,43036,22160,20876,47990,24123,23867,56699,27698,29001,58504,26625,31879,0.007569256,0.006056374000000001,0.00417982,0.005687851999999999,0.008476015,0.008907574,0.001808669,0.0019298929999999998,0.000169714,0.000155167,0.489872908,0.46545345200000005,0.5121636629999999,0.487836337,0.20868064100000003,0.23270248100000002,0.274932236,0.283684642
1193,1193,7477,202024001,2020,24,1,Maryland,Allegany County,,,,,,,,0,0.0,0.0,5.2,49308,439,378,1271,4544,469,852,71,76,25,21,33977,36998,70975,31437,31245,14952,7718,7234,19415,11233,8182,17582,9342,8240,19026,8705,10321,0.0061852769999999994,0.005325819,0.017907713999999998,0.064022543,0.006607961,0.012004227,0.001000352,0.0010708,0.000352237,0.00029587900000000003,0.442930609,0.440225431,0.478717858,0.521282142,0.210665727,0.27354702399999997,0.24772102899999998,0.268066221
1194,1194,7478,202024003,2020,24,3,Maryland,Anne Arundel County,,,,,,,,0,0.0,0.0,4.0,278630,13098,11129,52653,50217,22319,24243,1220,1323,337,368,290698,285333,576031,214071,213117,141413,72695,68718,159518,82385,77133,155230,75696,79534,119870,54557,65313,0.02273836,0.019320141000000002,0.09140653900000001,0.08717760000000001,0.038746179,0.042086277000000005,0.0021179420000000003,0.002296751,0.0005850380000000001,0.000638855,0.371631041,0.36997488,0.504656867,0.495343133,0.245495468,0.276926068,0.269482024,0.208096439
1195,1195,7479,202024005,2020,24,5,Maryland,Baltimore County,,,,,,,,0,0.0,0.0,3.5,0,26757,25705,134899,111457,22460,24370,1834,1803,327,301,435721,392710,828431,260578,243210,201367,102133,99234,217693,105469,112224,211705,99769,111936,197666,85339,112327,0.032298405,0.031028535,0.162836736,0.134539871,0.027111491,0.029417055,0.0022138229999999997,0.002176403,0.00039472199999999997,0.000363337,0.31454399899999996,0.29357906699999997,0.525959313,0.474040687,0.24307033399999997,0.262777467,0.255549346,0.238602853
1196,1196,7480,202024009,2020,24,9,Maryland,Calvert County,,,,,,,,0,0.0,0.0,5.2,47584,979,759,6183,5878,1891,1927,198,221,53,49,46390,45613,92003,37561,37270,23482,12040,11442,21982,11222,10760,26676,13028,13648,19863,9323,10540,0.010640957,0.008249731,0.06720433,0.063889221,0.020553678,0.020944969,0.0021521039999999997,0.0024020960000000003,0.000576068,0.000532591,0.408258426,0.405095486,0.5042226879999999,0.495777312,0.25523080800000003,0.238926992,0.289947067,0.215895134
1197,1197,7481,202024011,2020,24,11,Maryland,Caroline County,,,,,,,,0,0.0,0.0,3.6,84782,209,195,2498,2237,1132,1329,111,173,35,72,16978,16326,33304,13731,13226,8608,4348,4260,8039,4026,4013,8948,4386,4562,7709,3566,4143,0.0062755219999999995,0.005855153,0.075006005,0.067169109,0.033989911,0.039905117000000004,0.0033329329999999997,0.005194570999999999,0.001050925,0.0021619020000000003,0.41229281799999995,0.397129474,0.509788614,0.490211386,0.258467451,0.241382417,0.268676435,0.231473697
1198,1198,7482,202024013,2020,24,13,Maryland,Carroll County,,,,,,,,0,0.0,0.0,3.2,0,1850,1525,2856,3561,2991,3257,221,237,83,45,85134,83295,168429,78475,76335,40739,20962,19777,39457,20160,19297,48538,23934,24604,39695,18239,21456,0.010983857,0.00905426,0.0169567,0.02114244,0.017758225,0.019337525,0.001312126,0.0014071210000000001,0.000492789,0.000267175,0.46592332700000005,0.453217676,0.505459274,0.49454072600000004,0.241876399,0.234264883,0.288180776,0.235677941
1199,1199,7483,202024015,2020,24,15,Maryland,Cecil County,,,,,,,,0,0.0,0.0,4.4,55861,807,688,3636,3741,2184,2514,200,222,29,39,51787,51039,102826,45909,45069,25596,13205,12391,25060,12552,12508,28841,14225,14616,23329,11057,12272,0.00784821,0.006690915,0.035360706,0.036381849,0.021239763999999998,0.024449069,0.0019450329999999999,0.0021589870000000002,0.00028203,0.000379282,0.446472682,0.43830354200000005,0.503637212,0.49636278799999994,0.24892536899999998,0.24371268,0.280483535,0.22687841600000003
1200,1200,7484,202024017,2020,24,17,Maryland,Charles County,,,,,,,,0,0.0,0.0,3.4,62061,3043,2442,41868,37282,4905,4849,654,580,107,120,83727,77776,161503,34793,34263,42632,21774,20858,41526,20357,21169,47827,22445,25382,29518,13200,16318,0.018841755,0.015120462,0.25923976600000004,0.230844009,0.030370953,0.03002421,0.00404946,0.003591265,0.0006625260000000001,0.00074302,0.215432531,0.212150858,0.518423806,0.48157619399999996,0.263970329,0.25712215899999996,0.296136914,0.18277059899999998
1201,1201,7485,202024019,2020,24,19,Maryland,Dorchester County,,,,,,,,0,0.0,0.0,4.1,0,217,165,5012,4273,984,919,80,83,8,11,16787,15211,31998,11094,10304,7295,3789,3506,7132,3344,3788,8201,3831,4370,9370,4247,5123,0.0067816740000000006,0.005156572,0.15663479,0.13353959599999998,0.030751922,0.028720545,0.002500156,0.0025939120000000003,0.000250016,0.000343771,0.346709169,0.322020126,0.524626539,0.475373461,0.227982999,0.222888931,0.256297269,0.292830802
1202,1202,7486,202024021,2020,24,21,Maryland,Frederick County,,,,,,,,0,0.0,0.0,3.5,178614,6459,5825,13148,13378,12798,13189,616,635,112,124,129522,126126,255648,105291,102339,65695,33616,32079,65265,32986,32279,72112,35593,36519,52576,23931,28645,0.025265207999999997,0.022785236,0.051430091,0.05232976599999999,0.050061021,0.051590468,0.002409563,0.002483884,0.00043810199999999995,0.000485042,0.411859275,0.400312148,0.506641945,0.493358055,0.256974434,0.255292433,0.282075354,0.20565777899999999
1203,1203,7487,202024023,2020,24,23,Maryland,Garrett County,,,,,,,,0,0.0,0.0,4.1,0,82,31,100,202,180,176,37,28,0,1,14774,14389,29163,14437,13986,6008,3136,2872,6414,3238,3176,7878,3861,4017,8863,4154,4709,0.002811782,0.0010629910000000001,0.003429003,0.006926585,0.006172205,0.006035044,0.0012687310000000002,0.0009601210000000001,0.0,3.43e-05,0.495045091,0.47958029,0.50660083,0.49339917,0.20601447,0.21993622100000002,0.270136817,0.303912492
1204,1204,7488,202024025,2020,24,25,Maryland,Harford County,,,,,,,,0,0.0,0.0,7.7,33336,4166,3636,19127,17756,5743,6294,403,421,133,138,129568,124388,253956,102210,98949,62215,32212,30003,62995,31616,31379,70731,34319,36412,58015,26241,31774,0.016404417,0.014317441,0.075316197,0.069917624,0.022614153999999997,0.024783821,0.001586889,0.001657767,0.000523713,0.000543401,0.402471294,0.389630487,0.510198617,0.489801383,0.244983383,0.248054781,0.278516751,0.228445085
1205,1205,7489,202024027,2020,24,27,Maryland,Howard County,,,,,,,,0,0.0,0.0,8.2,38247,31561,30047,34674,30086,11391,11708,642,710,143,143,165059,158137,323196,91814,91116,86127,44194,41933,81301,40189,41112,92020,44407,47613,63748,29347,34401,0.09765281699999999,0.092968354,0.107284744,0.093089023,0.035244867,0.036225696,0.001986411,0.002196809,0.000442456,0.000442456,0.284081486,0.281921806,0.510708672,0.48929132799999997,0.266485353,0.251553237,0.28471887,0.19724254
1206,1206,7490,202024029,2020,24,29,Maryland,Kent County,,,,,,,,0,0.0,0.0,3.9,45248,140,127,1550,1350,364,476,27,36,5,6,10141,9242,19383,8228,7544,3897,1912,1985,4362,2171,2191,4432,2146,2286,6692,3013,3679,0.007222824,0.006552133000000001,0.07996698099999999,0.069648661,0.018779343,0.024557602,0.0013929729999999998,0.0018572979999999998,0.00025795799999999997,0.00030955,0.42449569200000004,0.38920703700000003,0.523190425,0.476809575,0.20105246899999998,0.225042563,0.228653975,0.34525099299999995
1207,1207,7491,202024031,2020,24,31,Maryland,Montgomery County,,,,,,,,0,0.0,0.0,6.0,37601,86992,77049,111687,97776,103307,105725,3682,4025,546,573,543648,508919,1052567,322165,311971,266992,136670,130322,268167,132791,135376,288598,137946,150652,228810,101512,127298,0.08264747,0.073201041,0.10610916,0.092892899,0.09814767099999999,0.100444912,0.003498115,0.003823985,0.0005187319999999999,0.0005443830000000001,0.306075528,0.296390634,0.5164972870000001,0.483502713,0.253657962,0.25477428,0.274184921,0.21738283600000002
1208,1208,7492,202024033,2020,24,33,Maryland,Prince George's County,,,,,,,,0,0.0,0.0,7.1,32521,21227,19775,314463,271334,80596,92698,5055,5715,846,911,471562,437746,909308,116993,128177,228912,116444,112468,258340,129542,128798,247359,117251,130108,174697,74509,100188,0.023344125,0.021747307,0.345826717,0.298396143,0.088634434,0.101943456,0.005559171999999999,0.006284999,0.000930378,0.0010018610000000002,0.128661576,0.140961039,0.51859436,0.48140564,0.251743084,0.284106155,0.272029939,0.192120822
1209,1209,7493,202024035,2020,24,35,Maryland,Queen Anne's County,,,,,,,,0,0.0,0.0,8.3,34041,325,271,1569,1663,1029,1043,113,121,35,22,25306,24945,50251,22721,22371,11886,6077,5809,10669,5396,5273,14541,7212,7329,13155,6260,6895,0.006467533,0.005392928000000001,0.031223259,0.033093869,0.020477204,0.020755806,0.002248711,0.002407912,0.0006965039999999999,0.000437802,0.452150206,0.44518517,0.503591968,0.49640803200000005,0.236532606,0.21231418300000002,0.289367376,0.261785835
1210,1210,7494,202024037,2020,24,37,Maryland,St. Mary's County,,,,,,,,0,0.0,0.0,8.2,37304,1889,1427,8485,8084,2867,3128,264,252,60,49,56505,56159,112664,43726,44435,30316,15311,15005,30565,15513,15052,30597,15234,15363,21186,10101,11085,0.016766668999999998,0.01266598,0.075312433,0.071753178,0.025447347999999998,0.027763971000000002,0.002343251,0.0022367389999999997,0.000532557,0.00043492199999999997,0.38810977799999996,0.39440282600000004,0.501535539,0.498464461,0.269083292,0.271293403,0.271577434,0.188045871
1211,1211,7495,202024039,2020,24,39,Maryland,Somerset County,,,,,,,,0,0.0,0.0,4.0,77426,128,107,4568,6226,457,479,50,76,7,10,11797,13878,25675,6707,7134,5667,2871,2796,7920,4751,3169,6101,3426,2675,5987,2830,3157,0.004985394000000001,0.004167478,0.17791626100000002,0.24249269699999998,0.017799416000000002,0.01865628,0.00194742,0.0029600779999999997,0.00027263900000000003,0.000389484,0.261226874,0.277857838,0.45947419700000003,0.540525803,0.220720545,0.308471276,0.237624148,0.233184031
