Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
40424,40426,44,49,7,Barack Obama
40423,40425,45,48,7,Barack Obama
40422,40424,43,49,8,Barack Obama
40421,40423,46,46,8,Barack Obama
40420,40422,46,45,9,Barack Obama
40419,40421,47,45,8,Barack Obama
40418,40420,45,47,8,Barack Obama
40417,40419,43,49,8,Barack Obama
40416,40418,43,49,8,Barack Obama
40415,40417,44,48,8,Barack Obama
40414,40416,44,49,7,Barack Obama
40413,40415,43,50,7,Barack Obama
40412,40414,42,51,7,Barack Obama
40411,40413,45,50,5,Barack Obama
40410,40412,44,49,7,Barack Obama
40409,40411,44,49,7,Barack Obama
40408,40410,43,50,7,Barack Obama
40407,40409,42,51,7,Barack Obama
40406,40408,41,52,7,Barack Obama
40405,40407,41,52,7,Barack Obama
40404,40406,42,51,7,Barack Obama
40403,40405,42,50,8,Barack Obama
40402,40404,42,49,9,Barack Obama
40401,40403,43,48,9,Barack Obama
40400,40402,44,48,8,Barack Obama
40399,40401,46,47,7,Barack Obama
40398,40400,45,48,7,Barack Obama
40397,40399,46,47,7,Barack Obama
40396,40398,45,48,7,Barack Obama
40395,40397,47,46,7,Barack Obama
40394,40396,46,47,7,Barack Obama
40393,40395,45,49,6,Barack Obama
40392,40394,45,48,7,Barack Obama
40391,40393,44,48,8,Barack Obama
40390,40392,45,46,9,Barack Obama
40389,40391,45,47,8,Barack Obama
40388,40390,44,47,9,Barack Obama
40387,40389,46,47,7,Barack Obama
40386,40388,45,47,8,Barack Obama
40385,40387,46,47,7,Barack Obama
40384,40386,45,49,6,Barack Obama
40383,40385,45,48,7,Barack Obama
40382,40384,46,47,7,Barack Obama
40381,40383,44,47,9,Barack Obama
40380,40382,44,47,9,Barack Obama
40379,40381,44,48,8,Barack Obama
40378,40380,46,46,8,Barack Obama
40377,40379,46,47,7,Barack Obama
40376,40378,47,45,8,Barack Obama
40375,40377,48,44,8,Barack Obama
40374,40376,49,44,7,Barack Obama
40373,40375,47,45,8,Barack Obama
40372,40374,44,48,8,Barack Obama
40371,40373,44,48,8,Barack Obama
40370,40372,45,47,8,Barack Obama
40369,40371,48,45,7,Barack Obama
40368,40370,47,46,7,Barack Obama
40367,40369,47,46,7,Barack Obama
40366,40368,46,47,7,Barack Obama
40365,40367,45,48,7,Barack Obama
40364,40366,44,48,8,Barack Obama
40362,40365,44,46,10,Barack Obama
40361,40364,44,46,10,Barack Obama
40360,40362,46,45,9,Barack Obama
40359,40361,47,46,7,Barack Obama
40358,40360,49,44,7,Barack Obama
40357,40359,47,45,8,Barack Obama
40356,40358,46,45,9,Barack Obama
40355,40357,46,45,9,Barack Obama
40354,40356,46,46,8,Barack Obama
40353,40355,45,46,9,Barack Obama
40352,40354,46,46,8,Barack Obama
40351,40353,45,45,10,Barack Obama
40350,40352,45,46,9,Barack Obama
40349,40351,45,46,9,Barack Obama
40348,40350,48,45,7,Barack Obama
40347,40349,49,44,7,Barack Obama
40346,40348,48,45,7,Barack Obama
40345,40347,45,46,9,Barack Obama
40344,40346,45,46,9,Barack Obama
40343,40345,46,44,10,Barack Obama
40342,40344,49,43,8,Barack Obama
40341,40343,49,44,7,Barack Obama
40340,40342,48,45,7,Barack Obama
40339,40341,46,46,8,Barack Obama
40338,40340,44,48,8,Barack Obama
40337,40339,45,48,7,Barack Obama
40336,40338,44,48,8,Barack Obama
40335,40337,47,45,8,Barack Obama
40334,40336,45,46,9,Barack Obama
40333,40335,47,44,9,Barack Obama
40332,40334,45,47,8,Barack Obama
40331,40333,46,47,7,Barack Obama
40330,40332,48,45,7,Barack Obama
40328,40331,49,45,6,Barack Obama
40327,40330,50,44,6,Barack Obama
40326,40328,47,46,7,Barack Obama
40325,40327,46,45,9,Barack Obama
40324,40326,45,47,8,Barack Obama
40323,40325,45,47,8,Barack Obama
40322,40324,46,47,7,Barack Obama
40321,40323,47,45,8,Barack Obama
40320,40322,48,44,8,Barack Obama
40319,40321,48,45,7,Barack Obama
40317,40320,48,45,7,Barack Obama
40316,40318,49,45,6,Barack Obama
40315,40317,48,44,8,Barack Obama
40314,40316,49,45,6,Barack Obama
40313,40315,46,46,8,Barack Obama
40312,40314,47,46,7,Barack Obama
40311,40313,48,44,8,Barack Obama
40310,40312,51,42,7,Barack Obama
40309,40311,52,41,7,Barack Obama
40308,40310,51,42,7,Barack Obama
40307,40309,49,43,8,Barack Obama
40306,40308,51,42,7,Barack Obama
40305,40307,50,43,7,Barack Obama
40304,40306,50,43,7,Barack Obama
40303,40305,49,43,8,Barack Obama
40302,40304,48,43,9,Barack Obama
40301,40303,50,42,8,Barack Obama
40300,40302,50,43,7,Barack Obama
40299,40301,50,45,5,Barack Obama
40298,40300,47,47,6,Barack Obama
40297,40299,47,46,7,Barack Obama
40296,40298,49,44,7,Barack Obama
40295,40297,49,45,6,Barack Obama
40293,40295,49,44,7,Barack Obama
40292,40294,51,42,7,Barack Obama
40291,40293,51,42,7,Barack Obama
40290,40292,50,43,7,Barack Obama
40289,40291,49,42,9,Barack Obama
40288,40290,50,42,8,Barack Obama
40287,40289,49,43,8,Barack Obama
40286,40288,49,45,6,Barack Obama
40285,40287,49,45,6,Barack Obama
40284,40286,48,46,6,Barack Obama
40283,40285,47,46,7,Barack Obama
40282,40284,46,46,8,Barack Obama
40281,40283,49,44,7,Barack Obama
40280,40282,49,45,6,Barack Obama
40279,40281,49,45,6,Barack Obama
40278,40280,46,46,8,Barack Obama
40277,40279,45,48,7,Barack Obama
40276,40278,45,48,7,Barack Obama
40275,40277,47,48,5,Barack Obama
40274,40276,49,46,5,Barack Obama
40273,40275,49,46,5,Barack Obama
40271,40274,50,45,5,Barack Obama
40270,40273,49,46,5,Barack Obama
40269,40271,48,46,6,Barack Obama
40268,40270,48,45,7,Barack Obama
40267,40269,50,43,7,Barack Obama
40266,40268,50,42,8,Barack Obama
40265,40267,50,43,7,Barack Obama
40264,40266,48,44,8,Barack Obama
40263,40265,48,46,6,Barack Obama
40262,40264,46,46,8,Barack Obama
40261,40263,48,45,7,Barack Obama
40260,40262,50,44,6,Barack Obama
40259,40261,51,42,7,Barack Obama
40258,40260,50,44,6,Barack Obama
40257,40259,51,43,6,Barack Obama
40255,40258,50,43,7,Barack Obama
40254,40257,50,43,7,Barack Obama
40253,40255,47,47,6,Barack Obama
40252,40254,46,48,6,Barack Obama
40251,40253,46,47,7,Barack Obama
40250,40252,48,44,8,Barack Obama
40249,40251,49,44,7,Barack Obama
40248,40250,49,44,7,Barack Obama
40247,40249,47,44,9,Barack Obama
40246,40248,46,45,9,Barack Obama
40245,40247,46,45,9,Barack Obama
40244,40246,48,44,8,Barack Obama
40243,40245,49,43,8,Barack Obama
40242,40244,49,44,7,Barack Obama
40241,40243,48,46,6,Barack Obama
40240,40242,47,46,7,Barack Obama
40239,40241,50,44,6,Barack Obama
40238,40240,50,43,7,Barack Obama
40237,40239,52,41,7,Barack Obama
40236,40238,50,43,7,Barack Obama
40235,40237,50,44,6,Barack Obama
40234,40236,50,45,5,Barack Obama
40233,40235,49,45,6,Barack Obama
40232,40234,50,42,8,Barack Obama
40231,40233,50,42,8,Barack Obama
40230,40232,51,43,6,Barack Obama
40229,40231,51,43,6,Barack Obama
40228,40230,49,43,8,Barack Obama
40227,40229,48,45,7,Barack Obama
40226,40228,48,45,7,Barack Obama
40225,40227,48,44,8,Barack Obama
40224,40226,51,41,8,Barack Obama
40223,40225,50,41,9,Barack Obama
40222,40224,52,41,7,Barack Obama
40221,40223,53,40,7,Barack Obama
40220,40222,53,40,7,Barack Obama
40219,40221,52,41,7,Barack Obama
40218,40220,51,42,7,Barack Obama
40217,40219,50,43,7,Barack Obama
40216,40218,51,41,8,Barack Obama
40215,40217,50,41,9,Barack Obama
40214,40216,51,41,8,Barack Obama
40213,40215,49,44,7,Barack Obama
40212,40214,50,43,7,Barack Obama
40211,40213,49,44,7,Barack Obama
40210,40212,50,44,6,Barack Obama
40209,40211,51,42,7,Barack Obama
40208,40210,51,42,7,Barack Obama
40207,40209,50,44,6,Barack Obama
40206,40208,48,46,6,Barack Obama
40205,40207,47,47,6,Barack Obama
40204,40206,48,45,7,Barack Obama
40203,40205,47,46,7,Barack Obama
40202,40204,48,46,6,Barack Obama
40201,40203,48,47,5,Barack Obama
40200,40202,48,47,5,Barack Obama
40199,40201,48,47,5,Barack Obama
40198,40200,47,47,6,Barack Obama
40197,40199,49,45,6,Barack Obama
40196,40198,49,44,7,Barack Obama
40195,40197,50,43,7,Barack Obama
40194,40196,50,43,7,Barack Obama
40193,40195,50,43,7,Barack Obama
40192,40194,50,42,8,Barack Obama
40191,40193,49,44,7,Barack Obama
40190,40192,49,45,6,Barack Obama
40189,40191,50,43,7,Barack Obama
40188,40190,50,42,8,Barack Obama
40187,40189,50,42,8,Barack Obama
40186,40188,49,44,7,Barack Obama
40185,40187,50,43,7,Barack Obama
40184,40186,52,41,7,Barack Obama
40183,40185,52,41,7,Barack Obama
40182,40184,52,42,6,Barack Obama
40181,40183,51,44,5,Barack Obama
40180,40182,50,44,6,Barack Obama
40177,40181,49,44,7,Barack Obama
40176,40180,51,43,7,Barack Obama
40175,40177,51,42,7,Barack Obama
40174,40176,53,41,6,Barack Obama
40170,40175,52,41,7,Barack Obama
40169,40174,51,43,6,Barack Obama
40168,40170,51,42,7,Barack Obama
40167,40169,50,44,6,Barack Obama
40166,40168,51,43,6,Barack Obama
40165,40167,49,46,5,Barack Obama
40164,40166,50,44,6,Barack Obama
40163,40165,50,43,7,Barack Obama
40162,40164,52,40,8,Barack Obama
40161,40163,51,41,8,Barack Obama
40160,40162,49,41,10,Barack Obama
40159,40161,48,42,10,Barack Obama
40158,40160,48,42,10,Barack Obama
40157,40159,48,43,9,Barack Obama
40154,40158,50,44,6,Barack Obama
40153,40157,50,44,6,Barack Obama
40152,40154,50,45,5,Barack Obama
40151,40153,47,46,7,Barack Obama
40150,40152,49,44,7,Barack Obama
40149,40151,52,41,7,Barack Obama
40148,40150,52,41,7,Barack Obama
40147,40149,51,42,7,Barack Obama
40146,40148,49,44,7,Barack Obama
40145,40147,51,42,7,Barack Obama
40144,40146,51,41,8,Barack Obama
40142,40145,51,41,8,Barack Obama
40141,40144,49,42,9,Barack Obama
40140,40142,49,44,7,Barack Obama
40139,40141,49,44,7,Barack Obama
40138,40140,49,44,7,Barack Obama
40137,40139,49,44,7,Barack Obama
40136,40138,48,44,8,Barack Obama
40135,40137,49,44,7,Barack Obama
40134,40136,49,44,7,Barack Obama
40133,40135,50,44,6,Barack Obama
40132,40134,50,42,8,Barack Obama
40131,40133,50,42,8,Barack Obama
40130,40132,53,38,9,Barack Obama
40129,40131,53,39,8,Barack Obama
40128,40130,54,38,8,Barack Obama
40127,40129,52,41,7,Barack Obama
40126,40128,53,41,6,Barack Obama
40125,40127,51,42,7,Barack Obama
40124,40126,54,39,7,Barack Obama
40123,40125,53,41,6,Barack Obama
40122,40124,54,41,5,Barack Obama
40121,40123,52,42,6,Barack Obama
40120,40122,52,42,6,Barack Obama
40119,40121,52,42,6,Barack Obama
40118,40120,50,43,7,Barack Obama
40117,40119,50,41,9,Barack Obama
40116,40118,53,39,8,Barack Obama
40115,40117,55,38,7,Barack Obama
40114,40116,55,40,5,Barack Obama
40113,40115,53,40,7,Barack Obama
40112,40114,51,43,6,Barack Obama
40111,40113,51,42,7,Barack Obama
40110,40112,51,41,8,Barack Obama
40109,40111,52,38,10,Barack Obama
40108,40110,55,38,7,Barack Obama
40107,40109,54,38,8,Barack Obama
40106,40108,54,39,7,Barack Obama
40105,40107,51,41,8,Barack Obama
40104,40106,50,42,8,Barack Obama
40103,40105,50,43,7,Barack Obama
40102,40104,51,42,7,Barack Obama
40101,40103,53,41,6,Barack Obama
40100,40102,54,40,6,Barack Obama
40099,40101,52,42,6,Barack Obama
40098,40100,53,40,7,Barack Obama
40097,40099,52,39,9,Barack Obama
40096,40098,56,36,8,Barack Obama
40095,40097,56,36,8,Barack Obama
40094,40096,56,37,7,Barack Obama
40093,40095,54,38,8,Barack Obama
40092,40094,53,40,7,Barack Obama
40091,40093,53,40,7,Barack Obama
40090,40092,51,42,7,Barack Obama
40089,40091,50,43,7,Barack Obama
40088,40090,51,42,7,Barack Obama
40087,40089,52,41,7,Barack Obama
40086,40088,53,40,7,Barack Obama
40085,40087,54,38,8,Barack Obama
40084,40086,54,38,8,Barack Obama
40083,40085,53,38,9,Barack Obama
40082,40084,52,39,9,Barack Obama
40081,40083,51,40,9,Barack Obama
40080,40082,51,41,8,Barack Obama
40079,40081,52,41,7,Barack Obama
40078,40080,50,42,8,Barack Obama
40077,40079,51,42,7,Barack Obama
40076,40078,51,41,8,Barack Obama
40075,40077,53,39,8,Barack Obama
40074,40076,53,40,7,Barack Obama
40073,40075,52,42,6,Barack Obama
40071,40074,52,42,6,Barack Obama
40070,40073,51,42,7,Barack Obama
40069,40071,51,41,8,Barack Obama
40068,40070,52,41,7,Barack Obama
40067,40069,53,40,7,Barack Obama
40066,40068,53,40,7,Barack Obama
40065,40067,52,41,7,Barack Obama
40064,40066,51,42,7,Barack Obama
40062,40065,51,42,7,Barack Obama
40061,40064,51,41,8,Barack Obama
40060,40062,51,41,8,Barack Obama
40059,40061,52,41,7,Barack Obama
40058,40060,53,40,7,Barack Obama
40057,40059,55,38,7,Barack Obama
40056,40058,55,39,6,Barack Obama
40055,40057,54,40,6,Barack Obama
40054,40056,52,42,6,Barack Obama
40053,40055,51,42,7,Barack Obama
40052,40054,50,42,8,Barack Obama
40051,40053,50,42,8,Barack Obama
40050,40052,50,43,7,Barack Obama
40049,40051,50,43,7,Barack Obama
40048,40050,51,44,5,Barack Obama
40047,40049,51,42,7,Barack Obama
40046,40048,52,40,8,Barack Obama
40045,40047,54,38,8,Barack Obama
40044,40046,53,40,7,Barack Obama
40043,40045,53,40,7,Barack Obama
40042,40044,51,42,7,Barack Obama
40041,40043,51,41,8,Barack Obama
40040,40042,52,42,6,Barack Obama
40039,40041,53,40,7,Barack Obama
40038,40040,54,39,7,Barack Obama
40037,40039,55,37,8,Barack Obama
40036,40038,54,39,7,Barack Obama
40035,40037,53,40,7,Barack Obama
40034,40036,53,40,7,Barack Obama
40033,40035,54,40,6,Barack Obama
40032,40034,55,38,7,Barack Obama
40031,40033,55,38,7,Barack Obama
40030,40032,58,36,6,Barack Obama
40029,40031,58,36,6,Barack Obama
40028,40030,56,37,7,Barack Obama
40027,40029,56,37,7,Barack Obama
40026,40028,55,38,7,Barack Obama
40025,40027,56,38,6,Barack Obama
40024,40026,55,39,6,Barack Obama
40023,40025,56,38,6,Barack Obama
40022,40024,54,40,6,Barack Obama
40021,40023,52,41,7,Barack Obama
40020,40022,53,39,8,Barack Obama
40019,40021,54,37,9,Barack Obama
40018,40020,56,36,8,Barack Obama
40017,40019,56,37,7,Barack Obama
40016,40018,55,39,6,Barack Obama
40015,40017,56,39,5,Barack Obama
40014,40016,55,39,6,Barack Obama
40013,40015,57,36,7,Barack Obama
40012,40014,59,34,7,Barack Obama
40011,40013,61,32,7,Barack Obama
40010,40012,60,33,7,Barack Obama
40009,40011,60,33,7,Barack Obama
40008,40010,58,36,6,Barack Obama
40007,40009,58,34,8,Barack Obama
40006,40008,59,33,8,Barack Obama
40005,40007,60,32,8,Barack Obama
40004,40006,59,33,8,Barack Obama
40003,40005,58,35,7,Barack Obama
40002,40004,58,35,7,Barack Obama
40001,40003,58,36,6,Barack Obama
40000,40002,57,36,7,Barack Obama
39999,40001,56,36,8,Barack Obama
39997,40000,58,35,7,Barack Obama
39996,39999,59,34,7,Barack Obama
39995,39997,60,33,7,Barack Obama
39994,39996,62,31,7,Barack Obama
39993,39995,61,30,9,Barack Obama
39992,39994,63,30,7,Barack Obama
39991,39993,60,32,8,Barack Obama
39990,39992,59,34,7,Barack Obama
39989,39991,57,35,8,Barack Obama
39988,39990,59,33,8,Barack Obama
39987,39989,59,33,8,Barack Obama
39986,39988,61,32,7,Barack Obama
39985,39987,60,34,6,Barack Obama
39984,39986,60,33,7,Barack Obama
39982,39985,57,35,8,Barack Obama
39981,39984,57,35,8,Barack Obama
39980,39982,58,33,9,Barack Obama
39979,39981,61,32,7,Barack Obama
39978,39980,61,32,7,Barack Obama
39977,39979,62,30,8,Barack Obama
39976,39978,61,31,8,Barack Obama
39975,39977,62,30,8,Barack Obama
39974,39976,63,29,8,Barack Obama
39973,39975,61,31,8,Barack Obama
39972,39974,60,33,7,Barack Obama
39971,39973,59,34,7,Barack Obama
39970,39972,61,34,5,Barack Obama
39969,39971,62,32,6,Barack Obama
39968,39970,62,32,6,Barack Obama
39967,39969,62,31,7,Barack Obama
39966,39968,62,31,7,Barack Obama
39965,39967,63,30,7,Barack Obama
39964,39966,63,29,8,Barack Obama
39963,39965,64,30,6,Barack Obama
39962,39964,62,30,8,Barack Obama
39961,39963,63,30,7,Barack Obama
39960,39962,62,30,8,Barack Obama
39959,39961,64,29,7,Barack Obama
39957,39960,64,30,6,Barack Obama
39956,39959,65,28,7,Barack Obama
39955,39957,64,27,9,Barack Obama
39954,39956,64,27,9,Barack Obama
39953,39955,62,28,10,Barack Obama
39952,39954,64,30,6,Barack Obama
39951,39953,64,29,7,Barack Obama
39950,39952,65,29,6,Barack Obama
39949,39951,63,29,8,Barack Obama
39948,39950,64,28,8,Barack Obama
39947,39949,63,30,7,Barack Obama
39946,39948,65,28,7,Barack Obama
39945,39947,63,29,8,Barack Obama
39944,39946,64,28,8,Barack Obama
39943,39945,64,29,7,Barack Obama
39942,39944,65,29,6,Barack Obama
39941,39943,66,27,7,Barack Obama
39940,39942,66,28,6,Barack Obama
39939,39941,66,28,6,Barack Obama
39938,39940,66,28,6,Barack Obama
39937,39939,67,26,7,Barack Obama
39936,39938,66,27,7,Barack Obama
39935,39937,67,27,6,Barack Obama
39934,39936,67,27,6,Barack Obama
39933,39935,68,26,6,Barack Obama
39932,39934,67,28,5,Barack Obama
39931,39933,65,29,6,Barack Obama
39930,39932,63,31,6,Barack Obama
39929,39931,63,31,6,Barack Obama
39928,39930,63,31,6,Barack Obama
39927,39929,65,29,6,Barack Obama
39926,39928,65,29,6,Barack Obama
39925,39927,66,27,7,Barack Obama
39924,39926,65,28,7,Barack Obama
39923,39925,65,29,6,Barack Obama
39922,39924,64,28,8,Barack Obama
39921,39923,63,28,9,Barack Obama
39920,39922,63,28,9,Barack Obama
39919,39921,62,29,9,Barack Obama
39918,39920,61,31,8,Barack Obama
39917,39919,62,30,8,Barack Obama
39916,39918,62,30,8,Barack Obama
39914,39917,63,28,9,Barack Obama
39913,39916,62,29,9,Barack Obama
39912,39914,63,28,9,Barack Obama
39911,39913,62,28,10,Barack Obama
39910,39912,60,28,12,Barack Obama
39909,39911,59,29,12,Barack Obama
39908,39910,60,28,12,Barack Obama
39907,39909,61,28,11,Barack Obama
39906,39908,61,27,12,Barack Obama
39905,39907,62,27,11,Barack Obama
39904,39906,63,27,10,Barack Obama
39903,39905,62,28,10,Barack Obama
39902,39904,61,29,10,Barack Obama
39901,39903,60,29,11,Barack Obama
39900,39902,59,30,11,Barack Obama
39899,39901,60,30,10,Barack Obama
39898,39900,60,31,9,Barack Obama
39897,39899,62,29,9,Barack Obama
39896,39898,62,27,11,Barack Obama
39895,39897,62,29,9,Barack Obama
39894,39896,63,27,10,Barack Obama
39893,39895,63,27,10,Barack Obama
39892,39894,65,26,9,Barack Obama
39891,39893,65,26,9,Barack Obama
39890,39892,64,26,10,Barack Obama
39889,39891,62,27,11,Barack Obama
39888,39890,62,27,11,Barack Obama
39887,39889,61,28,11,Barack Obama
39886,39888,62,27,11,Barack Obama
39885,39887,61,28,11,Barack Obama
39884,39886,61,29,10,Barack Obama
39883,39885,61,28,11,Barack Obama
39882,39884,62,27,11,Barack Obama
39881,39883,63,27,10,Barack Obama
39880,39882,62,27,11,Barack Obama
39879,39881,62,26,12,Barack Obama
39878,39880,62,25,13,Barack Obama
39877,39879,62,26,12,Barack Obama
39876,39878,62,26,12,Barack Obama
39875,39877,62,28,10,Barack Obama
39874,39876,62,28,10,Barack Obama
39873,39875,61,28,11,Barack Obama
39872,39874,62,26,12,Barack Obama
39871,39873,63,25,12,Barack Obama
39870,39872,64,23,13,Barack Obama
39869,39871,67,21,12,Barack Obama
39868,39870,67,21,12,Barack Obama
39867,39869,65,21,14,Barack Obama
39866,39868,61,24,15,Barack Obama
39865,39867,59,25,16,Barack Obama
39864,39866,62,25,13,Barack Obama
39862,39864,63,24,13,Barack Obama
39861,39863,63,24,13,Barack Obama
39860,39862,62,25,13,Barack Obama
39859,39861,62,25,13,Barack Obama
39858,39860,62,25,13,Barack Obama
39856,39859,64,23,13,Barack Obama
39855,39858,66,21,13,Barack Obama
39854,39856,66,21,13,Barack Obama
39853,39855,64,21,15,Barack Obama
39852,39854,63,22,15,Barack Obama
39851,39853,63,23,14,Barack Obama
39850,39852,66,21,13,Barack Obama
39849,39851,64,22,14,Barack Obama
39848,39850,65,20,15,Barack Obama
39847,39849,63,21,16,Barack Obama
39846,39848,65,20,15,Barack Obama
39845,39847,65,20,15,Barack Obama
39844,39846,66,19,15,Barack Obama
39843,39845,66,19,15,Barack Obama
39842,39844,67,18,15,Barack Obama
39841,39843,67,17,16,Barack Obama
39840,39842,66,17,17,Barack Obama
39839,39841,64,17,19,Barack Obama
39838,39840,64,16,20,Barack Obama
39837,39839,65,15,20,Barack Obama
39836,39838,67,14,19,Barack Obama
39835,39837,69,13,18,Barack Obama
39834,39836,68,12,21,Barack Obama
