Start Date,End Date,Approving,Disapproving,Unsure/NoData,President
37082,37083,57,34,8,George W. Bush
37070,37073,52,34,13,George W. Bush
37064,37070,50,42,7,George W. Bush
37053,37059,52,34,12,George W. Bush
37050,37052,55,35,9,George W. Bush
37029,37031,55,35,8,George W. Bush
37021,37025,56,31,12,George W. Bush
37018,37020,53,32,14,George W. Bush
37001,37003,62,29,9,George W. Bush
36987,36989,59,29,11,George W. Bush
36976,36978,52,29,18,George W. Bush
36959,36961,58,28,13,George W. Bush
36955,36957,62,21,15,George W. Bush
36941,36943,61,21,16,George W. Bush
36931,36933,57,24,17,George W. Bush
36923,36926,57,25,18,George W. Bush
43952,43964,49,48,4,Donald Trump
43935,43949,49,47,4,Donald Trump
43922,43935,43,54,7,Donald Trump
43903,43912,49,45,6,Donald Trump
43892,43903,44,52,4,Donald Trump
43878,43889,47,51,2,Donald Trump
43864,43877,49,48,3,Donald Trump
43846,43859,49,50,1,Donald Trump
43832,43845,44,53,3,Donald Trump
43801,43814,45,51,4,Donald Trump
43770,43783,43,54,3,Donald Trump
43752,43769,41,57,2,Donald Trump
43739,43751,39,57,4,Donald Trump
43724,43738,40,56,4,Donald Trump
43711,43723,43,54,3,Donald Trump
43692,43707,39,57,4,Donald Trump
43678,43691,41,54,5,Donald Trump
43661,43677,42,54,4,Donald Trump
43647,43658,44,51,5,Donald Trump
43635,43646,41,51,8,Donald Trump
43619,43632,43,55,2,Donald Trump
43600,43615,40,55,5,Donald Trump
43586,43597,42,52,6,Donald Trump
43572,43585,46,50,4,Donald Trump
43556,43564,45,51,4,Donald Trump
43525,43534,39,57,4,Donald Trump
43508,43514,43,54,3,Donald Trump
43497,43506,44,52,4,Donald Trump
43486,43492,37,59,4,Donald Trump
43467,43475,37,59,4,Donald Trump
43451,43456,39,55,6,Donald Trump
43444,43450,38,57,5,Donald Trump
43437,43443,40,56,4,Donald Trump
43430,43436,40,56,4,Donald Trump
43423,43429,38,60,2,Donald Trump
43416,43422,43,53,4,Donald Trump
43409,43415,38,56,6,Donald Trump
43402,43408,40,54,6,Donald Trump
43395,43401,40,54,6,Donald Trump
43388,43394,44,50,6,Donald Trump
43381,43387,44,51,5,Donald Trump
43374,43380,43,53,4,Donald Trump
43367,43373,42,53,5,Donald Trump
43360,43366,40,56,4,Donald Trump
43353,43359,38,56,6,Donald Trump
43346,43352,40,54,6,Donald Trump
43339,43345,41,53,6,Donald Trump
43332,43338,41,54,5,Donald Trump
43325,43331,42,52,6,Donald Trump
43318,43324,39,56,5,Donald Trump
43311,43317,41,54,5,Donald Trump
43304,43310,40,55,5,Donald Trump
43297,43303,42,54,4,Donald Trump
43290,43296,43,52,5,Donald Trump
43283,43289,41,56,3,Donald Trump
43276,43282,42,53,5,Donald Trump
43269,43275,41,55,4,Donald Trump
43262,43268,45,50,5,Donald Trump
43255,43261,42,54,4,Donald Trump
43248,43254,41,55,4,Donald Trump
43241,43247,40,55,5,Donald Trump
43234,43240,42,54,4,Donald Trump
43227,43233,43,52,5,Donald Trump
43220,43226,42,52,6,Donald Trump
43213,43219,42,53,5,Donald Trump
43206,43212,38,57,5,Donald Trump
43199,43205,39,55,6,Donald Trump
43192,43198,41,54,5,Donald Trump
43185,43190,39,55,6,Donald Trump
43178,43184,39,55,6,Donald Trump
43171,43177,40,56,4,Donald Trump
43164,43170,39,56,5,Donald Trump
43157,43163,39,55,6,Donald Trump
43150,43156,39,56,5,Donald Trump
43143,43149,37,59,4,Donald Trump
43136,43142,40,57,3,Donald Trump
43129,43135,40,57,3,Donald Trump
43121,43128,38,58,4,Donald Trump
43115,43121,36,59,5,Donald Trump
43108,43114,38,57,5,Donald Trump
43101,43107,37,58,5,Donald Trump
43094,43100,39,55,6,Donald Trump
43087,43093,37,57,6,Donald Trump
43080,43086,35,60,5,Donald Trump
43073,43079,36,59,5,Donald Trump
43066,43072,35,59,6,Donald Trump
43059,43065,37,56,7,Donald Trump
43052,43058,38,57,5,Donald Trump
43045,43051,38,56,6,Donald Trump
43038,43044,38,58,4,Donald Trump
43031,43037,35,60,5,Donald Trump
43024,43030,36,58,6,Donald Trump
43017,43023,37,57,6,Donald Trump
43010,43016,38,56,6,Donald Trump
43003,43009,37,58,5,Donald Trump
42996,43002,38,55,7,Donald Trump
42989,42995,38,57,5,Donald Trump
42982,42988,37,57,6,Donald Trump
42975,42981,36,59,5,Donald Trump
42968,42974,35,60,5,Donald Trump
42961,42967,37,58,5,Donald Trump
42954,42960,36,58,6,Donald Trump
42947,42953,37,58,5,Donald Trump
42940,42946,38,57,5,Donald Trump
42933,42939,37,58,5,Donald Trump
42926,42932,39,56,5,Donald Trump
42919,42925,38,57,5,Donald Trump
42912,42918,39,56,5,Donald Trump
42905,42911,39,56,5,Donald Trump
42898,42904,38,57,5,Donald Trump
42891,42897,37,58,5,Donald Trump
42884,42890,38,56,6,Donald Trump
42877,42883,41,54,5,Donald Trump
42870,42876,38,56,6,Donald Trump
42863,42869,38,56,6,Donald Trump
42856,42862,42,53,5,Donald Trump
42849,42855,41,54,5,Donald Trump
42842,42848,41,52,7,Donald Trump
42835,42841,40,54,6,Donald Trump
42828,42834,40,53,7,Donald Trump
42821,42827,38,57,5,Donald Trump
42814,42820,39,56,5,Donald Trump
42807,42813,40,55,5,Donald Trump
42800,42806,42,52,6,Donald Trump
42793,42799,43,51,6,Donald Trump
42786,42792,42,53,5,Donald Trump
42779,42785,40,54,6,Donald Trump
42772,42778,41,53,6,Donald Trump
42765,42771,43,52,5,Donald Trump
42758,42764,45,47,8,Donald Trump
42752,42754,59,37,4,Barack Obama
42750,42753,58,38,4,Barack Obama
42749,42752,57,39,4,Barack Obama
42748,42750,57,38,5,Barack Obama
42747,42749,57,39,4,Barack Obama
42746,42748,58,37,5,Barack Obama
42745,42747,57,40,3,Barack Obama
42744,42746,57,40,3,Barack Obama
42743,42745,55,42,3,Barack Obama
42742,42744,56,40,0,Barack Obama
42741,42743,56,41,3,Barack Obama
42740,42742,56,40,4,Barack Obama
42739,42741,56,41,3,Barack Obama
42738,42740,56,42,2,Barack Obama
42737,42739,54,43,3,Barack Obama
42734,42738,53,43,4,Barack Obama
42733,42737,54,42,4,Barack Obama
42732,42734,55,40,5,Barack Obama
42731,42733,56,41,3,Barack Obama
42730,42732,55,40,5,Barack Obama
42727,42731,56,40,4,Barack Obama
42726,42730,56,40,4,Barack Obama
42725,42727,56,41,3,Barack Obama
42724,42726,56,40,4,Barack Obama
42723,42725,56,40,4,Barack Obama
42722,42724,57,39,4,Barack Obama
42721,42723,57,39,4,Barack Obama
42720,42722,57,38,5,Barack Obama
42719,42721,56,40,4,Barack Obama
42718,42720,56,40,4,Barack Obama
42717,42719,56,41,3,Barack Obama
42716,42718,56,41,3,Barack Obama
42715,42717,57,40,3,Barack Obama
42714,42716,56,41,3,Barack Obama
42713,42715,59,39,2,Barack Obama
42712,42714,58,40,2,Barack Obama
42710,42713,59,39,2,Barack Obama
42709,42712,56,41,3,Barack Obama
42708,42710,55,41,4,Barack Obama
42707,42709,54,42,4,Barack Obama
42706,42708,54,42,4,Barack Obama
42705,42707,53,44,3,Barack Obama
42703,42706,53,45,2,Barack Obama
42702,42705,54,43,3,Barack Obama
42701,42703,57,40,3,Barack Obama
42700,42702,57,39,4,Barack Obama
42699,42701,57,39,4,Barack Obama
42697,42700,56,40,4,Barack Obama
42696,42699,56,40,4,Barack Obama
42695,42697,55,42,3,Barack Obama
42694,42696,55,42,3,Barack Obama
42693,42695,56,42,2,Barack Obama
42692,42694,57,40,3,Barack Obama
42691,42693,56,41,3,Barack Obama
42690,42692,58,40,2,Barack Obama
42689,42691,56,42,2,Barack Obama
42688,42690,56,41,3,Barack Obama
42687,42689,56,40,4,Barack Obama
42686,42688,57,40,3,Barack Obama
42685,42687,57,40,3,Barack Obama
42684,42686,57,41,2,Barack Obama
42683,42685,57,40,3,Barack Obama
42682,42684,58,40,2,Barack Obama
42681,42683,56,42,2,Barack Obama
42680,42682,56,42,2,Barack Obama
42679,42681,56,42,8,Barack Obama
42678,42680,56,41,3,Barack Obama
42677,42679,53,44,3,Barack Obama
42676,42678,51,46,3,Barack Obama
42674,42677,49,48,3,Barack Obama
42673,42676,51,47,4,Barack Obama
42672,42674,53,45,2,Barack Obama
42671,42673,54,44,2,Barack Obama
42670,42672,55,43,2,Barack Obama
42669,42671,53,44,3,Barack Obama
42668,42670,54,43,3,Barack Obama
42667,42669,53,44,3,Barack Obama
42666,42668,52,44,4,Barack Obama
42665,42667,52,46,2,Barack Obama
42664,42666,54,43,3,Barack Obama
42663,42665,56,41,3,Barack Obama
42662,42664,57,40,3,Barack Obama
42661,42663,55,42,3,Barack Obama
42660,42662,55,42,3,Barack Obama
42659,42661,53,44,3,Barack Obama
42658,42660,54,43,3,Barack Obama
42657,42659,54,43,3,Barack Obama
42656,42658,55,41,4,Barack Obama
42655,42657,54,42,4,Barack Obama
42654,42656,53,43,4,Barack Obama
42653,42655,53,42,5,Barack Obama
42652,42654,54,42,4,Barack Obama
42651,42653,55,42,3,Barack Obama
42650,42652,53,44,3,Barack Obama
42649,42651,52,46,2,Barack Obama
42647,42650,51,46,3,Barack Obama
42646,42649,51,45,4,Barack Obama
42645,42647,54,43,3,Barack Obama
42644,42646,54,43,3,Barack Obama
42643,42645,54,43,3,Barack Obama
42642,42644,52,45,3,Barack Obama
42641,42643,53,44,3,Barack Obama
42640,42642,52,44,4,Barack Obama
42639,42641,51,45,4,Barack Obama
42638,42640,50,45,5,Barack Obama
42637,42639,51,44,5,Barack Obama
42636,42638,54,41,5,Barack Obama
42635,42637,54,41,5,Barack Obama
42634,42636,53,42,5,Barack Obama
42633,42635,52,44,4,Barack Obama
42632,42634,52,45,3,Barack Obama
42631,42633,53,44,3,Barack Obama
42630,42632,51,45,4,Barack Obama
42629,42631,51,45,4,Barack Obama
42628,42630,52,44,4,Barack Obama
42627,42629,53,45,2,Barack Obama
42626,42628,54,43,3,Barack Obama
42625,42627,52,45,3,Barack Obama
42624,42626,53,44,3,Barack Obama
42623,42625,50,46,4,Barack Obama
42622,42624,51,45,4,Barack Obama
42621,42623,50,45,5,Barack Obama
42619,42622,50,46,4,Barack Obama
42618,42621,50,46,4,Barack Obama
42617,42619,51,45,4,Barack Obama
42616,42618,52,44,4,Barack Obama
42615,42617,52,44,4,Barack Obama
42614,42616,52,44,4,Barack Obama
42613,42615,51,45,4,Barack Obama
42612,42614,52,44,4,Barack Obama
42611,42613,52,44,4,Barack Obama
42610,42612,52,43,5,Barack Obama
42609,42611,51,44,5,Barack Obama
42608,42610,51,44,0,Barack Obama
42607,42609,52,44,4,Barack Obama
42606,42608,51,43,6,Barack Obama
42605,42607,51,44,5,Barack Obama
42604,42606,48,46,6,Barack Obama
42603,42605,51,44,5,Barack Obama
42602,42604,50,45,5,Barack Obama
42601,42603,52,44,4,Barack Obama
42600,42602,51,46,3,Barack Obama
42598,42601,52,45,3,Barack Obama
42597,42600,51,45,4,Barack Obama
42596,42598,52,45,3,Barack Obama
42595,42597,51,45,4,Barack Obama
42594,42596,53,44,3,Barack Obama
42593,42595,54,43,3,Barack Obama
42592,42594,53,43,4,Barack Obama
42591,42593,53,42,5,Barack Obama
42590,42592,49,46,5,Barack Obama
42589,42591,50,45,5,Barack Obama
42588,42590,52,45,3,Barack Obama
42587,42589,53,44,3,Barack Obama
42586,42588,52,45,3,Barack Obama
42585,42587,49,46,5,Barack Obama
42584,42586,50,45,5,Barack Obama
42583,42585,51,44,5,Barack Obama
42582,42584,52,44,4,Barack Obama
42581,42583,53,44,3,Barack Obama
42580,42582,54,43,3,Barack Obama
42579,42581,54,42,4,Barack Obama
42578,42580,53,43,4,Barack Obama
42577,42579,52,44,4,Barack Obama
42576,42578,51,46,3,Barack Obama
42575,42577,51,45,4,Barack Obama
42574,42576,50,46,4,Barack Obama
42573,42575,49,48,3,Barack Obama
42571,42574,49,47,4,Barack Obama
42570,42573,49,47,4,Barack Obama
42569,42571,49,47,4,Barack Obama
42568,42570,49,47,4,Barack Obama
42567,42569,49,46,5,Barack Obama
42566,42568,51,44,5,Barack Obama
42565,42567,49,46,5,Barack Obama
42563,42566,49,47,4,Barack Obama
42562,42565,47,48,5,Barack Obama
42561,42563,48,48,4,Barack Obama
42560,42562,49,47,4,Barack Obama
42559,42561,51,46,3,Barack Obama
42558,42560,51,45,4,Barack Obama
42557,42559,51,45,4,Barack Obama
42556,42558,51,45,4,Barack Obama
42554,42557,50,45,5,Barack Obama
42553,42556,50,45,5,Barack Obama
42552,42554,51,44,5,Barack Obama
42551,42553,51,45,4,Barack Obama
42550,42552,51,45,4,Barack Obama
42549,42551,51,45,4,Barack Obama
42548,42550,52,44,4,Barack Obama
42547,42549,51,44,5,Barack Obama
42546,42548,51,44,5,Barack Obama
42545,42547,50,45,5,Barack Obama
42544,42546,50,45,5,Barack Obama
42543,42545,50,46,4,Barack Obama
42542,42544,50,45,5,Barack Obama
42541,42543,49,46,5,Barack Obama
42540,42542,49,45,6,Barack Obama
42539,42541,50,45,5,Barack Obama
42538,42540,52,44,4,Barack Obama
42537,42539,53,44,3,Barack Obama
42536,42538,53,43,4,Barack Obama
42535,42537,53,45,2,Barack Obama
42534,42536,53,44,3,Barack Obama
42533,42535,53,44,3,Barack Obama
42532,42534,53,44,3,Barack Obama
42531,42533,52,44,4,Barack Obama
42530,42532,52,44,4,Barack Obama
42529,42531,54,42,4,Barack Obama
42528,42530,52,43,5,Barack Obama
42527,42529,53,43,4,Barack Obama
42526,42528,50,46,4,Barack Obama
42525,42527,51,44,5,Barack Obama
42524,42526,50,44,6,Barack Obama
42523,42525,51,44,5,Barack Obama
42522,42524,53,43,4,Barack Obama
42521,42523,51,45,4,Barack Obama
42520,42522,52,44,4,Barack Obama
42519,42521,51,45,4,Barack Obama
42518,42520,52,44,4,Barack Obama
42517,42519,53,44,3,Barack Obama
42516,42518,52,44,4,Barack Obama
42515,42517,50,46,4,Barack Obama
42514,42516,50,45,5,Barack Obama
42513,42515,52,44,4,Barack Obama
42512,42514,53,43,4,Barack Obama
42511,42513,52,44,4,Barack Obama
42510,42512,50,45,5,Barack Obama
42509,42511,52,43,5,Barack Obama
42508,42510,52,44,4,Barack Obama
42507,42509,51,45,4,Barack Obama
42506,42508,49,46,5,Barack Obama
42505,42507,50,45,5,Barack Obama
42504,42506,50,44,6,Barack Obama
42503,42505,51,44,5,Barack Obama
42502,42504,50,46,4,Barack Obama
42501,42503,50,46,4,Barack Obama
42500,42502,50,47,3,Barack Obama
42499,42501,52,44,4,Barack Obama
42498,42500,52,44,4,Barack Obama
42497,42499,53,43,4,Barack Obama
42496,42498,53,43,4,Barack Obama
42495,42497,53,43,4,Barack Obama
42494,42496,52,45,3,Barack Obama
42493,42495,51,45,4,Barack Obama
42492,42494,50,46,4,Barack Obama
42491,42493,51,45,4,Barack Obama
42490,42492,52,45,3,Barack Obama
42489,42491,52,45,3,Barack Obama
42488,42490,52,45,3,Barack Obama
42487,42489,50,46,4,Barack Obama
42486,42488,50,46,4,Barack Obama
42485,42487,49,46,5,Barack Obama
42484,42486,50,45,5,Barack Obama
42483,42485,50,46,4,Barack Obama
42482,42484,52,45,3,Barack Obama
42481,42483,50,46,4,Barack Obama
42480,42482,50,46,4,Barack Obama
42479,42481,51,44,5,Barack Obama
42478,42480,52,44,4,Barack Obama
42477,42479,51,46,3,Barack Obama
42476,42478,49,48,3,Barack Obama
42475,42477,49,47,4,Barack Obama
42474,42476,50,46,4,Barack Obama
42473,42475,49,47,4,Barack Obama
42472,42474,48,47,5,Barack Obama
42471,42473,48,48,4,Barack Obama
42470,42472,47,48,5,Barack Obama
42469,42471,48,48,4,Barack Obama
42468,42470,49,46,5,Barack Obama
42467,42469,51,45,4,Barack Obama
42466,42468,52,44,4,Barack Obama
42465,42467,52,44,4,Barack Obama
42464,42466,52,44,4,Barack Obama
42463,42465,51,44,5,Barack Obama
42462,42464,53,43,4,Barack Obama
42461,42463,52,43,5,Barack Obama
42460,42462,52,45,3,Barack Obama
42459,42461,50,46,4,Barack Obama
42458,42460,49,47,4,Barack Obama
42457,42459,49,47,4,Barack Obama
42455,42458,51,46,3,Barack Obama
42454,42457,53,44,3,Barack Obama
42453,42455,53,44,3,Barack Obama
42452,42454,53,44,3,Barack Obama
42451,42453,52,45,3,Barack Obama
42450,42452,52,45,3,Barack Obama
42449,42451,51,46,3,Barack Obama
42448,42450,51,45,4,Barack Obama
42447,42449,50,45,5,Barack Obama
42446,42448,52,44,4,Barack Obama
42445,42447,49,46,5,Barack Obama
42444,42446,49,47,4,Barack Obama
42443,42445,50,47,3,Barack Obama
42442,42444,52,45,3,Barack Obama
42441,42443,51,46,3,Barack Obama
42440,42442,51,46,3,Barack Obama
42439,42441,49,47,4,Barack Obama
42438,42440,51,44,5,Barack Obama
42437,42439,52,45,3,Barack Obama
42436,42438,52,44,4,Barack Obama
42435,42437,51,45,4,Barack Obama
42434,42436,50,47,3,Barack Obama
42433,42435,49,48,3,Barack Obama
42432,42434,51,46,3,Barack Obama
42431,42433,51,45,4,Barack Obama
42430,42432,51,44,5,Barack Obama
42429,42431,49,46,5,Barack Obama
42428,42430,49,46,5,Barack Obama
42427,42429,49,46,5,Barack Obama
42426,42428,49,46,5,Barack Obama
42425,42427,48,47,5,Barack Obama
42424,42426,47,48,5,Barack Obama
42423,42425,47,48,5,Barack Obama
42422,42424,48,48,4,Barack Obama
42421,42423,48,48,4,Barack Obama
42420,42422,47,49,4,Barack Obama
42419,42421,47,49,4,Barack Obama
42418,42420,48,48,4,Barack Obama
42417,42419,50,46,4,Barack Obama
42416,42418,50,46,4,Barack Obama
42415,42417,49,48,3,Barack Obama
42414,42416,47,50,3,Barack Obama
42413,42415,47,50,3,Barack Obama
42412,42414,47,49,4,Barack Obama
42411,42413,49,48,3,Barack Obama
42410,42412,49,47,4,Barack Obama
42409,42411,49,47,4,Barack Obama
42408,42410,48,48,4,Barack Obama
42407,42409,47,50,3,Barack Obama
42406,42408,46,51,3,Barack Obama
42405,42407,47,50,3,Barack Obama
42404,42406,46,50,4,Barack Obama
42403,42405,46,50,4,Barack Obama
42401,42404,47,49,4,Barack Obama
42400,42403,48,48,4,Barack Obama
42399,42401,50,46,4,Barack Obama
42398,42400,49,47,4,Barack Obama
42397,42399,49,48,3,Barack Obama
42396,42398,48,48,4,Barack Obama
42395,42397,48,48,4,Barack Obama
42394,42396,48,48,4,Barack Obama
42393,42395,48,48,4,Barack Obama
42392,42394,49,47,4,Barack Obama
42391,42393,48,46,6,Barack Obama
42390,42392,49,47,4,Barack Obama
42389,42391,49,47,4,Barack Obama
42388,42390,49,48,3,Barack Obama
42387,42389,47,48,5,Barack Obama
42386,42388,48,48,4,Barack Obama
42385,42387,49,46,5,Barack Obama
42384,42386,51,45,4,Barack Obama
42383,42385,49,47,4,Barack Obama
42382,42384,49,46,5,Barack Obama
42381,42383,48,47,5,Barack Obama
42380,42382,47,48,5,Barack Obama
42379,42381,44,50,6,Barack Obama
42378,42380,45,50,5,Barack Obama
42377,42379,47,49,4,Barack Obama
42376,42378,47,49,4,Barack Obama
42375,42377,46,49,5,Barack Obama
42374,42376,45,50,5,Barack Obama
42373,42375,47,48,5,Barack Obama
42372,42374,46,50,4,Barack Obama
42371,42373,46,50,4,Barack Obama
42368,42372,45,51,4,Barack Obama
42367,42371,45,51,4,Barack Obama
42366,42368,44,52,4,Barack Obama
42365,42367,46,50,4,Barack Obama
42361,42366,47,49,4,Barack Obama
42360,42365,48,48,4,Barack Obama
42359,42361,46,50,4,Barack Obama
42358,42360,46,50,4,Barack Obama
42357,42359,46,50,4,Barack Obama
42356,42358,45,50,5,Barack Obama
42355,42357,44,51,5,Barack Obama
42354,42356,42,53,5,Barack Obama
42353,42355,43,53,4,Barack Obama
42352,42354,45,51,4,Barack Obama
42351,42353,46,50,4,Barack Obama
42350,42352,46,50,4,Barack Obama
42349,42351,46,50,4,Barack Obama
42348,42350,45,50,5,Barack Obama
42347,42349,44,51,5,Barack Obama
42346,42348,44,51,5,Barack Obama
42345,42347,45,50,5,Barack Obama
42344,42346,47,49,4,Barack Obama
42343,42345,47,49,4,Barack Obama
42342,42344,49,48,3,Barack Obama
42341,42343,47,48,5,Barack Obama
42340,42342,48,47,5,Barack Obama
42339,42341,47,48,5,Barack Obama
42338,42340,47,50,3,Barack Obama
42337,42339,46,50,4,Barack Obama
42336,42338,46,50,4,Barack Obama
42335,42337,47,47,6,Barack Obama
42333,42336,46,48,6,Barack Obama
42332,42335,46,49,5,Barack Obama
42331,42333,44,51,5,Barack Obama
42330,42332,44,51,5,Barack Obama
42329,42331,44,52,4,Barack Obama
42328,42330,43,52,5,Barack Obama
42327,42329,45,52,3,Barack Obama
42325,42328,44,53,3,Barack Obama
42324,42327,45,51,4,Barack Obama
42323,42325,45,50,5,Barack Obama
42322,42324,49,47,4,Barack Obama
42321,42323,51,44,5,Barack Obama
42320,42322,50,45,5,Barack Obama
42319,42321,48,48,4,Barack Obama
42318,42320,47,49,4,Barack Obama
42317,42319,47,49,4,Barack Obama
42316,42318,49,48,3,Barack Obama
42315,42317,48,49,3,Barack Obama
42314,42316,48,49,3,Barack Obama
42313,42315,48,49,3,Barack Obama
42312,42314,49,48,3,Barack Obama
42311,42313,49,47,4,Barack Obama
42310,42312,49,48,3,Barack Obama
42309,42311,49,47,4,Barack Obama
42308,42310,48,48,4,Barack Obama
42307,42309,47,48,5,Barack Obama
42306,42308,46,50,4,Barack Obama
42305,42307,44,51,5,Barack Obama
42304,42306,47,49,4,Barack Obama
42303,42305,47,48,5,Barack Obama
42302,42304,50,47,3,Barack Obama
42301,42303,49,48,3,Barack Obama
42300,42302,47,49,4,Barack Obama
42299,42301,46,50,4,Barack Obama
42298,42300,46,49,5,Barack Obama
42297,42299,46,50,4,Barack Obama
42296,42298,45,50,5,Barack Obama
42295,42297,45,50,5,Barack Obama
42294,42296,45,51,4,Barack Obama
42293,42295,47,50,3,Barack Obama
42292,42294,46,50,4,Barack Obama
42291,42293,46,49,5,Barack Obama
42290,42292,45,50,5,Barack Obama
42289,42291,45,50,5,Barack Obama
42288,42290,45,51,4,Barack Obama
42287,42289,47,49,4,Barack Obama
42286,42288,46,49,5,Barack Obama
42285,42287,47,49,4,Barack Obama
42283,42286,44,51,5,Barack Obama
42282,42285,45,50,5,Barack Obama
42281,42283,46,49,5,Barack Obama
42280,42282,47,48,5,Barack Obama
42279,42281,48,48,4,Barack Obama
42278,42280,45,51,4,Barack Obama
42277,42279,46,49,5,Barack Obama
42276,42278,47,48,5,Barack Obama
42275,42277,47,48,5,Barack Obama
42274,42276,47,48,5,Barack Obama
42273,42275,46,51,5,Barack Obama
42272,42274,47,50,3,Barack Obama
42271,42273,47,50,3,Barack Obama
42270,42272,48,49,3,Barack Obama
42269,42271,48,48,4,Barack Obama
42268,42270,48,49,3,Barack Obama
42267,42269,47,50,3,Barack Obama
42266,42268,46,51,5,Barack Obama
42265,42267,45,52,3,Barack Obama
42264,42266,45,51,4,Barack Obama
42263,42265,45,52,3,Barack Obama
42262,42264,45,52,3,Barack Obama
42261,42263,46,50,4,Barack Obama
42260,42262,48,48,4,Barack Obama
42259,42261,48,47,5,Barack Obama
42258,42260,46,50,4,Barack Obama
42257,42259,45,50,5,Barack Obama
42256,42258,45,50,5,Barack Obama
42255,42257,47,48,5,Barack Obama
42253,42256,49,46,5,Barack Obama
42252,42255,49,47,4,Barack Obama
42251,42253,49,47,4,Barack Obama
42250,42252,46,50,4,Barack Obama
42249,42251,46,50,4,Barack Obama
42248,42250,45,51,4,Barack Obama
42247,42249,45,51,4,Barack Obama
42246,42248,45,50,5,Barack Obama
42245,42247,46,49,5,Barack Obama
42244,42246,47,48,5,Barack Obama
42243,42245,46,50,4,Barack Obama
42242,42244,46,51,3,Barack Obama
42241,42243,45,52,3,Barack Obama
42240,42242,44,51,5,Barack Obama
42239,42241,44,51,5,Barack Obama
42238,42240,44,51,5,Barack Obama
42237,42239,45,51,4,Barack Obama
42236,42238,42,53,5,Barack Obama
42235,42237,43,53,4,Barack Obama
42234,42236,45,50,5,Barack Obama
42233,42235,45,50,5,Barack Obama
42232,42234,46,49,5,Barack Obama
42231,42233,44,51,5,Barack Obama
42230,42232,46,49,5,Barack Obama
42229,42231,45,50,5,Barack Obama
42228,42230,45,49,6,Barack Obama
42227,42229,47,49,4,Barack Obama
42226,42228,46,49,5,Barack Obama
42225,42227,49,47,4,Barack Obama
42224,42226,48,48,4,Barack Obama
42223,42225,47,49,4,Barack Obama
42222,42224,45,50,5,Barack Obama
42221,42223,44,52,4,Barack Obama
42220,42222,45,51,4,Barack Obama
42219,42221,45,51,4,Barack Obama
42218,42220,46,50,4,Barack Obama
42217,42219,46,50,4,Barack Obama
42216,42218,47,49,4,Barack Obama
42215,42217,47,48,5,Barack Obama
42214,42216,46,49,5,Barack Obama
42213,42215,47,48,5,Barack Obama
42212,42214,45,49,6,Barack Obama
42211,42213,46,49,5,Barack Obama
42210,42212,44,50,6,Barack Obama
42209,42211,46,49,5,Barack Obama
42208,42210,46,49,5,Barack Obama
42207,42209,46,49,5,Barack Obama
42206,42208,46,49,5,Barack Obama
42205,42207,45,50,5,Barack Obama
42204,42206,46,49,5,Barack Obama
42203,42205,45,50,5,Barack Obama
42202,42204,47,48,5,Barack Obama
42201,42203,46,48,6,Barack Obama
42200,42202,47,47,6,Barack Obama
42199,42201,46,48,6,Barack Obama
42198,42200,45,49,6,Barack Obama
42197,42199,46,49,5,Barack Obama
42196,42198,46,49,5,Barack Obama
42195,42197,47,48,5,Barack Obama
42194,42196,45,49,6,Barack Obama
42193,42195,46,50,4,Barack Obama
42192,42194,44,51,5,Barack Obama
42191,42193,46,50,4,Barack Obama
42190,42192,47,48,5,Barack Obama
42188,42191,48,47,5,Barack Obama
42187,42190,46,48,6,Barack Obama
42186,42188,45,50,5,Barack Obama
42185,42187,44,51,5,Barack Obama
42184,42186,45,51,4,Barack Obama
42183,42185,46,50,4,Barack Obama
42182,42184,46,50,4,Barack Obama
42181,42183,48,47,5,Barack Obama
42180,42182,47,49,4,Barack Obama
42179,42181,47,49,4,Barack Obama
42178,42180,46,50,4,Barack Obama
42177,42179,46,49,5,Barack Obama
42176,42178,46,48,6,Barack Obama
42175,42177,45,49,6,Barack Obama
42174,42176,45,50,5,Barack Obama
42173,42175,44,50,6,Barack Obama
42172,42174,44,50,6,Barack Obama
42171,42173,44,50,6,Barack Obama
42170,42172,44,50,6,Barack Obama
42169,42171,47,47,6,Barack Obama
42168,42170,46,48,6,Barack Obama
42167,42169,47,48,5,Barack Obama
42166,42168,45,49,6,Barack Obama
42165,42167,45,49,6,Barack Obama
42164,42166,44,51,5,Barack Obama
42163,42165,43,51,6,Barack Obama
42162,42164,45,49,6,Barack Obama
42161,42163,49,46,5,Barack Obama
42160,42162,46,48,6,Barack Obama
42159,42161,46,50,4,Barack Obama
42158,42160,45,50,5,Barack Obama
42156,42159,46,50,4,Barack Obama
42155,42158,47,49,4,Barack Obama
42154,42156,47,48,5,Barack Obama
42153,42155,49,47,4,Barack Obama
42152,42154,47,49,4,Barack Obama
42151,42153,47,48,5,Barack Obama
42150,42152,45,49,6,Barack Obama
42149,42151,45,49,6,Barack Obama
42148,42150,44,51,5,Barack Obama
42147,42149,47,49,4,Barack Obama
42146,42148,49,47,4,Barack Obama
42145,42147,49,47,4,Barack Obama
42144,42146,45,50,5,Barack Obama
42143,42145,42,53,5,Barack Obama
42142,42144,43,51,6,Barack Obama
42141,42143,46,49,5,Barack Obama
42140,42142,48,47,5,Barack Obama
42139,42141,48,47,5,Barack Obama
42138,42140,48,48,4,Barack Obama
42137,42139,47,49,4,Barack Obama
42136,42138,46,50,4,Barack Obama
