year,state,state_po,county,FIPS,republican_candidate,democrat_candidate,republican_votes,democrat_votes,county_totalvotes,winning candidate,winning party
2004,Ohio,OH,Defiance,39039,George W. Bush,John Kerry,11393,6975,18512,George W. Bush,republican
2004,Ohio,OH,Delaware,39041,George W. Bush,John Kerry,53142,27048,80455,George W. Bush,republican
2004,Ohio,OH,Erie,39043,George W. Bush,John Kerry,18601,21408,40076,John Kerry,democrat
2004,Ohio,OH,Fairfield,39045,George W. Bush,John Kerry,42697,24774,67855,George W. Bush,republican
2004,Ohio,OH,Fayette,39047,George W. Bush,John Kerry,7375,4334,11756,George W. Bush,republican
2004,Ohio,OH,Franklin,39049,George W. Bush,John Kerry,237252,285800,525824,John Kerry,democrat
2004,Ohio,OH,Fulton,39051,George W. Bush,John Kerry,13639,8224,21953,George W. Bush,republican
2004,Ohio,OH,Gallia,39053,George W. Bush,John Kerry,8577,5364,13992,George W. Bush,republican
2004,Ohio,OH,Geauga,39055,George W. Bush,John Kerry,30358,19840,50419,George W. Bush,republican
2004,Ohio,OH,Greene,39057,George W. Bush,John Kerry,48377,30530,79272,George W. Bush,republican
2004,Ohio,OH,Guernsey,39059,George W. Bush,John Kerry,9961,7768,17840,George W. Bush,republican
2004,Ohio,OH,Hamilton,39061,George W. Bush,John Kerry,222404,199499,423634,George W. Bush,republican
2004,Ohio,OH,Hancock,39063,George W. Bush,John Kerry,25101,10343,35606,George W. Bush,republican
2004,Ohio,OH,Hardin,39065,George W. Bush,John Kerry,8436,4889,13385,George W. Bush,republican
2004,Ohio,OH,Harrison,39067,George W. Bush,John Kerry,4274,3780,8109,George W. Bush,republican
2004,Ohio,OH,Henry,39069,George W. Bush,John Kerry,9901,5110,15103,George W. Bush,republican
2004,Ohio,OH,Highland,39071,George W. Bush,John Kerry,12212,6194,18482,George W. Bush,republican
2004,Ohio,OH,Hocking,39073,George W. Bush,John Kerry,6935,6173,13196,George W. Bush,republican
2004,Ohio,OH,Holmes,39075,George W. Bush,John Kerry,8466,2695,11218,George W. Bush,republican
2004,Ohio,OH,Huron,39077,George W. Bush,John Kerry,14834,10585,25592,George W. Bush,republican
2004,Ohio,OH,Jackson,39079,George W. Bush,John Kerry,8585,5699,14333,George W. Bush,republican
2004,Ohio,OH,Jefferson,39081,George W. Bush,John Kerry,17184,19019,36366,John Kerry,democrat
2004,Ohio,OH,Knox,39083,George W. Bush,John Kerry,17081,9828,27066,George W. Bush,republican
2004,Ohio,OH,Lake,39085,George W. Bush,John Kerry,62193,59049,121823,George W. Bush,republican
2004,Ohio,OH,Lawrence,39087,George W. Bush,John Kerry,15457,12111,27706,George W. Bush,republican
2004,Ohio,OH,Licking,39089,George W. Bush,John Kerry,49014,30051,79416,George W. Bush,republican
2004,Ohio,OH,Logan,39091,George W. Bush,John Kerry,14471,6825,21398,George W. Bush,republican
2004,Ohio,OH,Lorain,39093,George W. Bush,John Kerry,61196,78965,140730,John Kerry,democrat
2004,Ohio,OH,Lucas,39095,George W. Bush,John Kerry,87106,132536,220189,John Kerry,democrat
2004,Ohio,OH,Madison,39097,George W. Bush,John Kerry,11120,6200,17398,George W. Bush,republican
2004,Ohio,OH,Mahoning,39099,George W. Bush,John Kerry,48712,83069,132731,John Kerry,democrat
2004,Ohio,OH,Marion,39101,George W. Bush,John Kerry,17171,11930,29258,George W. Bush,republican
2004,Ohio,OH,Medina,39103,George W. Bush,John Kerry,48183,36264,84867,George W. Bush,republican
2004,Ohio,OH,Meigs,39105,George W. Bush,John Kerry,6273,4437,10771,George W. Bush,republican
2004,Ohio,OH,Mercer,39107,George W. Bush,John Kerry,15649,5117,20888,George W. Bush,republican
2004,Ohio,OH,Miami,39109,George W. Bush,John Kerry,34005,17611,51780,George W. Bush,republican
2004,Ohio,OH,Monroe,39111,George W. Bush,John Kerry,3424,4243,7729,John Kerry,democrat
2004,Ohio,OH,Montgomery,39113,George W. Bush,John Kerry,138361,142977,282553,John Kerry,democrat
2004,Ohio,OH,Morgan,39115,George W. Bush,John Kerry,3757,2873,6700,George W. Bush,republican
2004,Ohio,OH,Morrow,39117,George W. Bush,John Kerry,10475,5775,16329,George W. Bush,republican
2004,Ohio,OH,Muskingum,39119,George W. Bush,John Kerry,22251,16421,38863,George W. Bush,republican
2004,Ohio,OH,Noble,39121,George W. Bush,John Kerry,3841,2654,6540,George W. Bush,republican
2004,Ohio,OH,Ottawa,39123,George W. Bush,John Kerry,12075,11114,23257,George W. Bush,republican
2004,Ohio,OH,Paulding,39125,George W. Bush,John Kerry,6205,3610,9879,George W. Bush,republican
2004,Ohio,OH,Perry,39127,George W. Bush,John Kerry,7855,7257,15188,George W. Bush,republican
2004,Ohio,OH,Pickaway,39129,George W. Bush,John Kerry,14160,8578,22850,George W. Bush,republican
2004,Ohio,OH,Pike,39131,George W. Bush,John Kerry,6519,5989,12575,George W. Bush,republican
2004,Ohio,OH,Portage,39133,George W. Bush,John Kerry,35583,40674,76646,John Kerry,democrat
2004,Ohio,OH,Preble,39135,George W. Bush,John Kerry,13733,7274,21126,George W. Bush,republican
2004,Ohio,OH,Putnam,39137,George W. Bush,John Kerry,14370,4392,18849,George W. Bush,republican
2004,Ohio,OH,Richland,39139,George W. Bush,John Kerry,36892,24645,61867,George W. Bush,republican
2004,Ohio,OH,Ross,39141,George W. Bush,John Kerry,17229,13977,31669,George W. Bush,republican
2004,Ohio,OH,Sandusky,39143,George W. Bush,John Kerry,16198,12653,28955,George W. Bush,republican
2004,Ohio,OH,Scioto,39145,George W. Bush,John Kerry,18257,16823,35197,George W. Bush,republican
2004,Ohio,OH,Seneca,39147,George W. Bush,John Kerry,15885,10958,26991,George W. Bush,republican
2004,Ohio,OH,Shelby,39149,George W. Bush,John Kerry,16204,6534,22854,George W. Bush,republican
2004,Ohio,OH,Stark,39151,George W. Bush,John Kerry,92211,95338,188456,John Kerry,democrat
2004,Ohio,OH,Summit,39153,George W. Bush,John Kerry,118553,156578,276304,John Kerry,democrat
2004,Ohio,OH,Trumbull,39155,George W. Bush,John Kerry,40976,66673,108144,John Kerry,democrat
2004,Ohio,OH,Tuscarawas,39157,George W. Bush,John Kerry,23825,18854,42904,George W. Bush,republican
2004,Ohio,OH,Union,39159,George W. Bush,John Kerry,15869,6665,22630,George W. Bush,republican
2004,Ohio,OH,Van Wert,39161,George W. Bush,John Kerry,10678,4094,14826,George W. Bush,republican
2004,Ohio,OH,Vinton,39163,George W. Bush,John Kerry,3251,2651,5930,George W. Bush,republican
2004,Ohio,OH,Warren,39165,George W. Bush,John Kerry,68035,26043,94419,George W. Bush,republican
2004,Ohio,OH,Washington,39167,George W. Bush,John Kerry,17480,12475,30101,George W. Bush,republican
2004,Ohio,OH,Wayne,39169,George W. Bush,John Kerry,31879,19786,51848,George W. Bush,republican
2004,Ohio,OH,Williams,39171,George W. Bush,John Kerry,12040,6481,18639,George W. Bush,republican
2004,Ohio,OH,Wood,39173,George W. Bush,John Kerry,33592,29401,63346,George W. Bush,republican
2004,Ohio,OH,Wyandot,39175,George W. Bush,John Kerry,7256,3707,11044,George W. Bush,republican
2004,Oklahoma,OK,Adair,40001,George W. Bush,John Kerry,4971,2562,7533,George W. Bush,republican
2004,Oklahoma,OK,Alfalfa,40003,George W. Bush,John Kerry,2201,470,2671,George W. Bush,republican
2004,Oklahoma,OK,Atoka,40005,George W. Bush,John Kerry,3142,1946,5088,George W. Bush,republican
2004,Oklahoma,OK,Beaver,40007,George W. Bush,John Kerry,2272,297,2569,George W. Bush,republican
2004,Oklahoma,OK,Beckham,40009,George W. Bush,John Kerry,5454,1931,7385,George W. Bush,republican
2004,Oklahoma,OK,Blaine,40011,George W. Bush,John Kerry,3199,1222,4421,George W. Bush,republican
2004,Oklahoma,OK,Bryan,40013,George W. Bush,John Kerry,8615,5745,14360,George W. Bush,republican
2004,Oklahoma,OK,Caddo,40015,George W. Bush,John Kerry,6491,3916,10407,George W. Bush,republican
2004,Oklahoma,OK,Canadian,40017,George W. Bush,John Kerry,33297,9712,43009,George W. Bush,republican
2004,Oklahoma,OK,Carter,40019,George W. Bush,John Kerry,12178,6466,18644,George W. Bush,republican
2004,Oklahoma,OK,Cherokee,40021,George W. Bush,John Kerry,9569,8623,18192,George W. Bush,republican
2004,Oklahoma,OK,Choctaw,40023,George W. Bush,John Kerry,3168,2639,5807,George W. Bush,republican
2004,Oklahoma,OK,Cimarron,40025,George W. Bush,John Kerry,1242,184,1426,George W. Bush,republican
2004,Oklahoma,OK,Cleveland,40027,George W. Bush,John Kerry,65720,34007,99727,George W. Bush,republican
2004,Oklahoma,OK,Coal,40029,George W. Bush,John Kerry,1396,1203,2599,George W. Bush,republican
2004,Oklahoma,OK,Comanche,40031,George W. Bush,John Kerry,21170,12022,33192,George W. Bush,republican
2004,Oklahoma,OK,Cotton,40033,George W. Bush,John Kerry,1742,898,2640,George W. Bush,republican
2004,Oklahoma,OK,Craig,40035,George W. Bush,John Kerry,3894,2504,6398,George W. Bush,republican
2004,Oklahoma,OK,Creek,40037,George W. Bush,John Kerry,18848,9929,28777,George W. Bush,republican
2004,Oklahoma,OK,Custer,40039,George W. Bush,John Kerry,7839,2801,10640,George W. Bush,republican
2004,Oklahoma,OK,Delaware,40041,George W. Bush,John Kerry,10017,5591,15608,George W. Bush,republican
2004,Oklahoma,OK,Dewey,40043,George W. Bush,John Kerry,1843,408,2251,George W. Bush,republican
2004,Oklahoma,OK,Ellis,40045,George W. Bush,John Kerry,1685,395,2080,George W. Bush,republican
2004,Oklahoma,OK,Garfield,40047,George W. Bush,John Kerry,17685,5586,23271,George W. Bush,republican
2004,Oklahoma,OK,Garvin,40049,George W. Bush,John Kerry,7610,3707,11317,George W. Bush,republican
2004,Oklahoma,OK,Grady,40051,George W. Bush,John Kerry,14136,5970,20106,George W. Bush,republican
2004,Oklahoma,OK,Grant,40053,George W. Bush,John Kerry,1950,571,2521,George W. Bush,republican
2004,Oklahoma,OK,Greer,40055,George W. Bush,John Kerry,1529,719,2248,George W. Bush,republican
2004,Oklahoma,OK,Harmon,40057,George W. Bush,John Kerry,838,354,1192,George W. Bush,republican
2004,Oklahoma,OK,Harper,40059,George W. Bush,John Kerry,1397,268,1665,George W. Bush,republican
2004,Oklahoma,OK,Haskell,40061,George W. Bush,John Kerry,2946,2378,5324,George W. Bush,republican
2004,Oklahoma,OK,Hughes,40063,George W. Bush,John Kerry,3066,2283,5349,George W. Bush,republican
2004,Oklahoma,OK,Jackson,40065,George W. Bush,John Kerry,7024,2232,9256,George W. Bush,republican
2004,Oklahoma,OK,Jefferson,40067,George W. Bush,John Kerry,1546,1057,2603,George W. Bush,republican
2004,Oklahoma,OK,Johnston,40069,George W. Bush,John Kerry,2635,1713,4348,George W. Bush,republican
2004,Oklahoma,OK,Kay,40071,George W. Bush,John Kerry,14121,5957,20078,George W. Bush,republican
2004,Oklahoma,OK,Kingfisher,40073,George W. Bush,John Kerry,5630,1022,6652,George W. Bush,republican
2004,Oklahoma,OK,Kiowa,40075,George W. Bush,John Kerry,2610,1413,4023,George W. Bush,republican
2004,Oklahoma,OK,Latimer,40077,George W. Bush,John Kerry,2535,1945,4480,George W. Bush,republican
2004,Oklahoma,OK,Le Flore,40079,George W. Bush,John Kerry,10683,6741,17424,George W. Bush,republican
2004,Oklahoma,OK,Lincoln,40081,George W. Bush,John Kerry,10149,4041,14190,George W. Bush,republican
2004,Oklahoma,OK,Logan,40083,George W. Bush,John Kerry,11474,4869,16343,George W. Bush,republican
2004,Oklahoma,OK,Love,40085,George W. Bush,John Kerry,2295,1538,3833,George W. Bush,republican
2004,Oklahoma,OK,McClain,40087,George W. Bush,John Kerry,10041,3742,13783,George W. Bush,republican
2004,Oklahoma,OK,McCurtain,40089,George W. Bush,John Kerry,7472,3684,11156,George W. Bush,republican
2004,Oklahoma,OK,McIntosh,40091,George W. Bush,John Kerry,4692,4488,9180,George W. Bush,republican
2004,Oklahoma,OK,Major,40093,George W. Bush,John Kerry,3122,537,3659,George W. Bush,republican
2004,Oklahoma,OK,Marshall,40095,George W. Bush,John Kerry,3363,2088,5451,George W. Bush,republican
2004,Oklahoma,OK,Mayes,40097,George W. Bush,John Kerry,9946,6933,16879,George W. Bush,republican
2004,Oklahoma,OK,Murray,40099,George W. Bush,John Kerry,3665,2130,5795,George W. Bush,republican
2004,Oklahoma,OK,Muskogee,40101,George W. Bush,John Kerry,15124,12585,27709,George W. Bush,republican
2004,Oklahoma,OK,Noble,40103,George W. Bush,John Kerry,3993,1335,5328,George W. Bush,republican
2004,Oklahoma,OK,Nowata,40105,George W. Bush,John Kerry,2805,1660,4465,George W. Bush,republican
2004,Oklahoma,OK,Okfuskee,40107,George W. Bush,John Kerry,2542,1743,4285,George W. Bush,republican
2004,Oklahoma,OK,Oklahoma,40109,George W. Bush,John Kerry,174741,97298,272039,George W. Bush,republican
2004,Oklahoma,OK,Okmulgee,40111,George W. Bush,John Kerry,8363,7367,15730,George W. Bush,republican
2004,Oklahoma,OK,Osage,40113,George W. Bush,John Kerry,11467,8068,19535,George W. Bush,republican
2004,Oklahoma,OK,Ottawa,40115,George W. Bush,John Kerry,7443,5086,12529,George W. Bush,republican
2004,Oklahoma,OK,Pawnee,40117,George W. Bush,John Kerry,4412,2564,6976,George W. Bush,republican
2004,Oklahoma,OK,Payne,40119,George W. Bush,John Kerry,19560,10101,29661,George W. Bush,republican
2004,Oklahoma,OK,Pittsburg,40121,George W. Bush,John Kerry,11134,7452,18586,George W. Bush,republican
2004,Oklahoma,OK,Pontotoc,40123,George W. Bush,John Kerry,9647,5165,14812,George W. Bush,republican
2004,Oklahoma,OK,Pottawatomie,40125,George W. Bush,John Kerry,17215,8638,25853,George W. Bush,republican
2004,Oklahoma,OK,Pushmataha,40127,George W. Bush,John Kerry,2863,1934,4797,George W. Bush,republican
2004,Oklahoma,OK,Roger Mills,40129,George W. Bush,John Kerry,1388,382,1770,George W. Bush,republican
2004,Oklahoma,OK,Rogers,40131,George W. Bush,John Kerry,24976,11918,36894,George W. Bush,republican
2004,Oklahoma,OK,Seminole,40133,George W. Bush,John Kerry,5624,3648,9272,George W. Bush,republican
2004,Oklahoma,OK,Sequoyah,40135,George W. Bush,John Kerry,8865,5910,14775,George W. Bush,republican
2004,Oklahoma,OK,Stephens,40137,George W. Bush,John Kerry,13646,5515,19161,George W. Bush,republican
2004,Oklahoma,OK,Texas,40139,George W. Bush,John Kerry,5450,1016,6466,George W. Bush,republican
2004,Oklahoma,OK,Tillman,40141,George W. Bush,John Kerry,2273,1175,3448,George W. Bush,republican
2004,Oklahoma,OK,Tulsa,40143,George W. Bush,John Kerry,163452,90220,253672,George W. Bush,republican
2004,Oklahoma,OK,Wagoner,40145,George W. Bush,John Kerry,19081,9157,28238,George W. Bush,republican
2004,Oklahoma,OK,Washington,40147,George W. Bush,John Kerry,16551,6862,23413,George W. Bush,republican
2004,Oklahoma,OK,Washita,40149,George W. Bush,John Kerry,3705,1340,5045,George W. Bush,republican
2004,Oklahoma,OK,Woods,40151,George W. Bush,John Kerry,3166,932,4098,George W. Bush,republican
2004,Oklahoma,OK,Woodward,40153,George W. Bush,John Kerry,6193,1458,7651,George W. Bush,republican
2004,Oregon,OR,Baker,41001,George W. Bush,John Kerry,6253,2616,9034,George W. Bush,republican
2004,Oregon,OR,Benton,41003,George W. Bush,John Kerry,18460,26515,45735,John Kerry,democrat
2004,Oregon,OR,Clackamas,41005,George W. Bush,John Kerry,97691,95129,195000,George W. Bush,republican
2004,Oregon,OR,Clatsop,41007,George W. Bush,John Kerry,8503,10461,19309,John Kerry,democrat
2004,Oregon,OR,Columbia,41009,George W. Bush,John Kerry,11868,12563,24917,John Kerry,democrat
2004,Oregon,OR,Coos,41011,George W. Bush,John Kerry,18291,14393,33362,George W. Bush,republican
2004,Oregon,OR,Crook,41013,George W. Bush,John Kerry,6830,3024,10051,George W. Bush,republican
2004,Oregon,OR,Curry,41015,George W. Bush,John Kerry,7332,5220,12799,George W. Bush,republican
2004,Oregon,OR,Deschutes,41017,George W. Bush,John Kerry,41757,31179,74048,George W. Bush,republican
2004,Oregon,OR,Douglas,41019,George W. Bush,John Kerry,35956,18089,54984,George W. Bush,republican
2004,Oregon,OR,Gilliam,41021,George W. Bush,John Kerry,755,370,1138,George W. Bush,republican
2004,Oregon,OR,Grant,41023,George W. Bush,John Kerry,3204,780,4061,George W. Bush,republican
2004,Oregon,OR,Harney,41025,George W. Bush,John Kerry,2815,839,3702,George W. Bush,republican
2004,Oregon,OR,Hood River,41027,George W. Bush,John Kerry,4124,5587,9859,John Kerry,democrat
2004,Oregon,OR,Jackson,41029,George W. Bush,John Kerry,56519,44366,102189,George W. Bush,republican
2004,Oregon,OR,Jefferson,41031,George W. Bush,John Kerry,4762,3243,8115,George W. Bush,republican
2004,Oregon,OR,Josephine,41033,George W. Bush,John Kerry,26241,15214,42275,George W. Bush,republican
2004,Oregon,OR,Klamath,41035,George W. Bush,John Kerry,22733,8264,31515,George W. Bush,republican
2004,Oregon,OR,Lake,41037,George W. Bush,John Kerry,3039,802,3905,George W. Bush,republican
2004,Oregon,OR,Lane,41039,George W. Bush,John Kerry,75007,107769,185872,John Kerry,democrat
2004,Oregon,OR,Lincoln,41041,George W. Bush,John Kerry,10160,13753,24325,John Kerry,democrat
2004,Oregon,OR,Linn,41043,George W. Bush,John Kerry,31260,19940,52041,George W. Bush,republican
2004,Oregon,OR,Malheur,41045,George W. Bush,John Kerry,8123,2577,10846,George W. Bush,republican
2004,Oregon,OR,Marion,41047,George W. Bush,John Kerry,69900,57671,129619,George W. Bush,republican
2004,Oregon,OR,Morrow,41049,George W. Bush,John Kerry,2732,1361,4149,George W. Bush,republican
2004,Oregon,OR,Multnomah,41051,George W. Bush,John Kerry,98439,259585,362694,John Kerry,democrat
2004,Oregon,OR,Polk,41053,George W. Bush,John Kerry,19508,15484,35489,George W. Bush,republican
2004,Oregon,OR,Sherman,41055,George W. Bush,John Kerry,694,390,1104,George W. Bush,republican
2004,Oregon,OR,Tillamook,41057,George W. Bush,John Kerry,7003,6750,13951,George W. Bush,republican
2004,Oregon,OR,Umatilla,41059,George W. Bush,John Kerry,17068,8884,26322,George W. Bush,republican
2004,Oregon,OR,Union,41061,George W. Bush,John Kerry,8879,4428,13519,George W. Bush,republican
