year,state,state_po,county,FIPS,republican_candidate,democrat_candidate,republican_votes,democrat_votes,county_totalvotes,winning candidate,winning party
2004,New Jersey,NJ,Somerset,34035,George W. Bush,John Kerry,72508,66476,140279,George W. Bush,republican
2004,New Jersey,NJ,Sussex,34037,George W. Bush,John Kerry,44506,23990,69396,George W. Bush,republican
2004,New Jersey,NJ,Union,34039,George W. Bush,John Kerry,82517,119372,203387,John Kerry,democrat
2004,New Jersey,NJ,Warren,34041,George W. Bush,John Kerry,29542,18044,48208,George W. Bush,republican
2004,New Mexico,NM,Bernalillo,35001,George W. Bush,John Kerry,121454,132252,256811,John Kerry,democrat
2004,New Mexico,NM,Catron,35003,George W. Bush,John Kerry,1427,551,1993,George W. Bush,republican
2004,New Mexico,NM,Chaves,35005,George W. Bush,John Kerry,14773,6726,21705,George W. Bush,republican
2004,New Mexico,NM,Cibola,35006,George W. Bush,John Kerry,3477,3913,7487,John Kerry,democrat
2004,New Mexico,NM,Colfax,35007,George W. Bush,John Kerry,3082,2824,5968,George W. Bush,republican
2004,New Mexico,NM,Curry,35009,George W. Bush,John Kerry,10649,3541,14286,George W. Bush,republican
2004,New Mexico,NM,De Baca,35011,George W. Bush,John Kerry,706,281,993,George W. Bush,republican
2004,New Mexico,NM,Dona Ana,35013,George W. Bush,John Kerry,29548,31762,61960,John Kerry,democrat
2004,New Mexico,NM,Eddy,35015,George W. Bush,John Kerry,13268,6880,20270,George W. Bush,republican
2004,New Mexico,NM,Grant,35017,George W. Bush,John Kerry,6135,7095,13392,John Kerry,democrat
2004,New Mexico,NM,Guadalupe,35019,George W. Bush,John Kerry,914,1340,2267,John Kerry,democrat
2004,New Mexico,NM,Harding,35021,George W. Bush,John Kerry,380,259,644,George W. Bush,republican
2004,New Mexico,NM,Hidalgo,35023,George W. Bush,John Kerry,1081,861,1964,George W. Bush,republican
2004,New Mexico,NM,Lea,35025,George W. Bush,John Kerry,14430,3646,18181,George W. Bush,republican
2004,New Mexico,NM,Lincoln,35027,George W. Bush,John Kerry,6070,2822,9014,George W. Bush,republican
2004,New Mexico,NM,Los Alamos,35028,George W. Bush,John Kerry,5810,5206,11197,George W. Bush,republican
2004,New Mexico,NM,Luna,35029,George W. Bush,John Kerry,4164,3340,7593,George W. Bush,republican
2004,New Mexico,NM,McKinley,35031,George W. Bush,John Kerry,7351,13051,20623,John Kerry,democrat
2004,New Mexico,NM,Mora,35033,George W. Bush,John Kerry,928,1876,2826,John Kerry,democrat
2004,New Mexico,NM,Otero,35035,George W. Bush,John Kerry,14066,6433,20764,George W. Bush,republican
2004,New Mexico,NM,Quay,35037,George W. Bush,John Kerry,2661,1422,4117,George W. Bush,republican
2004,New Mexico,NM,Rio Arriba,35039,George W. Bush,John Kerry,5149,9753,14999,John Kerry,democrat
2004,New Mexico,NM,Roosevelt,35041,George W. Bush,John Kerry,4997,2082,7144,George W. Bush,republican
2004,New Mexico,NM,Sandoval,35043,George W. Bush,John Kerry,22628,21421,44541,George W. Bush,republican
2004,New Mexico,NM,San Juan,35045,George W. Bush,John Kerry,29525,14843,45006,George W. Bush,republican
2004,New Mexico,NM,San Miguel,35047,George W. Bush,John Kerry,3313,8683,12116,John Kerry,democrat
2004,New Mexico,NM,Santa Fe,35049,George W. Bush,John Kerry,18466,47074,66200,John Kerry,democrat
2004,New Mexico,NM,Sierra,35051,George W. Bush,John Kerry,3162,1926,5157,George W. Bush,republican
2004,New Mexico,NM,Socorro,35053,George W. Bush,John Kerry,3696,4025,7851,John Kerry,democrat
2004,New Mexico,NM,Taos,35055,George W. Bush,John Kerry,3666,10987,14835,John Kerry,democrat
2004,New Mexico,NM,Torrance,35057,George W. Bush,John Kerry,4026,2386,6507,George W. Bush,republican
2004,New Mexico,NM,Union,35059,George W. Bush,John Kerry,1454,411,1881,George W. Bush,republican
2004,New Mexico,NM,Valencia,35061,George W. Bush,John Kerry,14474,11270,26012,George W. Bush,republican
2004,Missouri,MO,Kansas City,36000,George W. Bush,John Kerry,36061,104625,141423,John Kerry,democrat
2004,New York,NY,Albany,36001,George W. Bush,John Kerry,52369,86213,147199,John Kerry,democrat
2004,New York,NY,Allegany,36003,George W. Bush,John Kerry,11894,6392,19270,George W. Bush,republican
2004,New York,NY,Bronx,36005,George W. Bush,John Kerry,53738,276938,342929,John Kerry,democrat
2004,New York,NY,Broome,36007,George W. Bush,John Kerry,42100,44496,91890,John Kerry,democrat
2004,New York,NY,Cattaraugus,36009,George W. Bush,John Kerry,19028,13087,34262,George W. Bush,republican
2004,New York,NY,Cayuga,36011,George W. Bush,John Kerry,16626,16913,36052,John Kerry,democrat
2004,New York,NY,Chautauqua,36013,George W. Bush,John Kerry,30734,26369,60942,George W. Bush,republican
2004,New York,NY,Chemung,36015,George W. Bush,John Kerry,20742,16639,39075,George W. Bush,republican
2004,New York,NY,Chenango,36017,George W. Bush,John Kerry,11144,9003,21341,George W. Bush,republican
2004,New York,NY,Clinton,36019,George W. Bush,John Kerry,14633,17040,33736,John Kerry,democrat
2004,New York,NY,Columbia,36021,George W. Bush,John Kerry,13325,15238,31103,John Kerry,democrat
2004,New York,NY,Cortland,36023,George W. Bush,John Kerry,11085,10354,22760,George W. Bush,republican
2004,New York,NY,Delaware,36025,George W. Bush,John Kerry,11474,8425,21166,George W. Bush,republican
2004,New York,NY,Dutchess,36027,George W. Bush,John Kerry,59323,56533,123881,George W. Bush,republican
2004,New York,NY,Erie,36029,George W. Bush,John Kerry,173198,240563,445138,John Kerry,democrat
2004,New York,NY,Essex,36031,George W. Bush,John Kerry,9390,8474,19082,George W. Bush,republican
2004,New York,NY,Franklin,36033,George W. Bush,John Kerry,8103,9286,18316,John Kerry,democrat
2004,New York,NY,Fulton,36035,George W. Bush,John Kerry,12042,8919,22215,George W. Bush,republican
2004,New York,NY,Genesee,36037,George W. Bush,John Kerry,15701,9970,27580,George W. Bush,republican
2004,New York,NY,Greene,36039,George W. Bush,John Kerry,12159,8607,22398,George W. Bush,republican
2004,New York,NY,Hamilton,36041,George W. Bush,John Kerry,2358,1120,3692,George W. Bush,republican
2004,New York,NY,Herkimer,36043,George W. Bush,John Kerry,15265,11383,28310,George W. Bush,republican
2004,New York,NY,Jefferson,36045,George W. Bush,John Kerry,20248,16342,38800,George W. Bush,republican
2004,New York,NY,Kings,36047,George W. Bush,John Kerry,159200,494165,687780,John Kerry,democrat
2004,New York,NY,Lewis,36049,George W. Bush,John Kerry,6348,4417,11397,George W. Bush,republican
2004,New York,NY,Livingston,36051,George W. Bush,John Kerry,16885,11107,29948,George W. Bush,republican
2004,New York,NY,Madison,36053,George W. Bush,John Kerry,15584,12665,30287,George W. Bush,republican
2004,New York,NY,Monroe,36055,George W. Bush,John Kerry,153374,168088,342981,John Kerry,democrat
2004,New York,NY,Montgomery,36057,George W. Bush,John Kerry,10763,9175,21221,George W. Bush,republican
2004,New York,NY,Nassau,36059,George W. Bush,John Kerry,273502,317283,618343,John Kerry,democrat
2004,New York,NY,New York,36061,George W. Bush,John Kerry,104883,509841,641747,John Kerry,democrat
2004,New York,NY,Niagara,36063,George W. Bush,John Kerry,44525,45644,96580,John Kerry,democrat
2004,New York,NY,Oneida,36065,George W. Bush,John Kerry,49569,39658,95369,George W. Bush,republican
2004,New York,NY,Onondaga,36067,George W. Bush,John Kerry,88123,112618,214589,John Kerry,democrat
2004,New York,NY,Ontario,36069,George W. Bush,John Kerry,26611,20503,50102,George W. Bush,republican
2004,New York,NY,Orange,36071,George W. Bush,John Kerry,75010,61642,144673,George W. Bush,republican
2004,New York,NY,Orleans,36073,George W. Bush,John Kerry,9796,5734,16573,George W. Bush,republican
2004,New York,NY,Oswego,36075,George W. Bush,John Kerry,24675,23261,51607,George W. Bush,republican
2004,New York,NY,Otsego,36077,George W. Bush,John Kerry,12768,12402,26652,George W. Bush,republican
2004,New York,NY,Putnam,36079,George W. Bush,John Kerry,24397,18892,46563,George W. Bush,republican
2004,New York,NY,Queens,36081,George W. Bush,John Kerry,157948,422609,605062,John Kerry,democrat
2004,New York,NY,Rensselaer,36083,George W. Bush,John Kerry,32290,34741,72514,John Kerry,democrat
2004,New York,NY,Richmond,36085,George W. Bush,John Kerry,85302,66255,160126,George W. Bush,republican
2004,New York,NY,Rockland,36087,George W. Bush,John Kerry,61510,62391,131231,John Kerry,democrat
2004,New York,NY,St. Lawrence,36089,George W. Bush,John Kerry,17310,22173,41755,John Kerry,democrat
2004,New York,NY,Saratoga,36091,George W. Bush,John Kerry,53709,47367,106873,George W. Bush,republican
2004,New York,NY,Schenectady,36093,George W. Bush,John Kerry,30002,34762,69469,John Kerry,democrat
2004,New York,NY,Schoharie,36095,George W. Bush,John Kerry,8148,5455,14557,George W. Bush,republican
2004,New York,NY,Schuyler,36097,George W. Bush,John Kerry,4727,3290,8590,George W. Bush,republican
2004,New York,NY,Seneca,36099,George W. Bush,John Kerry,7603,6771,15325,George W. Bush,republican
2004,New York,NY,Steuben,36101,George W. Bush,John Kerry,26066,14090,42284,George W. Bush,republican
2004,New York,NY,Suffolk,36103,George W. Bush,John Kerry,292186,307011,638712,John Kerry,democrat
2004,New York,NY,Sullivan,36105,George W. Bush,John Kerry,14398,14447,30966,John Kerry,democrat
2004,New York,NY,Tioga,36107,George W. Bush,John Kerry,13343,9415,23902,George W. Bush,republican
2004,New York,NY,Tompkins,36109,George W. Bush,John Kerry,13539,25659,42402,John Kerry,democrat
2004,New York,NY,Ulster,36111,George W. Bush,John Kerry,35234,45530,87712,John Kerry,democrat
2004,New York,NY,Warren,36113,George W. Bush,John Kerry,16213,13054,31059,George W. Bush,republican
2004,New York,NY,Washington,36115,George W. Bush,John Kerry,13148,10295,25103,George W. Bush,republican
2004,New York,NY,Wayne,36117,George W. Bush,John Kerry,23126,15093,41200,George W. Bush,republican
2004,New York,NY,Westchester,36119,George W. Bush,John Kerry,151261,224992,395770,John Kerry,democrat
2004,New York,NY,Wyoming,36121,George W. Bush,John Kerry,11185,5894,18164,George W. Bush,republican
2004,New York,NY,Yates,36123,George W. Bush,John Kerry,6053,4062,10711,George W. Bush,republican
2004,North Carolina,NC,Alamance,37001,George W. Bush,John Kerry,33302,20686,54175,George W. Bush,republican
2004,North Carolina,NC,Alexander,37003,George W. Bush,John Kerry,10928,4618,15600,George W. Bush,republican
2004,North Carolina,NC,Alleghany,37005,George W. Bush,John Kerry,2883,1922,4827,George W. Bush,republican
2004,North Carolina,NC,Anson,37007,George W. Bush,John Kerry,3796,5413,9225,John Kerry,democrat
2004,North Carolina,NC,Ashe,37009,George W. Bush,John Kerry,7292,4477,11823,George W. Bush,republican
2004,North Carolina,NC,Avery,37011,George W. Bush,John Kerry,5678,1805,7524,George W. Bush,republican
2004,North Carolina,NC,Beaufort,37013,George W. Bush,John Kerry,12432,7025,19522,George W. Bush,republican
2004,North Carolina,NC,Bertie,37015,George W. Bush,John Kerry,3057,4938,8032,John Kerry,democrat
2004,North Carolina,NC,Bladen,37017,George W. Bush,John Kerry,6174,6109,12313,George W. Bush,republican
2004,North Carolina,NC,Brunswick,37019,George W. Bush,John Kerry,22925,14903,37977,George W. Bush,republican
2004,North Carolina,NC,Buncombe,37021,George W. Bush,John Kerry,52491,51868,105013,George W. Bush,republican
2004,North Carolina,NC,Burke,37023,George W. Bush,John Kerry,18922,11728,30762,George W. Bush,republican
2004,North Carolina,NC,Cabarrus,37025,George W. Bush,John Kerry,40780,19803,60824,George W. Bush,republican
2004,North Carolina,NC,Caldwell,37027,George W. Bush,John Kerry,21186,9999,31348,George W. Bush,republican
2004,North Carolina,NC,Camden,37029,George W. Bush,John Kerry,2480,1339,3830,George W. Bush,republican
2004,North Carolina,NC,Carteret,37031,George W. Bush,John Kerry,17716,7732,25575,George W. Bush,republican
2004,North Carolina,NC,Caswell,37033,George W. Bush,John Kerry,4868,4539,9437,George W. Bush,republican
2004,North Carolina,NC,Catawba,37035,George W. Bush,John Kerry,39602,18858,58688,George W. Bush,republican
2004,North Carolina,NC,Chatham,37037,George W. Bush,John Kerry,12892,12897,25922,John Kerry,democrat
2004,North Carolina,NC,Cherokee,37039,George W. Bush,John Kerry,7517,3635,11199,George W. Bush,republican
2004,North Carolina,NC,Chowan,37041,George W. Bush,John Kerry,2967,2406,5386,George W. Bush,republican
2004,North Carolina,NC,Clay,37043,George W. Bush,John Kerry,3209,1628,4866,George W. Bush,republican
2004,North Carolina,NC,Cleveland,37045,George W. Bush,John Kerry,22750,14215,37079,George W. Bush,republican
2004,North Carolina,NC,Columbus,37047,George W. Bush,John Kerry,10773,10343,21191,George W. Bush,republican
2004,North Carolina,NC,Craven,37049,George W. Bush,John Kerry,23575,14019,37756,George W. Bush,republican
2004,North Carolina,NC,Cumberland,37051,George W. Bush,John Kerry,49139,45788,95226,George W. Bush,republican
2004,North Carolina,NC,Currituck,37053,George W. Bush,John Kerry,6013,2909,8976,George W. Bush,republican
2004,North Carolina,NC,Dare,37055,George W. Bush,John Kerry,9345,6136,15548,George W. Bush,republican
2004,North Carolina,NC,Davidson,37057,George W. Bush,John Kerry,42075,17191,59496,George W. Bush,republican
2004,North Carolina,NC,Davie,37059,George W. Bush,John Kerry,12372,4233,16680,George W. Bush,republican
2004,North Carolina,NC,Duplin,37061,George W. Bush,John Kerry,9611,6923,16583,George W. Bush,republican
2004,North Carolina,NC,Durham,37063,George W. Bush,John Kerry,34614,74524,109651,John Kerry,democrat
2004,North Carolina,NC,Edgecombe,37065,George W. Bush,John Kerry,8163,12877,21079,John Kerry,democrat
2004,North Carolina,NC,Forsyth,37067,George W. Bush,John Kerry,75294,63340,139125,George W. Bush,republican
2004,North Carolina,NC,Franklin,37069,George W. Bush,John Kerry,11540,9286,20918,George W. Bush,republican
2004,North Carolina,NC,Gaston,37071,George W. Bush,John Kerry,43252,20254,63755,George W. Bush,republican
2004,North Carolina,NC,Gates,37073,George W. Bush,John Kerry,1924,2121,4053,John Kerry,democrat
2004,North Carolina,NC,Graham,37075,George W. Bush,John Kerry,2693,1272,3987,George W. Bush,republican
2004,North Carolina,NC,Granville,37077,George W. Bush,John Kerry,9491,9057,18601,George W. Bush,republican
2004,North Carolina,NC,Greene,37079,George W. Bush,John Kerry,3800,2665,6472,George W. Bush,republican
2004,North Carolina,NC,Guilford,37081,George W. Bush,John Kerry,98254,100042,199314,John Kerry,democrat
2004,North Carolina,NC,Halifax,37083,George W. Bush,John Kerry,8088,11528,19647,John Kerry,democrat
2004,North Carolina,NC,Harnett,37085,George W. Bush,John Kerry,20922,11563,32571,George W. Bush,republican
2004,North Carolina,NC,Haywood,37087,George W. Bush,John Kerry,14545,11237,25932,George W. Bush,republican
2004,North Carolina,NC,Henderson,37089,George W. Bush,John Kerry,28025,15003,43234,George W. Bush,republican
2004,North Carolina,NC,Hertford,37091,George W. Bush,John Kerry,2942,5141,8132,John Kerry,democrat
2004,North Carolina,NC,Hoke,37093,George W. Bush,John Kerry,5257,5794,11088,John Kerry,democrat
2004,North Carolina,NC,Hyde,37095,George W. Bush,John Kerry,1235,1048,2293,George W. Bush,republican
2004,North Carolina,NC,Iredell,37097,George W. Bush,John Kerry,38675,18065,56973,George W. Bush,republican
2004,North Carolina,NC,Jackson,37099,George W. Bush,John Kerry,7351,6737,14174,George W. Bush,republican
2004,North Carolina,NC,Johnston,37101,George W. Bush,John Kerry,36903,17266,54357,George W. Bush,republican
2004,North Carolina,NC,Jones,37103,George W. Bush,John Kerry,2607,1893,4513,George W. Bush,republican
2004,North Carolina,NC,Lee,37105,George W. Bush,John Kerry,11834,7657,19543,George W. Bush,republican
2004,North Carolina,NC,Lenoir,37107,George W. Bush,John Kerry,12939,10207,23179,George W. Bush,republican
2004,North Carolina,NC,Lincoln,37109,George W. Bush,John Kerry,20052,9434,29579,George W. Bush,republican
2004,North Carolina,NC,McDowell,37111,George W. Bush,John Kerry,10590,5330,16002,George W. Bush,republican
2004,North Carolina,NC,Macon,37113,George W. Bush,John Kerry,9448,5489,15024,George W. Bush,republican
2004,North Carolina,NC,Madison,37115,George W. Bush,John Kerry,5175,4234,9463,George W. Bush,republican
2004,North Carolina,NC,Martin,37117,George W. Bush,John Kerry,5334,5102,10452,George W. Bush,republican
2004,North Carolina,NC,Mecklenburg,37119,George W. Bush,John Kerry,155084,166828,323102,John Kerry,democrat
2004,North Carolina,NC,Mitchell,37121,George W. Bush,John Kerry,5686,2080,7798,George W. Bush,republican
2004,North Carolina,NC,Montgomery,37123,George W. Bush,John Kerry,5745,4313,10080,George W. Bush,republican
2004,North Carolina,NC,Moore,37125,George W. Bush,John Kerry,24714,13555,38382,George W. Bush,republican
2004,North Carolina,NC,Nash,37127,George W. Bush,John Kerry,21902,15693,37673,George W. Bush,republican
2004,North Carolina,NC,New Hanover,37129,George W. Bush,John Kerry,45351,35572,81247,George W. Bush,republican
2004,North Carolina,NC,Northampton,37131,George W. Bush,John Kerry,3176,5584,8770,John Kerry,democrat
2004,North Carolina,NC,Onslow,37133,George W. Bush,John Kerry,25890,11250,37277,George W. Bush,republican
2004,North Carolina,NC,Orange,37135,George W. Bush,John Kerry,20771,42910,64153,John Kerry,democrat
2004,North Carolina,NC,Pamlico,37137,George W. Bush,John Kerry,3679,2335,6038,George W. Bush,republican
2004,North Carolina,NC,Pasquotank,37139,George W. Bush,John Kerry,6609,6984,13648,John Kerry,democrat
2004,North Carolina,NC,Pender,37141,George W. Bush,John Kerry,10037,6999,17085,George W. Bush,republican
2004,North Carolina,NC,Perquimans,37143,George W. Bush,John Kerry,2965,1971,4958,George W. Bush,republican
2004,North Carolina,NC,Person,37145,George W. Bush,John Kerry,8973,6198,15214,George W. Bush,republican
2004,North Carolina,NC,Pitt,37147,George W. Bush,John Kerry,28590,24924,53643,George W. Bush,republican
2004,North Carolina,NC,Polk,37149,George W. Bush,John Kerry,5140,3787,9021,George W. Bush,republican
2004,North Carolina,NC,Randolph,37151,George W. Bush,John Kerry,37771,12966,50910,George W. Bush,republican
2004,North Carolina,NC,Richmond,37153,George W. Bush,John Kerry,7709,8383,16145,John Kerry,democrat
2004,North Carolina,NC,Robeson,37155,George W. Bush,John Kerry,15909,17868,33871,John Kerry,democrat
2004,North Carolina,NC,Rockingham,37157,George W. Bush,John Kerry,22840,14430,37388,George W. Bush,republican
2004,North Carolina,NC,Rowan,37159,George W. Bush,John Kerry,34915,16735,51867,George W. Bush,republican
2004,North Carolina,NC,Rutherford,37161,George W. Bush,John Kerry,16343,8184,24658,George W. Bush,republican
2004,North Carolina,NC,Sampson,37163,George W. Bush,John Kerry,12600,9649,22288,George W. Bush,republican
2004,North Carolina,NC,Scotland,37165,George W. Bush,John Kerry,5141,6386,11547,John Kerry,democrat
2004,North Carolina,NC,Stanly,37167,George W. Bush,John Kerry,17814,7650,25553,George W. Bush,republican
2004,North Carolina,NC,Stokes,37169,George W. Bush,John Kerry,13583,5767,19414,George W. Bush,republican
2004,North Carolina,NC,Surry,37171,George W. Bush,John Kerry,17587,8304,25992,George W. Bush,republican
2004,North Carolina,NC,Swain,37173,George W. Bush,John Kerry,2593,2419,5044,George W. Bush,republican
2004,North Carolina,NC,Transylvania,37175,George W. Bush,John Kerry,9386,6097,15588,George W. Bush,republican
2004,North Carolina,NC,Tyrrell,37177,George W. Bush,John Kerry,855,731,1590,George W. Bush,republican
2004,North Carolina,NC,Union,37179,George W. Bush,John Kerry,42820,17974,61001,George W. Bush,republican
2004,North Carolina,NC,Vance,37181,George W. Bush,John Kerry,6884,8762,15677,John Kerry,democrat
2004,North Carolina,NC,Wake,37183,George W. Bush,John Kerry,177324,169909,348844,George W. Bush,republican
2004,North Carolina,NC,Warren,37185,George W. Bush,John Kerry,2840,5171,8027,John Kerry,democrat
2004,North Carolina,NC,Washington,37187,George W. Bush,John Kerry,2484,2969,5471,John Kerry,democrat
2004,North Carolina,NC,Watauga,37189,George W. Bush,John Kerry,12659,11232,24050,George W. Bush,republican
2004,North Carolina,NC,Wayne,37191,George W. Bush,John Kerry,24883,15076,40046,George W. Bush,republican
2004,North Carolina,NC,Wilkes,37193,George W. Bush,John Kerry,19197,7862,27154,George W. Bush,republican
2004,North Carolina,NC,Wilson,37195,George W. Bush,John Kerry,16264,14206,30535,George W. Bush,republican
2004,North Carolina,NC,Yadkin,37197,George W. Bush,John Kerry,11816,3451,15313,George W. Bush,republican
2004,North Carolina,NC,Yancey,37199,George W. Bush,John Kerry,4940,4434,9431,George W. Bush,republican
2004,North Dakota,ND,Adams,38001,George W. Bush,John Kerry,915,353,1291,George W. Bush,republican
2004,North Dakota,ND,Barnes,38003,George W. Bush,John Kerry,3541,2186,5813,George W. Bush,republican
2004,North Dakota,ND,Benson,38005,George W. Bush,John Kerry,1002,1196,2246,John Kerry,democrat
2004,North Dakota,ND,Billings,38007,George W. Bush,John Kerry,449,99,564,George W. Bush,republican
2004,North Dakota,ND,Bottineau,38009,George W. Bush,John Kerry,2468,1168,3674,George W. Bush,republican
2004,North Dakota,ND,Bowman,38011,George W. Bush,John Kerry,1280,397,1716,George W. Bush,republican
2004,North Dakota,ND,Burke,38013,George W. Bush,John Kerry,808,336,1165,George W. Bush,republican
2004,North Dakota,ND,Burleigh,38015,George W. Bush,John Kerry,26577,11621,38814,George W. Bush,republican
2004,North Dakota,ND,Cass,38017,George W. Bush,John Kerry,39619,26010,66711,George W. Bush,republican
2004,North Dakota,ND,Cavalier,38019,George W. Bush,John Kerry,1522,887,2444,George W. Bush,republican
2004,North Dakota,ND,Dickey,38021,George W. Bush,John Kerry,1890,883,2821,George W. Bush,republican
2004,North Dakota,ND,Divide,38023,George W. Bush,John Kerry,751,487,1268,George W. Bush,republican
2004,North Dakota,ND,Dunn,38025,George W. Bush,John Kerry,1178,571,1774,George W. Bush,republican
2004,North Dakota,ND,Eddy,38027,George W. Bush,John Kerry,655,534,1213,George W. Bush,republican
2004,North Dakota,ND,Emmons,38029,George W. Bush,John Kerry,1449,611,2113,George W. Bush,republican
2004,North Dakota,ND,Foster,38031,George W. Bush,John Kerry,1219,518,1766,George W. Bush,republican
2004,North Dakota,ND,Golden Valley,38033,George W. Bush,John Kerry,719,195,927,George W. Bush,republican
2004,North Dakota,ND,Grand Forks,38035,George W. Bush,John Kerry,17298,12646,30470,George W. Bush,republican
2004,North Dakota,ND,Grant,38037,George W. Bush,John Kerry,952,264,1242,George W. Bush,republican
2004,North Dakota,ND,Griggs,38039,George W. Bush,John Kerry,907,505,1439,George W. Bush,republican
2004,North Dakota,ND,Hettinger,38041,George W. Bush,John Kerry,1044,405,1494,George W. Bush,republican
2004,North Dakota,ND,Kidder,38043,George W. Bush,John Kerry,902,433,1369,George W. Bush,republican
2004,North Dakota,ND,LaMoure,38045,George W. Bush,John Kerry,1592,712,2335,George W. Bush,republican
2004,North Dakota,ND,Logan,38047,George W. Bush,John Kerry,844,265,1130,George W. Bush,republican
2004,North Dakota,ND,McHenry,38049,George W. Bush,John Kerry,1744,1030,2820,George W. Bush,republican
2004,North Dakota,ND,McIntosh,38051,George W. Bush,John Kerry,1254,436,1722,George W. Bush,republican
2004,North Dakota,ND,McKenzie,38053,George W. Bush,John Kerry,1897,847,2762,George W. Bush,republican
2004,North Dakota,ND,McLean,38055,George W. Bush,John Kerry,3014,1664,4750,George W. Bush,republican
2004,North Dakota,ND,Mercer,38057,George W. Bush,John Kerry,3285,1245,4617,George W. Bush,republican
2004,North Dakota,ND,Morton,38059,George W. Bush,John Kerry,8325,4073,12633,George W. Bush,republican
2004,North Dakota,ND,Mountrail,38061,George W. Bush,John Kerry,1527,1465,3030,George W. Bush,republican
2004,North Dakota,ND,Nelson,38063,George W. Bush,John Kerry,1107,778,1922,George W. Bush,republican
2004,North Dakota,ND,Oliver,38065,George W. Bush,John Kerry,790,310,1119,George W. Bush,republican
2004,North Dakota,ND,Pembina,38067,George W. Bush,John Kerry,2466,1321,3856,George W. Bush,republican
2004,North Dakota,ND,Pierce,38069,George W. Bush,John Kerry,1475,686,2195,George W. Bush,republican
2004,North Dakota,ND,Ramsey,38071,George W. Bush,John Kerry,2943,1885,4900,George W. Bush,republican
2004,North Dakota,ND,Ransom,38073,George W. Bush,John Kerry,1352,1199,2602,George W. Bush,republican
2004,North Dakota,ND,Renville,38075,George W. Bush,John Kerry,953,497,1469,George W. Bush,republican
2004,North Dakota,ND,Richland,38077,George W. Bush,John Kerry,5264,2821,8215,George W. Bush,republican
2004,North Dakota,ND,Rolette,38079,George W. Bush,John Kerry,1392,2564,4044,John Kerry,democrat
2004,North Dakota,ND,Sargent,38081,George W. Bush,John Kerry,1147,1021,2200,George W. Bush,republican
2004,North Dakota,ND,Sheridan,38083,George W. Bush,John Kerry,727,200,944,George W. Bush,republican
2004,North Dakota,ND,Sioux,38085,George W. Bush,John Kerry,319,804,1140,John Kerry,democrat
2004,North Dakota,ND,Slope,38087,George W. Bush,John Kerry,335,89,432,George W. Bush,republican
2004,North Dakota,ND,Stark,38089,George W. Bush,John Kerry,7220,3013,10400,George W. Bush,republican
2004,North Dakota,ND,Steele,38091,George W. Bush,John Kerry,586,616,1213,John Kerry,democrat
2004,North Dakota,ND,Stutsman,38093,George W. Bush,John Kerry,6517,3438,10122,George W. Bush,republican
2004,North Dakota,ND,Towner,38095,George W. Bush,John Kerry,754,606,1391,George W. Bush,republican
2004,North Dakota,ND,Traill,38097,George W. Bush,John Kerry,2543,1651,4248,George W. Bush,republican
2004,North Dakota,ND,Walsh,38099,George W. Bush,John Kerry,3194,1905,5186,George W. Bush,republican
2004,North Dakota,ND,Ward,38101,George W. Bush,John Kerry,17008,8236,25612,George W. Bush,republican
2004,North Dakota,ND,Wells,38103,George W. Bush,John Kerry,1654,858,2561,George W. Bush,republican
2004,North Dakota,ND,Williams,38105,George W. Bush,John Kerry,6278,2512,8929,George W. Bush,republican
2004,Ohio,OH,Adams,39001,George W. Bush,John Kerry,7653,4280,11999,George W. Bush,republican
2004,Ohio,OH,Allen,39003,George W. Bush,John Kerry,32585,16483,49274,George W. Bush,republican
2004,Ohio,OH,Ashland,39005,George W. Bush,John Kerry,16171,8555,24920,George W. Bush,republican
2004,Ohio,OH,Ashtabula,39007,George W. Bush,John Kerry,21039,24061,45409,John Kerry,democrat
2004,Ohio,OH,Athens,39009,George W. Bush,John Kerry,10847,18997,30044,John Kerry,democrat
2004,Ohio,OH,Auglaize,39011,George W. Bush,John Kerry,17012,5904,23031,George W. Bush,republican
2004,Ohio,OH,Belmont,39013,George W. Bush,John Kerry,15589,17574,33320,John Kerry,democrat
2004,Ohio,OH,Brown,39015,George W. Bush,John Kerry,12647,7140,19892,George W. Bush,republican
2004,Ohio,OH,Butler,39017,George W. Bush,John Kerry,109866,56234,166802,George W. Bush,republican
2004,Ohio,OH,Carroll,39019,George W. Bush,John Kerry,7695,6298,14110,George W. Bush,republican
2004,Ohio,OH,Champaign,39021,George W. Bush,John Kerry,11718,6967,18775,George W. Bush,republican
2004,Ohio,OH,Clark,39023,George W. Bush,John Kerry,34938,33534,68803,George W. Bush,republican
2004,Ohio,OH,Clermont,39025,George W. Bush,John Kerry,62946,25885,89042,George W. Bush,republican
2004,Ohio,OH,Clinton,39027,George W. Bush,John Kerry,12938,5417,18414,George W. Bush,republican
2004,Ohio,OH,Columbiana,39029,George W. Bush,John Kerry,25754,23426,49463,George W. Bush,republican
2004,Ohio,OH,Coshocton,39031,George W. Bush,John Kerry,9277,6878,16242,George W. Bush,republican
2004,Ohio,OH,Crawford,39033,George W. Bush,John Kerry,13885,7773,21801,George W. Bush,republican
2004,Ohio,OH,Cuyahoga,39035,George W. Bush,John Kerry,221606,448486,673766,John Kerry,democrat
2004,Ohio,OH,Darke,39037,George W. Bush,John Kerry,18307,7849,26317,George W. Bush,republican
